Season,Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,NameASCII,PlayerId,MLBAMID
2023,"Karl Kauffmann","COL",0.3162393162393162,1.063829787,0.198347107,0.41322314,0.388429752,0.042553191,0.106382978,24,6.171428907744757,239,344,583,0.36885246,0.40163934,0.2295082,0.09016393,0.40163934,0.50819672,"Karl Kauffmann",27488,666154
2021,"Ryan Hendrix","CIN",0.3048780487804878,1.129032258,0.25,0.397727272,0.352272727,0.032258064,0.258064516,25,7.1052650124087116,235,305,540,0.43333333,0.32222222,0.24444444,0.07777778,0.44444444,0.47777778,"Ryan Hendrix",19535,641682
2022,"Matt Swarmer","CHC",0.24705882352941178,0.772727272,0.195876288,0.350515463,0.453608247,0.09090909,0.272727272,25,6.617647430063553,270,387,657,0.54639175,0.24742268,0.20618557,0.12371134,0.40206186,0.4742268,"Matt Swarmer",19705,664161
2021,"Amir Garrett","CIN",0.31896551724137934,1.465116279,0.14516129,0.508064516,0.346774193,0.116279069,0.209302325,25,4.720281105390753,310,518,828,0.448,0.32,0.232,0.184,0.368,0.448,"Amir Garrett",14375,607237
2021,"John Curtiss","- - -",0.2903225806451613,1.106382978,0.232558139,0.403100775,0.364341085,0.127659574,0.127659574,20,4.06015127845054,228,475,703,0.43846154,0.33076923,0.23076923,0.12307692,0.43076923,0.44615385,"John Curtiss",16128,595928
2021,"Kyle Keller","PIT",0.25301204819277107,0.586956521,0.206521739,0.29347826,0.5,0.152173913,0.195652173,8,2.160000329589894,243,411,654,0.33695652,0.41304348,0.25,0.14130435,0.41304348,0.44565217,"Kyle Keller",18890,664918
2021,"Alex Lange","DET",0.32323232323232326,1.483870967,0.259615384,0.442307692,0.298076923,0.096774193,0.161290322,17,4.289720390840404,239,400,639,0.42307692,0.39423077,0.18269231,0.11538462,0.44230769,0.44230769,"Alex Lange",19883,656638
2023,"Peyton Battenfield","CLE",0.27,1.045454545,0.158878504,0.429906542,0.411214953,0.045454545,0.159090909,4,1.0384616146426284,194,357,551,0.4953271,0.3364486,0.1682243,0.05607477,0.5046729,0.43925234,"Peyton Battenfield",25777,685410
2021,"Kohei Arihara","TEX",0.2698412698412698,1.057692307,0.207407407,0.407407407,0.385185185,0.019230769,0.211538461,23,5.090164252744847,270,426,696,0.42335766,0.35036496,0.22627737,0.10218978,0.45985401,0.4379562,"Kohei Arihara",27505,685503
2023,"Eric Lauer","MIL",0.296875,0.486486486,0.236111111,0.25,0.513888888,0.054054054,0.216216216,34,6.557143080477819,324,523,847,0.46527778,0.33333333,0.20138889,0.09027778,0.47222222,0.4375,"Eric Lauer",19316,641778
2024,"Keaton Winn","SFG",0.29936305732484075,1.673469387,0.201219512,0.5,0.298780487,0.020408163,0.183673469,21,3.4156627290946946,291,586,877,0.48484848,0.33939394,0.17575758,0.07878788,0.48484848,0.43636364,"Keaton Winn",23499,676775
2023,"Peter Lambert","COL",0.2964426877470356,0.99122807,0.162361623,0.416974169,0.420664206,0.070175438,0.157894736,59,6.080153025861727,538,913,1451,0.36531365,0.36162362,0.27306273,0.12177122,0.44280443,0.43542435,"Peter Lambert",17969,663567
2024,"Bradley Blalock","- - -",0.30392156862745096,0.886363636,0.216981132,0.367924528,0.415094339,0.068181818,0.09090909,22,6.456522274558215,215,339,554,0.38679245,0.43396226,0.17924528,0.14150943,0.4245283,0.43396226,"Bradley Blalock",26419,687134
2021,"Chase De Jong","PIT",0.30158730158730157,0.63076923,0.220588235,0.301470588,0.477941176,0.03076923,0.169230769,15,3.0916032334890136,285,490,775,0.41605839,0.39416058,0.18978102,0.10218978,0.46715328,0.43065693,"Chase De Jong",15036,608328
2023,"Drew Rom","STL",0.39285714285714285,0.903846153,0.168067226,0.394957983,0.436974789,0.038461538,0.134615384,23,6.14851531593514,254,418,672,0.39495798,0.35294118,0.25210084,0.12605042,0.44537815,0.42857143,"Drew Rom",24602,680723
2021,"Taylor Widener","ARI",0.2712765957446808,0.728260869,0.192893401,0.340101522,0.467005076,0.086956521,0.152173913,24,3.071090227841983,460,757,1217,0.4009901,0.35148515,0.24752475,0.14851485,0.42574257,0.42574257,"Taylor Widener",19266,642203
2022,"Justin Dunn","CIN",0.2441860465116279,0.583333333,0.2,0.294736842,0.505263157,0.125,0.229166666,19,5.516129371651027,219,321,540,0.43298969,0.28865979,0.27835052,0.1443299,0.43298969,0.42268041,"Justin Dunn",19268,643290
2024,"Erik Swanson","TOR",0.23809523809523808,1.195121951,0.224137931,0.422413793,0.353448275,0.097560975,0.268292682,25,5.720339722758112,241,426,667,0.38793103,0.37931034,0.23275862,0.11206897,0.46551724,0.42241379,"Erik Swanson",16587,657024
2021,"Nick Wittgren","CLE",0.2909090909090909,1.509433962,0.244318181,0.454545454,0.301136363,0.018867924,0.245283018,17,2.4545458824993447,368,650,1018,0.38202247,0.28651685,0.33146067,0.12921348,0.4494382,0.42134831,"Nick Wittgren",15594,621295
2022,"Cole Sulser","MIA",0.3707865168539326,1.121212121,0.239130434,0.402173913,0.358695652,0.121212121,0.181818181,7,1.8529415922594838,218,401,619,0.43157895,0.37894737,0.18947368,0.12631579,0.45263158,0.42105263,"Cole Sulser",15256,642121
2022,"Dinelson Lamet","- - -",0.33766233766233766,0.84375,0.253164556,0.341772151,0.405063291,0.125,0.125,15,4.175258511906179,233,350,583,0.40740741,0.2962963,0.2962963,0.13580247,0.44444444,0.41975309,"Dinelson Lamet",17186,659275
2024,"Victor Vodnik","COL",0.30952380952380953,2.017241379,0.186046511,0.544186046,0.269767441,0.051724137,0.120689655,19,2.321267288866316,536,806,1342,0.32258065,0.40552995,0.2718894,0.15668203,0.42396313,0.41935484,"Victor Vodnik",24614,680767
2023,"Dylan Dodd","ATL",0.3464566929133858,0.774193548,0.185185185,0.355555555,0.459259259,0.032258064,0.14516129,26,6.81553423300194,171,397,568,0.41911765,0.34558824,0.23529412,0.08088235,0.5,0.41911765,"Dylan Dodd",29928,689266
2023,"Josh Winder","MIN",0.3137254901960784,0.955555555,0.161904761,0.409523809,0.428571428,0.066666666,0.066666666,30,7.788462109819713,205,355,560,0.44761905,0.34285714,0.20952381,0.16190476,0.41904762,0.41904762,"Josh Winder",24606,680739
2024,"Hayden Birdsong","SFG",0.27218934911242604,0.958904109,0.1875,0.397727272,0.414772727,0.02739726,0.150684931,37,4.625,568,820,1388,0.39444444,0.36666667,0.23888889,0.1,0.48333333,0.41666667,"Hayden Birdsong",31635,806185
2023,"Andre Jackson","- - -",0.24848484848484848,0.914285714,0.238636363,0.363636363,0.397727272,0.128571428,0.157142857,22,3.2282610368863933,352,650,1002,0.44886364,0.28409091,0.26704545,0.125,0.46022727,0.41477273,"Andre Jackson",21298,656578
2023,"Braxton Garrett","MIA",0.30248306997742663,1.719696969,0.222943722,0.491341991,0.285714285,0.06060606,0.151515151,64,3.6075158874585553,844,1642,2486,0.50107991,0.31533477,0.18358531,0.12958963,0.45788337,0.412527,"Braxton Garrett",21844,666129
2023,"Luis L. Ortiz","PIT",0.30935251798561153,1.510869565,0.203448275,0.479310344,0.317241379,0.02173913,0.141304347,42,4.361538493534518,576,886,1462,0.42955326,0.35395189,0.21649485,0.12714777,0.4604811,0.41237113,"Luis L. Ortiz",27646,682847
2021,"Tyler Kinley","COL",0.25133689839572193,0.916666666,0.186868686,0.388888888,0.424242424,0.119047619,0.142857142,34,4.350711687044928,404,739,1143,0.48241206,0.29648241,0.22110553,0.16582915,0.42211055,0.4120603,"Tyler Kinley",18297,641755
2021,"Miguel Díaz","SDP",0.23232323232323232,1.222222222,0.245283018,0.415094339,0.339622641,0.055555555,0.222222222,29,6.214285714285714,259,436,695,0.44859813,0.30841121,0.24299065,0.14953271,0.43925234,0.41121495,"Miguel Diaz",18815,622766
2022,"Yusei Kikuchi","TOR",0.2916666666666667,1.18556701,0.190839694,0.438931297,0.370229007,0.051546391,0.237113402,46,4.112583119118169,705,1139,1844,0.47148289,0.35741445,0.17110266,0.12927757,0.46007605,0.41064639,"Yusei Kikuchi",20633,579328
2021,"Trevor Richards","- - -",0.2014388489208633,0.554054054,0.222972972,0.277027027,0.5,0.148648648,0.162162162,39,5.45595930409239,407,654,1061,0.35099338,0.30463576,0.34437086,0.1589404,0.43046358,0.41059603,"Trevor Richards",19309,670950
2023,"José Ureña","- - -",0.26811594202898553,1.339622641,0.173333333,0.473333333,0.353333333,0.037735849,0.245283018,15,3.0223882317835242,293,478,771,0.52980132,0.26490066,0.20529801,0.09271523,0.49668874,0.41059603,"Jose Urena",11589,570632
2021,"Griffin Jax","MIN",0.24789915966386555,0.610294117,0.157692307,0.319230769,0.523076923,0.073529411,0.169117647,47,5.158536945333966,499,895,1394,0.43678161,0.33333333,0.22988506,0.13793103,0.45210728,0.40996169,"Griffin Jax",20253,643377
2021,"Luke Weaver","ARI",0.2596685082872928,0.96,0.218085106,0.382978723,0.39893617,0.053333333,0.146666666,31,4.248731129011401,364,745,1109,0.41884817,0.34031414,0.2408377,0.10471204,0.48691099,0.40837696,"Luke Weaver",16918,596133
2023,"Matt Koch","COL",0.288135593220339,1.525,0.18548387,0.491935483,0.322580645,0.05,0.175,27,6.284483791957031,196,388,584,0.392,0.4,0.208,0.136,0.456,0.408,"Matt Koch",13420,571863
2024,"Emilio Pagán","CIN",0.35051546391752575,0.666666666,0.215686274,0.31372549,0.470588235,0.166666666,0.125,20,4.736842580779485,185,409,594,0.38834951,0.37864078,0.23300971,0.14563107,0.44660194,0.40776699,"Emilio Pagan",14771,641941
2022,"Robert Stephenson","- - -",0.31736526946107785,0.602409638,0.24,0.285714285,0.474285714,0.108433734,0.120481927,43,6.672414670801448,296,618,914,0.38418079,0.33333333,0.28248588,0.14124294,0.4519774,0.40677966,"Robert Stephenson",13594,596112
2023,"Joan Adon","WSN",0.33121019108280253,1,0.251533742,0.374233128,0.374233128,0.081967213,0.13114754,30,5.225806708837039,346,578,924,0.40606061,0.35151515,0.24242424,0.14545455,0.44848485,0.40606061,"Joan Adon",22925,672851
2023,"Giovanny Gallegos","STL",0.2925170068027211,0.763888888,0.185897435,0.352564102,0.461538461,0.097222222,0.152777777,29,4.745455532862341,304,582,886,0.41772152,0.31012658,0.2721519,0.15822785,0.43670886,0.40506329,"Giovanny Gallegos",14986,606149
2021,"Taylor Clarke","ARI",0.35036496350364965,0.96226415,0.257142857,0.364285714,0.378571428,0.094339622,0.075471698,12,2.492307984843091,270,484,754,0.35460993,0.35460993,0.29078014,0.11347518,0.4822695,0.40425532,"Taylor Clarke",17611,664199
2023,"Carlos Hernández","KCR",0.287292817679558,0.753086419,0.252631578,0.321052631,0.426315789,0.061728395,0.12345679,32,4.1142861627073195,451,802,1253,0.45026178,0.30890052,0.2408377,0.10471204,0.4921466,0.40314136,"Carlos Hernandez",22713,672578
2022,"Ian Kennedy","ARI",0.2987012987012987,0.506329113,0.274390243,0.243902439,0.481707317,0.126582278,0.139240506,17,3.0397354065078237,301,566,867,0.34146341,0.36585366,0.29268293,0.12804878,0.4695122,0.40243902,"Ian Kennedy",6986,453178
2023,"Chase Silseth","LAA",0.25,1.675,0.218978102,0.489051094,0.291970802,0.05,0.225,37,6.363057363492257,346,543,889,0.49635036,0.35036496,0.15328467,0.11678832,0.48175182,0.40145985,"Chase Silseth",30074,681217
2024,"Xzavion Curry","- - -",0.23255813953488372,0.421052631,0.211678832,0.233576642,0.554744525,0.092105263,0.105263157,26,5.484375449479594,212,427,639,0.32116788,0.41605839,0.26277372,0.1459854,0.45255474,0.40145985,"Xzavion Curry",25595,675540
2023,"Zac Gallen","ARI",0.3007246376811594,1.189054726,0.23076923,0.417832167,0.351398601,0.074626865,0.109452736,124,5.314285714285714,1153,2099,3252,0.41811847,0.35888502,0.22299652,0.09756098,0.50174216,0.40069686,"Zac Gallen",19291,668678
2021,"Rex Brothers","CHC",0.2882882882882883,0.79245283,0.208333333,0.35,0.441666666,0.037735849,0.16981132,23,3.905661220693312,426,572,998,0.44166667,0.30833333,0.25,0.10833333,0.49166667,0.4,"Rex Brothers",9794,571521
2022,"Alex Colomé","COL",0.3333333333333333,2.022727272,0.16875,0.55625,0.275,0.022727272,0.113636363,10,1.9148937724412773,321,482,803,0.5125,0.3,0.1875,0.15,0.45,0.4,"Alex Colome",6661,517008
2024,"Ryan Burr","TOR",0.32894736842105265,0.722222222,0.225,0.325,0.45,0.055555555,0.111111111,13,3.58163345470788,194,376,570,0.45,0.325,0.225,0.1375,0.4625,0.4,"Ryan Burr",17536,621114
2023,"Mason Englert","DET",0.30386740331491713,0.946666666,0.227513227,0.375661375,0.396825396,0.053333333,0.16,23,3.696429200926713,337,623,960,0.44041451,0.38341969,0.1761658,0.11398964,0.48704663,0.39896373,"Mason Englert",22288,669438
2022,"Patrick Corbin","WSN",0.3645418326693227,1.341040462,0.228571428,0.441904761,0.329523809,0.075144508,0.156069364,48,2.829694511693064,942,1681,2623,0.3705104,0.38185255,0.24763705,0.13610586,0.46502836,0.39886578,"Patrick Corbin",9323,571578
2024,"Scott McGough","ARI",0.28865979381443296,1,0.184466019,0.40776699,0.40776699,0.071428571,0.142857142,29,7.989797240145869,219,359,578,0.30097087,0.4368932,0.26213592,0.12621359,0.47572816,0.39805825,"Scott McGough",12056,543518
2024,"Roddery Muñoz","MIA",0.2669491525423729,0.747899159,0.20610687,0.339694656,0.454198473,0.06722689,0.218487394,36,3.919354959283489,582,904,1486,0.39694656,0.37022901,0.23282443,0.13358779,0.46946565,0.39694656,"Roddery Munoz",25311,682610
2023,"Jose Cuas","- - -",0.3216374269005848,1.413793103,0.213483146,0.460674157,0.325842696,0.068965517,0.137931034,32,4.408164320316035,458,719,1177,0.32960894,0.4301676,0.24022346,0.12849162,0.47486034,0.39664804,"Jose Cuas",17701,621016
2022,"T.J. McFarland","STL",0.3333333333333333,2.033333333,0.208695652,0.530434782,0.260869565,0.033333333,0.166666666,21,5.7857154117731,186,301,487,0.45689655,0.37068966,0.17241379,0.12931034,0.47413793,0.39655172,"T.J. McFarland",3237,519008
2023,"Nick Anderson","ATL",0.2903225806451613,1.052631578,0.1875,0.416666666,0.395833333,0.236842105,0.078947368,18,4.58490582537762,172,376,548,0.36458333,0.32291667,0.3125,0.14583333,0.45833333,0.39583333,"Nick Anderson",18337,623433
2024,"Nate Pearson","- - -",0.3142857142857143,0.932432432,0.231182795,0.370967741,0.397849462,0.148648648,0.162162162,17,2.3065330391415317,373,686,1059,0.42245989,0.36363636,0.21390374,0.13368984,0.47058824,0.39572193,"Nate Pearson",20160,663878
2022,"Trent Thornton","TOR",0.25984251968503935,0.821428571,0.23880597,0.343283582,0.417910447,0.196428571,0.125,25,4.891305159080366,230,434,664,0.42537313,0.35074627,0.2238806,0.15671642,0.44776119,0.39552239,"Trent Thornton",17948,663423
2023,"Connor Seabold","COL",0.33797909407665505,0.716312056,0.198675496,0.334437086,0.466887417,0.056737588,0.134751773,37,3.812977404578052,535,1028,1563,0.36601307,0.33660131,0.29738562,0.15686275,0.44771242,0.39542484,"Connor Seabold",19695,657756
2023,"Kyle Finnegan","WSN",0.291005291005291,1.483870967,0.21025641,0.471794871,0.317948717,0.129032258,0.177419354,19,2.466346334776243,392,722,1114,0.35,0.37,0.28,0.15,0.455,0.395,"Kyle Finnegan",15009,640448
2023,"Pierce Johnson","- - -",0.36054421768707484,1.054545454,0.275641025,0.371794871,0.352564102,0.09090909,0.181818181,27,3.8776603219412347,372,713,1085,0.38853503,0.35031847,0.2611465,0.08280255,0.52229299,0.39490446,"Pierce Johnson",13435,572955
2024,"Kyle Leahy","STL",0.2517482517482518,0.967741935,0.164383561,0.410958904,0.424657534,0.080645161,0.064516129,30,5.54794636513621,239,456,695,0.37414966,0.39455782,0.23129252,0.10884354,0.49659864,0.39455782,"Kyle Leahy",24763,681517
2022,"Jake Bird","COL",0.2814814814814815,2.294117647,0.2,0.557142857,0.242857142,0.029411764,0.205882352,26,4.9090915638705654,299,446,745,0.42957746,0.35211268,0.21830986,0.1056338,0.5,0.3943662,"Jake Bird",21267,656234
2024,"Taj Bradley","TBR",0.2840909090909091,1.061643835,0.184281842,0.4200542,0.395663956,0.109589041,0.150684931,69,4.5,813,1483,2296,0.39410188,0.35924933,0.24664879,0.10187668,0.50402145,0.39410188,"Taj Bradley",22543,671737
2024,"Austin Gomber","COL",0.2896281800391389,0.918918918,0.20670391,0.379888268,0.413407821,0.058558558,0.135135135,78,4.254545454545455,897,1725,2622,0.4232902,0.36414048,0.21256932,0.1219963,0.48428835,0.39371534,"Austin Gomber",16561,596295
2023,"Scott McGough","ARI",0.27218934911242604,1.543859649,0.198895027,0.486187845,0.314917127,0.175438596,0.245614035,26,3.3270149548414545,444,791,1235,0.49180328,0.29508197,0.21311475,0.1147541,0.49180328,0.39344262,"Scott McGough",12056,543518
2023,"Taylor Clarke","KCR",0.36419753086419754,0.623529411,0.192982456,0.30994152,0.497076023,0.105882352,0.14117647,21,3.2033902447445426,375,695,1070,0.49710983,0.31213873,0.19075145,0.15606936,0.45086705,0.39306358,"Taylor Clarke",17611,664199
2021,"Jake Faria","ARI",0.3333333333333333,0.931818181,0.182692307,0.394230769,0.423076923,0.09090909,0.113636363,18,4.959184349104637,257,382,639,0.43925234,0.26168224,0.29906542,0.11214953,0.4953271,0.39252336,"Jake Faria",13699,607188
2023,"Emilio Pagán","MIN",0.22099447513812154,0.617021276,0.173913043,0.315217391,0.510869565,0.14893617,0.053191489,31,4.024039199542853,352,711,1063,0.37096774,0.31182796,0.3172043,0.12365591,0.48387097,0.39247312,"Emilio Pagan",14771,641941
2023,"Chad Kuhl","WSN",0.3333333333333333,0.716981132,0.266129032,0.306451612,0.427419354,0.056603773,0.150943396,23,5.4000004478123245,343,428,771,0.432,0.336,0.232,0.104,0.504,0.392,"Chad Kuhl",14975,641771
2024,"Anthony Molina","COL",0.34536082474226804,1.431034482,0.287878787,0.419191919,0.292929292,0.086206896,0.086206896,18,2.715084001398225,387,662,1049,0.32160804,0.39698492,0.28140704,0.12562814,0.48241206,0.3919598,"Anthony Molina",26952,683627
2021,"Matt Manning","DET",0.3049645390070922,1.31632653,0.217241379,0.444827586,0.337931034,0.071428571,0.102040816,44,4.6406252766028215,500,921,1421,0.395189,0.33333333,0.27147766,0.10652921,0.50171821,0.39175258,"Matt Manning",20369,666159
2022,"Bryse Wilson","PIT",0.3035230352303523,1.237037037,0.21761658,0.432642487,0.349740932,0.066666666,0.148148148,57,4.435158745227492,644,1179,1823,0.46391753,0.30927835,0.22680412,0.11597938,0.49226804,0.39175258,"Bryse Wilson",19990,669060
2023,"Taj Bradley","TBR",0.30970149253731344,0.883333333,0.220689655,0.365517241,0.413793103,0.15,0.191666666,66,5.6751593735606045,631,1191,1822,0.40549828,0.32646048,0.26804124,0.1580756,0.45017182,0.39175258,"Taj Bradley",22543,671737
2023,"Brent Honeywell","- - -",0.2847682119205298,1.5,0.1875,0.4875,0.325,0.115384615,0.192307692,24,4.127389086599167,370,577,947,0.47826087,0.31677019,0.20496894,0.11801242,0.49068323,0.39130435,"Brent Honeywell",16466,641703
2024,"Bryce Elder","ATL",0.3660130718954248,1.653061224,0.1875,0.50625,0.30625,0.040816326,0.163265306,15,2.7181209445477656,328,536,864,0.46583851,0.34161491,0.19254658,0.16149068,0.44720497,0.39130435,"Bryce Elder",27779,693821
2021,"Chi Chi González","COL",0.3205882352941177,1.198275862,0.275568181,0.394886363,0.329545454,0.068965517,0.155172413,60,5.311475443051919,568,1067,1635,0.40502793,0.34357542,0.25139665,0.1424581,0.46648045,0.39106145,"Chi Chi Gonzalez",14663,592346
2021,"J.B. Wendelken","- - -",0.31007751937984496,1.363636363,0.218045112,0.451127819,0.330827067,0.181818181,0.09090909,23,4.740458705473849,283,466,749,0.39097744,0.35338346,0.2556391,0.21052632,0.39849624,0.39097744,"J.B. Wendelken",14506,605525
2021,"Emilio Pagán","SDP",0.25316455696202533,0.367924528,0.166666666,0.224137931,0.609195402,0.113207547,0.150943396,30,4.263158493887438,380,718,1098,0.34482759,0.33908046,0.31609195,0.16666667,0.44252874,0.3908046,"Emilio Pagan",14771,641941
2024,"Bobby Miller","LAD",0.33121019108280253,1.241935483,0.201149425,0.442528735,0.356321839,0.048387096,0.274193548,42,6.75,417,637,1054,0.3908046,0.37931034,0.22988506,0.12643678,0.48275862,0.3908046,"Bobby Miller",27483,676272
2023,"Kyle Freeland","COL",0.30919765166340507,1.004716981,0.202626641,0.399624765,0.397748592,0.075471698,0.136792452,63,3.6423985249618447,832,1587,2419,0.44074074,0.35740741,0.20185185,0.12222222,0.48703704,0.39074074,"Kyle Freeland",16256,607536
2023,"Dominic Leone","- - -",0.25547445255474455,0.848484848,0.19205298,0.370860927,0.437086092,0.03030303,0.212121212,21,3.500000618122351,335,553,888,0.37748344,0.36423841,0.25827815,0.08609272,0.52317881,0.39072848,"Dominic Leone",13763,608678
2023,"Eury Pérez","MIA",0.26146788990825687,0.464,0.197368421,0.254385964,0.548245614,0.096,0.12,31,3.0547446956631568,563,975,1538,0.46351931,0.3304721,0.20600858,0.15879828,0.45064378,0.39055794,"Eury Perez",27768,691587
2021,"Justus Sheffield","SEA",0.35,1.470588235,0.222222222,0.462962962,0.314814814,0.047058823,0.164705882,41,4.593361177617036,573,897,1470,0.44160584,0.31386861,0.24452555,0.11678832,0.49270073,0.39051095,"Justus Sheffield",17285,656954
2023,"Kyle Muller","OAK",0.37209302325581395,1.197916666,0.221402214,0.424354243,0.354243542,0.09375,0.166666666,32,3.7402598329088246,557,900,1457,0.45985401,0.34306569,0.19708029,0.11313869,0.49635036,0.39051095,"Kyle Muller",20167,666205
2024,"Jesus Tinoco","- - -",0.23529411764705882,1.195121951,0.142857142,0.466666666,0.39047619,0.097560975,0.073170731,19,4.204918591574497,221,423,644,0.32380952,0.38095238,0.2952381,0.21904762,0.39047619,0.39047619,"Jesus Tinoco",16300,622786
2023,"Drey Jameson","ARI",0.30357142857142855,1.173913043,0.152542372,0.457627118,0.389830508,0.04347826,0.130434782,26,5.7540987204941745,251,423,674,0.3220339,0.40677966,0.27118644,0.10169492,0.50847458,0.38983051,"Drey Jameson",26260,686753
2021,"Michael Wacha","TBR",0.3123209169054441,1.123076923,0.254054054,0.394594594,0.351351351,0.123076923,0.176923076,50,3.6096258525351588,641,1333,1974,0.41129032,0.32258065,0.26612903,0.10752688,0.50268817,0.38978495,"Michael Wacha",14078,608379
2023,"Ty Blach","COL",0.3463035019455253,1.17977528,0.276119402,0.391791044,0.332089552,0.056179775,0.168539325,45,5.192307946244653,421,843,1264,0.37132353,0.34926471,0.27941176,0.12132353,0.48897059,0.38970588,"Ty Blach",14361,621389
2023,"Austin Gomber","COL",0.3108108108108108,1.097142857,0.203904555,0.4164859,0.379609544,0.108571428,0.148571428,85,5.503597122302159,780,1383,2163,0.44255319,0.34468085,0.21276596,0.15106383,0.45957447,0.3893617,"Austin Gomber",16561,596295
2023,"Matt Manning","DET",0.21397379912663755,0.828828828,0.147058823,0.386554621,0.466386554,0.117117117,0.099099099,40,4.615384615384615,406,777,1183,0.42259414,0.30543933,0.27196653,0.14225941,0.46861925,0.38912134,"Matt Manning",20369,666159
2021,"Trent Thornton","TOR",0.3181818181818182,1.075471698,0.23076923,0.398601398,0.37062937,0.132075471,0.226415094,25,4.591837717761115,333,577,910,0.39583333,0.36111111,0.24305556,0.17361111,0.4375,0.38888889,"Trent Thornton",17948,663423
2023,"Tony Gonsolin","LAD",0.23344947735191637,0.789855072,0.184818481,0.359735973,0.455445544,0.101449275,0.137681159,71,6.203883495145631,600,1066,1666,0.39542484,0.41503268,0.18954248,0.14052288,0.47058824,0.38888889,"Tony Gonsolin",19388,664062
2024,"Taijuan Walker","PHI",0.3204633204633205,0.930434782,0.215547703,0.378091872,0.406360424,0.147826086,0.208695652,53,5.7011952624468805,543,892,1435,0.44169611,0.3745583,0.18374558,0.13074205,0.48056537,0.38869258,"Taijuan Walker",11836,592836
2021,"José Ureña","DET",0.3191489361702128,1.87368421,0.201754385,0.520467836,0.277777777,0.07368421,0.147368421,40,3.5761593017739104,658,1037,1695,0.4606414,0.36151603,0.17784257,0.09912536,0.51311953,0.3877551,"Jose Urena",11589,570632
2021,"Luke Jackson","ATL",0.2532467532467532,1.729166666,0.170886075,0.525316455,0.303797468,0.083333333,0.125,29,4.0994770947964,401,654,1055,0.46875,0.35625,0.175,0.1375,0.475,0.3875,"Luke Jackson",11752,592426
2023,"Jason Adam","TBR",0.23931623931623933,1.040816326,0.186991869,0.414634146,0.398373983,0.163265306,0.142857142,28,4.638037243992835,332,577,909,0.4516129,0.38709677,0.16129032,0.19354839,0.41935484,0.38709677,"Jason Adam",11861,592094
2023,"Brady Singer","KCR",0.32926829268292684,1.615384615,0.19842829,0.495088408,0.3064833,0.051282051,0.128205128,96,5.411273831187833,945,1670,2615,0.43945313,0.33007813,0.23046875,0.11914063,0.49414063,0.38671875,"Brady Singer",25377,663903
2021,"Greg Holland","KCR",0.2597402597402597,1.098360655,0.204968944,0.416149068,0.378881987,0.081967213,0.147540983,21,3.3952102012789975,377,620,997,0.45398773,0.30674847,0.2392638,0.14110429,0.47239264,0.38650307,"Greg Holland",7196,518813
2023,"Tyler Glasnow","TBR",0.29411764705882354,1.622222222,0.171929824,0.512280701,0.315789473,0.044444444,0.144444444,67,5.025,658,1245,1903,0.37192982,0.38245614,0.24561404,0.16140351,0.45263158,0.38596491,"Tyler Glasnow",14374,607192
2023,"Brandon Pfaadt","ARI",0.31521739130434784,0.732824427,0.235690235,0.323232323,0.441077441,0.083969465,0.167938931,30,2.8125002235174357,553,1061,1614,0.44295302,0.3557047,0.20134228,0.14765101,0.46644295,0.38590604,"Brandon Pfaadt",27782,694297
2021,"Touki Toussaint","ATL",0.24806201550387597,1.361702127,0.183823529,0.470588235,0.345588235,0.106382978,0.234042553,33,5.94,324,496,820,0.49285714,0.35714286,0.15,0.12857143,0.48571429,0.38571429,"Touki Toussaint",16929,657053
2021,"Ralph Garza Jr.","- - -",0.24358974358974358,0.911764705,0.216867469,0.373493975,0.409638554,0.058823529,0.147058823,16,4.7472532447619225,176,309,485,0.43373494,0.37349398,0.19277108,0.19277108,0.42168675,0.38554217,"Ralph Garza Jr.",17682,621248
2022,"Madison Bumgarner","ARI",0.3061630218687873,0.880733944,0.211538461,0.369230769,0.419230769,0.082568807,0.114678899,69,3.9138657971464395,962,1753,2715,0.47727273,0.32386364,0.19886364,0.11931818,0.49621212,0.3844697,"Madison Bumgarner",5524,518516
2022,"Nathan Eovaldi","BOS",0.2984126984126984,1.286885245,0.164670658,0.47005988,0.365269461,0.114754098,0.172131147,58,4.774390466010418,549,1190,1739,0.41369048,0.36309524,0.22321429,0.13690476,0.47916667,0.38392857,"Nathan Eovaldi",9132,543135
2021,"Tarik Skubal","DET",0.2774869109947644,0.929824561,0.200968523,0.384987893,0.414043583,0.081871345,0.204678362,74,4.459821751360254,896,1651,2547,0.39088729,0.36690647,0.24220624,0.18465228,0.43165468,0.38369305,"Tarik Skubal",22267,669373
2023,"Jordan Weems","WSN",0.2196969696969697,0.870967741,0.165467625,0.388489208,0.446043165,0.112903225,0.14516129,21,3.4573177165180704,365,556,921,0.43262411,0.30496454,0.26241135,0.14893617,0.46808511,0.38297872,"Jordan Weems",13190,607179
2024,"Angel Chivilli","COL",0.27586206896551724,1.516129032,0.170212765,0.5,0.329787234,0.096774193,0.225806451,17,4.831579626405764,179,335,514,0.5212766,0.23404255,0.24468085,0.13829787,0.4787234,0.38297872,"Angel Chivilli",26790,683409
