Season,Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
2021,"Giovanny Gallegos","STL",80.1,0.3561848,0.69734513,0.51213592,0.41004184,0.84517766,0.68088468,0.45711974,31.55441008,"Giovanny Gallegos",14986,606149
2022,"Giovanny Gallegos","STL",59,0.34932821,0.71092077,0.52024291,0.41758242,0.80421687,0.66731518,0.47267206,30.84897959,"Giovanny Gallegos",14986,606149
2021,"Rafael Dolis","TOR",32,0.22153846,0.62815884,0.40863787,0.51388889,0.83333333,0.7398374,0.46013289,30.8108747,"Rafael Dolis",4185,503569
2021,"Aroldis Chapman","NYY",56.1,0.24646465,0.62868369,0.44023904,0.3852459,0.70625,0.61764706,0.50697211,30.56094183,"Aroldis Chapman",10233,547973
2022,"Devin Williams","MIL",60.2,0.35714286,0.62389381,0.47003745,0.44545455,0.73758865,0.60956175,0.42322097,30.54522924,"Devin Williams",15816,642207
2021,"Alex Colomé","MIN",65,0.29752066,0.71570577,0.48736462,0.53333333,0.84722222,0.74259259,0.45397112,30.44010088,"Alex Colome",6661,517008
2021,"Kyle Finnegan","WSN",66,0.25905797,0.65449011,0.47394541,0.55244755,0.84651163,0.77312391,0.54342432,30.39261745,"Kyle Finnegan",15009,640448
2021,"Hirokazu Sawamura","BOS",53,0.30685921,0.70542636,0.47077577,0.42352941,0.81318681,0.66365688,0.41126461,30.13138686,"Hirokazu Sawamura",27515,617228
2022,"Alex Colomé","COL",47,0.28509719,0.7020649,0.46134663,0.64393939,0.90756303,0.81351351,0.42269327,29.96466431,"Alex Colome",6661,517008
2021,"Joe Kelly","LAD",44,0.27002967,0.552,0.41853933,0.41758242,0.85507246,0.72147651,0.52668539,29.9561753,"Joe Kelly",9761,523260
2021,"Victor González","LAD",35.1,0.28027682,0.61940299,0.44344704,0.50617284,0.85542169,0.74089069,0.48114901,29.83333333,"Victor Gonzalez",16408,624647
2022,"Kenley Jansen","ATL",64,0.29082774,0.67148014,0.5014985,0.63846154,0.81451613,0.7689243,0.55344655,29.42265193,"Kenley Jansen",3096,445276
2021,"Hunter Strickland","- - -",58.2,0.26652452,0.69335938,0.48929664,0.616,0.8,0.75208333,0.52191641,29.32083333,"Hunter Strickland",7836,519326
2021,"Kenley Jansen","LAD",69,0.28094303,0.69395018,0.49766573,0.46153846,0.77692308,0.69230769,0.52474323,29.29518856,"Kenley Jansen",3096,445276
2021,"Blake Parker","CLE",43.2,0.30748663,0.6460177,0.4684432,0.6173913,0.8630137,0.77844311,0.47545582,29.16699029,"Blake Parker",5224,453284
2021,"Chris Martin","ATL",43.1,0.30181818,0.71948052,0.54545455,0.57831325,0.88447653,0.81388889,0.58333333,29.05319149,"Chris Martin",11847,455119
2021,"Emmanuel Clase","CLE",69.2,0.37109375,0.71691176,0.54924242,0.45263158,0.81025641,0.69310345,0.51515152,29.01038961,"Emmanuel Clase",21032,661403
2022,"Andrew Bellatti","PHI",54.1,0.33274021,0.65679012,0.46845915,0.44919786,0.80075188,0.65562914,0.4188211,28.96393897,"Andrew Bellatti",10657,571479
2022,"Kyle Finnegan","WSN",66.2,0.24229075,0.68280467,0.49287749,0.55454545,0.79706601,0.74566474,0.5688509,28.95769231,"Kyle Finnegan",15009,640448
2022,"Alex Vesia","LAD",54.1,0.28541226,0.67364017,0.48054679,0.57037037,0.74223602,0.69146608,0.50262881,28.90960452,"Alex Vesia",25007,681911
2021,"Josh Staumont","KCR",65.2,0.23327306,0.63720074,0.43339416,0.51937984,0.84104046,0.75368421,0.49543796,28.89862328,"Josh Staumont",18335,622251
2021,"Daniel Hudson","- - -",51.2,0.2705314,0.75166297,0.52138728,0.4375,0.78171091,0.6962306,0.52138728,28.88098918,"Daniel Hudson",7146,543339
2021,"Hansel Robles","- - -",69,0.25137615,0.6859375,0.48607595,0.64963504,0.81776765,0.77777778,0.54008439,28.83215962,"Hansel Robles",11801,570663
2021,"Emilio Pagán","SDP",63.1,0.29566855,0.73015873,0.52003643,0.59235669,0.78743961,0.73380035,0.51639344,28.78117359,"Emilio Pagan",14771,641941
2021,"Ryan Thompson","TBR",34,0.31034483,0.64285714,0.50310559,0.66666667,0.78333333,0.75308642,0.57971014,28.77419355,"Ryan Thompson",16647,657044
2021,"Brad Hand","- - -",64.2,0.20040486,0.60996564,0.42193309,0.62626263,0.87042254,0.81718062,0.54089219,28.73503185,"Brad Hand",9111,543272
2021,"Mark Melancon","SDP",64.2,0.25193798,0.6461825,0.45299145,0.56153846,0.8962536,0.80503145,0.50997151,28.72608126,"Mark Melancon",4264,453343
2022,"Dominic Leone","SFG",49.1,0.39956803,0.74380165,0.55084746,0.42162162,0.82962963,0.66373626,0.43946731,28.71548822,"Dominic Leone",13763,608678
2021,"Deolis Guerra","OAK",65.2,0.31164384,0.67729084,0.48066298,0.53846154,0.85,0.74137931,0.46224678,28.67465322,"Deolis Guerra",8410,500610
2022,"Aroldis Chapman","NYY",36.1,0.24585635,0.60567823,0.41384389,0.57303371,0.75,0.69395018,0.46686303,28.61952191,"Aroldis Chapman",10233,547973
2022,"Jonathan Loáisiga","NYY",48,0.32061069,0.69251337,0.50195567,0.63492063,0.83397683,0.76883117,0.48761408,28.56079855,"Jonathan Loaisiga",19753,642528
2022,"Hunter Strickland","CIN",62.1,0.25782689,0.68274583,0.46950092,0.5,0.86141304,0.76181102,0.49815157,28.50126263,"Hunter Strickland",7836,519326
2021,"Matt Foster","CHW",39,0.24046921,0.70876289,0.48971193,0.63414634,0.83636364,0.78991597,0.53223594,28.44935543,"Matt Foster",19647,641582
2021,"Devin Williams","MIL",54,0.33882784,0.61297539,0.46223565,0.44324324,0.70072993,0.59694989,0.45015106,28.43945578,"Devin Williams",15816,642207
2021,"James Karinchak","CLE",55.1,0.24,0.65271967,0.43190661,0.57575758,0.76282051,0.70720721,0.46498054,28.43398693,"James Karinchak",20151,675916
2021,"Ryne Stanek","HOU",68.1,0.25127334,0.69844021,0.47255575,0.50675676,0.78163772,0.70780399,0.4948542,28.42691415,"Ryne Stanek",15947,592773
2021,"Tyler Kinley","COL",70.1,0.27906977,0.73162393,0.51048951,0.47435897,0.8411215,0.74315068,0.51136364,28.35688185,"Tyler Kinley",18297,641755
2021,"Pete Fairbanks","TBR",42.2,0.28277635,0.64935065,0.46511628,0.58181818,0.784,0.72222222,0.49741602,28.29340278,"Pete Fairbanks",17998,664126
2021,"José Alvarado","PHI",55.2,0.22445255,0.5915493,0.39904306,0.35772358,0.82653061,0.6882494,0.47559809,28.28663239,"Jose Alvarado",17780,621237
2021,"A.J. Minter","ATL",52.1,0.28217822,0.66949153,0.49086758,0.46491228,0.7943038,0.70697674,0.53881279,28.25943396,"A.J. Minter",18655,621345
2021,"Jeurys Familia","NYM",59.1,0.29166667,0.65107212,0.47295969,0.42176871,0.86526946,0.72972973,0.50442478,28.21964529,"Jeurys Familia",5114,544727
2022,"Ryan Helsley","STL",64.2,0.34663866,0.70781893,0.52910603,0.38181818,0.78197674,0.65225933,0.50519751,28.20786517,"Ryan Helsley",18138,664854
2022,"Josh Staumont","KCR",37.2,0.24736842,0.62678063,0.42954856,0.5106383,0.84545455,0.74522293,0.48016416,28.18853974,"Josh Staumont",18335,622251
2021,"Heath Hembree","- - -",58,0.27724665,0.670194,0.48165138,0.55862069,0.81052632,0.74095238,0.52018349,28.15030303,"Heath Hembree",11632,592390
2022,"Hirokazu Sawamura","BOS",50.2,0.3015873,0.67,0.47681332,0.61654135,0.84328358,0.7680798,0.47562426,28.05813953,"Hirokazu Sawamura",27515,617228
2021,"Robert Stephenson","COL",46,0.27747253,0.63275434,0.46414602,0.58415842,0.80784314,0.74438202,0.52542373,28.01824818,"Robert Stephenson",13594,596112
2022,"Matt Foster","CHW",45,0.26086957,0.715,0.49739583,0.65625,0.85314685,0.80366492,0.52083333,27.96289753,"Matt Foster",19647,641582
2021,"Daniel Bard","COL",65.2,0.22902098,0.67131783,0.46343468,0.42748092,0.80600462,0.71808511,0.52999178,27.94475761,"Daniel Bard",7115,453268
2021,"Josh Sborz","TEX",59,0.29765886,0.71933472,0.48563485,0.4494382,0.8265896,0.69847328,0.44578313,27.89578164,"Josh Sborz",18323,622250
2022,"Emilio Pagán","MIN",63,0.31826401,0.70979021,0.51733333,0.58522727,0.78817734,0.72680412,0.50844444,27.84844869,"Emilio Pagan",14771,641941
2022,"Ryan Thompson","TBR",42.2,0.31132075,0.60110803,0.46539028,0.61616162,0.85714286,0.78164557,0.53166421,27.83950617,"Ryan Thompson",16647,657044
2022,"Chris Martin","- - -",56,0.30623306,0.71106557,0.53675613,0.59292035,0.81268012,0.75869565,0.56942824,27.74308943,"Chris Martin",11847,455119
2021,"Craig Kimbrel","- - -",59.2,0.31547619,0.60165975,0.45537525,0.32075472,0.75862069,0.60356347,0.48884381,27.70350404,"Craig Kimbrel",6655,518886
2022,"James Karinchak","CLE",39,0.25706941,0.54285714,0.38494318,0.46,0.79532164,0.67158672,0.44744318,27.68714012,"James Karinchak",20151,675916
2021,"Ryan Helsley","STL",47.1,0.25536993,0.67098446,0.45465839,0.5046729,0.84942085,0.74863388,0.47950311,27.64735945,"Ryan Helsley",18138,664854
2022,"Noé Ramirez","ARI",50,0.30071599,0.62823529,0.46563981,0.57936508,0.82022472,0.74300254,0.5035545,27.64667747,"Noe Ramirez",12800,598287
2022,"Mark Melancon","ARI",56,0.25829384,0.67456897,0.47629797,0.58715596,0.86900958,0.79620853,0.52370203,27.6035313,"Mark Melancon",4264,453343
2021,"Jake McGee","SFG",59.2,0.28528529,0.75045872,0.57403189,0.61052632,0.86797066,0.81944444,0.62072893,27.55934959,"Jake McGee",7550,459429
2021,"Alex Vesia","LAD",40,0.25239617,0.6871345,0.47938931,0.50632911,0.68085106,0.63694268,0.5221374,27.54361055,"Alex Vesia",25007,681911
2022,"Dany Jiménez","OAK",34.1,0.27946128,0.58677686,0.4174397,0.36144578,0.84507042,0.66666667,0.44897959,27.53141361,"Dany Jimenez",21170,666204
2022,"Víctor Arano","WSN",42,0.36260623,0.64615385,0.49852507,0.515625,0.84285714,0.71893491,0.47935103,27.51859504,"Victor Arano",15915,644364
2021,"Craig Stammen","SDP",88.1,0.2969697,0.63580247,0.4648318,0.51020408,0.89805825,0.77302632,0.49541284,27.49028078,"Craig Stammen",7274,489334
2021,"Ryan Pressly","HOU",64,0.33258929,0.64173228,0.49686192,0.40268456,0.84969325,0.70947368,0.53138075,27.43534483,"Ryan Pressly",7005,519151
2021,"Phil Bickford","- - -",51.1,0.25757576,0.68609865,0.50386598,0.41176471,0.82026144,0.7314578,0.57474227,27.37900356,"Phil Bickford",18519,641360
2021,"JT Chargois","- - -",53.2,0.25431034,0.68105516,0.45629966,0.51694915,0.8415493,0.74626866,0.47332577,27.36447167,"JT Chargois",13767,608638
2021,"David Bednar","PIT",60.2,0.32374101,0.70599613,0.53533191,0.46666667,0.79452055,0.706,0.55353319,27.33779762,"David Bednar",19569,670280
2022,"Matt Barnes","BOS",39.2,0.28534031,0.61093248,0.43145743,0.5412844,0.85263158,0.73913043,0.44877345,27.328125,"Matt Barnes",12863,598264
2021,"Matt Andriese","- - -",48.1,0.27228916,0.675,0.47953216,0.61061947,0.86868687,0.79756098,0.51461988,27.30371567,"Matt Andriese",12022,542882
2022,"Joe Kelly","CHW",37,0.30183727,0.53726708,0.40967283,0.46086957,0.83236994,0.68402778,0.45803698,27.2739726,"Joe Kelly",9761,523260
2022,"Jake Diekman","- - -",57.2,0.24410774,0.61072664,0.42491468,0.43448276,0.79603399,0.69076305,0.49317406,27.26447219,"Jake Diekman",5003,518617
2021,"Yu Darvish","SDP",166.1,0.27029157,0.64576384,0.47362717,0.50145773,0.83057851,0.74446987,0.54154624,27.26198715,"Yu Darvish",13074,506433
2022,"Brad Hand","PHI",45,0.2278481,0.56532067,0.40196078,0.7,0.86134454,0.81707317,0.51593137,27.25944171,"Brad Hand",9111,543272
2021,"Ben Bowden","COL",35.2,0.20123839,0.67806268,0.4495549,0.50769231,0.80252101,0.73927393,0.52077151,27.21052632,"Ben Bowden",20198,641386
2021,"Bryan Garcia","DET",39.1,0.21635884,0.71306818,0.45554036,0.63414634,0.86055777,0.8048048,0.48153215,27.20943396,"Bryan Garcia",19457,650530
2021,"José Suarez","LAA",98.1,0.28997613,0.65538847,0.46821516,0.60082305,0.83365201,0.75979112,0.48777506,27.19275124,"Jose Suarez",19911,660761
2022,"A.J. Minter","ATL",70,0.31450094,0.69655172,0.5139514,0.49101796,0.77970297,0.69527145,0.52205221,27.19183168,"A.J. Minter",18655,621345
2021,"Dennis Santana","- - -",54.2,0.27142857,0.68257757,0.46094609,0.5112782,0.84965035,0.74224344,0.46094609,27.17522659,"Dennis Santana",17878,642701
2021,"Ian Kennedy","- - -",56.1,0.29899497,0.72255489,0.53503893,0.53781513,0.82596685,0.75467775,0.55728587,27.17443609,"Ian Kennedy",6986,453178
2021,"Danny Coulombe","MIN",34.1,0.30620155,0.72693727,0.52173913,0.49367089,0.88832487,0.77536232,0.51228733,27.15789474,"Danny Coulombe",13293,543056
2021,"Greg Holland","KCR",55.2,0.29636711,0.65189873,0.46539619,0.52258065,0.8381877,0.73275862,0.47542628,27.11275168,"Greg Holland",7196,518813
2021,"Taylor Clarke","ARI",43.1,0.26470588,0.75263158,0.51061008,0.68686869,0.82517483,0.78961039,0.50397878,27.10727273,"Taylor Clarke",17611,664199
2021,"Rex Brothers","CHC",53,0.23809524,0.66519824,0.432,0.34615385,0.82119205,0.67824074,0.454,27.05206943,"Rex Brothers",9794,571521
2021,"Zach Pop","MIA",54.2,0.29224652,0.65127021,0.45833333,0.57142857,0.85106383,0.75524476,0.46260684,27.05192878,"Zach Pop",20185,647315
2021,"Tyler Matzek","ATL",63,0.27189781,0.70849421,0.48405253,0.55033557,0.80108992,0.72868217,0.48592871,27.00628141,"Tyler Matzek",10058,554431
2021,"Diego Castillo","- - -",58.1,0.31397849,0.64543524,0.48076923,0.36986301,0.83881579,0.68666667,0.50320513,26.99421129,"Diego Castillo",17496,650895
2021,"Dominic Leone","SFG",53.2,0.28813559,0.69920844,0.47121034,0.45588235,0.85283019,0.71820449,0.4453584,26.97913323,"Dominic Leone",13763,608678
2021,"Ryan Tepera","- - -",61.1,0.31311155,0.68480726,0.48529412,0.39375,0.80794702,0.66450216,0.46323529,26.97258297,"Ryan Tepera",10291,572193
2022,"Craig Stammen","SDP",40.2,0.26944444,0.64222874,0.45078459,0.51546392,0.85844749,0.75316456,0.48644793,26.94921875,"Craig Stammen",7274,489334
2021,"Blake Treinen","LAD",72.1,0.30147059,0.66243194,0.48310502,0.48170732,0.84383562,0.731569,0.50319635,26.91359593,"Blake Treinen",12572,595014
2022,"Reynaldo López","CHW",65.1,0.32595573,0.67342799,0.4989899,0.5617284,0.80120482,0.72267206,0.4979798,26.90416667,"Reynaldo Lopez",16400,625643
2022,"Jeurys Familia","- - -",44.1,0.2737819,0.5984456,0.42717258,0.53389831,0.85281385,0.74498567,0.47246022,26.90284757,"Jeurys Familia",5114,544727
2022,"Dennis Santana","TEX",58.2,0.31464738,0.60273973,0.4419778,0.53448276,0.87878788,0.74200913,0.4419778,26.89393939,"Dennis Santana",17878,642701
2022,"José Quijada","LAA",40.2,0.33888889,0.69486405,0.50940666,0.55737705,0.78695652,0.70738636,0.47901592,26.83757339,"Jose Quijada",19200,650671
2021,"Chasen Shreve","PIT",56.1,0.30620155,0.68571429,0.47649573,0.57594937,0.87152778,0.76681614,0.44871795,26.83236152,"Chasen Shreve",10855,592741
2021,"Junior Guerra","LAA",65.1,0.25037481,0.64874552,0.43183673,0.53293413,0.84254144,0.74480151,0.4555102,26.82777778,"Junior Guerra",5702,448855
2021,"Jonathan Loáisiga","NYY",70.2,0.34757282,0.69001751,0.52762431,0.57541899,0.80964467,0.73647469,0.52578269,26.81542351,"Jonathan Loaisiga",19753,642528
2021,"Taylor Rogers","MIN",40.1,0.34628975,0.61016949,0.49293564,0.57142857,0.81018519,0.73566879,0.55572998,26.76231263,"Taylor Rogers",13449,573124
2021,"Jake Diekman","OAK",60.2,0.23928571,0.63799283,0.43828265,0.39552239,0.80617978,0.69387755,0.49910555,26.75119048,"Jake Diekman",5003,518617
2022,"Ryan Tepera","LAA",57.1,0.30136986,0.69028871,0.46748879,0.47402597,0.86692015,0.72182254,0.42713004,26.7492163,"Ryan Tepera",10291,572193
2021,"Paul Sewald","SEA",64.2,0.30265849,0.65528455,0.4990942,0.43243243,0.75434243,0.66787659,0.55706522,26.73025516,"Paul Sewald",13892,623149
2022,"Ryne Stanek","HOU",54.2,0.29249012,0.70437018,0.47150838,0.48648649,0.77007299,0.67061611,0.43463687,26.71537291,"Ryne Stanek",15947,592773
2022,"Joe Barlow","TEX",35,0.3024911,0.67765568,0.48736462,0.55294118,0.81621622,0.73333333,0.49277978,26.71393035,"Joe Barlow",22296,669618
2021,"Luis Garcia","HOU",155.1,0.29658385,0.6523888,0.46922462,0.52094241,0.80555556,0.71294719,0.48521183,26.70208105,"Luis Garcia",23735,677651
2022,"Taylor Rogers","- - -",64.1,0.28714859,0.560477,0.43502304,0.45454545,0.82978723,0.71610169,0.54101382,26.6729798,"Taylor Rogers",13449,573124
2022,"José Alvarado","PHI",51,0.3306288,0.63917526,0.46651532,0.41104294,0.78225806,0.6350365,0.44040863,26.66717325,"Jose Alvarado",17780,621237
2022,"Josh Hader","- - -",50,0.30321285,0.65168539,0.46765642,0.49006623,0.74482759,0.65759637,0.4718982,26.65063649,"Josh Hader",14212,623352
2021,"Lucas Luetge","NYY",72.1,0.31088825,0.75138122,0.50362611,0.5483871,0.83823529,0.7376,0.43755036,26.6076087,"Lucas Luetge",8337,476595
2022,"Camilo Doval","SFG",67.2,0.29964539,0.6427289,0.47011597,0.49112426,0.80446927,0.70398482,0.49687779,26.60731707,"Camilo Doval",21992,666808
2022,"Shohei Ohtani","LAA",166,0.2936772,0.65101612,0.48763789,0.38243626,0.80947255,0.69188768,0.54279194,26.60372478,"Shohei Ohtani",19755,660271
2022,"Daniel Castano","MIA",35.2,0.29699248,0.68488746,0.50606586,0.73417722,0.90140845,0.85616438,0.5389948,26.60336538,"Daniel Castano",19805,641447
2022,"Jake McGee","- - -",37,0.21755725,0.74659401,0.52623211,0.70175439,0.86131387,0.83383686,0.58346582,26.56926407,"Jake McGee",7550,459429
2021,"Dylan Floro","MIA",64,0.28977273,0.67335766,0.48513011,0.64052288,0.84552846,0.78544061,0.50929368,26.50819672,"Dylan Floro",13394,571670
2021,"Génesis Cabrera","STL",70,0.2443281,0.67623604,0.47,0.53571429,0.82783019,0.75531915,0.5225,26.50113379,"Genesis Cabrera",17490,650893
2021,"Noé Ramirez","- - -",36,0.28158845,0.62913907,0.46286701,0.64102564,0.84736842,0.78731343,0.52158895,26.48699764,"Noe Ramirez",12800,598287
2022,"Jason Adam","TBR",63.1,0.35095137,0.64605544,0.49787686,0.43975904,0.74917492,0.63965885,0.49787686,26.44189383,"Jason Adam",11861,592094
2021,"Nick Wittgren","CLE",62.1,0.24430642,0.65981308,0.46267191,0.58474576,0.81869688,0.76008493,0.52554028,26.43218085,"Nick Wittgren",15594,621295
2021,"Taylor Widener","ARI",70.1,0.22298456,0.66246057,0.45193098,0.60769231,0.84285714,0.78727273,0.52095316,26.42632171,"Taylor Widener",19266,642203
2022,"Craig Kimbrel","LAD",60,0.27238095,0.62137681,0.45125348,0.5034965,0.82507289,0.73045267,0.51253482,26.39227895,"Craig Kimbrel",6655,518886
2022,"Cionel Pérez","BAL",57.2,0.28271028,0.64904863,0.47502775,0.54545455,0.84039088,0.75700935,0.52497225,26.35595777,"Cionel Perez",19614,672335
2021,"Josh Taylor","BOS",47.2,0.28,0.71355499,0.494311,0.375,0.80645161,0.68286445,0.494311,26.35467128,"Josh Taylor",17359,657031
2022,"Ryan Pressly","HOU",48.1,0.36153846,0.63522013,0.48446328,0.40425532,0.79207921,0.63265306,0.44915254,26.34682081,"Ryan Pressly",7005,519151
2022,"Dylan Floro","MIA",53.2,0.31325301,0.64508929,0.48551564,0.65384615,0.87197232,0.80429594,0.51911935,26.33123028,"Dylan Floro",13394,571670
2021,"Keynan Middleton","SEA",31,0.3125,0.74452555,0.53584906,0.5875,0.78921569,0.73239437,0.51698113,26.3255814,"Keynan Middleton",15264,641871
2022,"Erasmo Ramírez","WSN",86.1,0.29946524,0.698941,0.51554828,0.63095238,0.86147186,0.8,0.54091653,26.3160323,"Erasmo Ramirez",10314,541640
2022,"Emmanuel Clase","CLE",72.2,0.45520581,0.73622047,0.6102063,0.55319149,0.80748663,0.72241993,0.55157438,26.30804954,"Emmanuel Clase",21032,661403
2021,"Vince Velasquez","- - -",94.1,0.24238876,0.67745536,0.46514286,0.58454106,0.80560132,0.74938575,0.512,26.30504587,"Vince Velasquez",11189,592826
2022,"Daniel Bard","COL",60.1,0.22836538,0.61824953,0.44805876,0.52631579,0.80722892,0.74473068,0.56348374,26.30272597,"Daniel Bard",7115,453268
2021,"Corbin Burnes","MIL",167,0.32977099,0.644081,0.48535081,0.375,0.80532044,0.65766481,0.49498843,26.22012579,"Corbin Burnes",19361,669203
2021,"Ryne Harper","WSN",35.2,0.29213483,0.62333333,0.46737213,0.6025641,0.86631016,0.78867925,0.52910053,26.2124105,"Ryne Harper",12680,607560
2022,"JP Sears","- - -",70,0.268,0.62348877,0.45875811,0.62686567,0.90027701,0.82626263,0.53660797,26.2099872,"JP Sears",23429,676664
2021,"Anthony Misiewicz","SEA",54.2,0.33259912,0.71136364,0.51901566,0.56291391,0.84345048,0.75215517,0.49217002,26.16744914,"Anthony Misiewicz",18152,664948
2021,"Clay Holmes","- - -",70,0.22753346,0.57071547,0.41103203,0.44537815,0.82798834,0.72943723,0.53469751,26.1629902,"Clay Holmes",13649,605280
2021,"Enyel De Los Santos","- - -",35.1,0.29141104,0.75202156,0.53658537,0.58947368,0.78494624,0.73529412,0.53228121,26.14885496,"Enyel De Los Santos",18403,660853
2021,"Shohei Ohtani","LAA",130.1,0.2625,0.67385192,0.47903305,0.46428571,0.82614743,0.73223481,0.52639369,26.12067797,"Shohei Ohtani",19755,660271
2022,"Clay Holmes","NYY",63.2,0.27402863,0.6496945,0.4622449,0.45522388,0.8338558,0.7218543,0.50102041,26.09722222,"Clay Holmes",13649,605280
2022,"Tyler Matzek","ATL",43.2,0.26804124,0.73636364,0.48328691,0.58653846,0.8436214,0.76657061,0.45961003,26.08458647,"Tyler Matzek",10058,554431
2021,"Sam Howard","PIT",45,0.27631579,0.63567839,0.44379391,0.46825397,0.7312253,0.64379947,0.46604215,26.08049536,"Sam Howard",16265,607572
2022,"Manny Bañuelos","- - -",41,0.29274611,0.62650602,0.44707521,0.48672566,0.875,0.73831776,0.46239554,26.04868914,"Manny Banuelos",5365,544365
2021,"Jordan Romano","TOR",63,0.29859719,0.68233083,0.49660524,0.48322148,0.79889807,0.70703125,0.51600388,26.04539559,"Jordan Romano",16122,605447
2021,"Scott Barlow","KCR",74.1,0.33534743,0.60249554,0.45789043,0.39189189,0.83136095,0.65714286,0.45870809,26.04314159,"Scott Barlow",14993,605130
2022,"Domingo Acevedo","OAK",67.2,0.31950207,0.75334608,0.54527363,0.48701299,0.79695431,0.70985401,0.52039801,26.04223433,"Domingo Acevedo",17092,642758
2021,"Joey Lucchesi","NYM",38.1,0.21835443,0.67272727,0.4504644,0.62318841,0.82882883,0.78006873,0.51083591,26.03571429,"Joey Lucchesi",19320,664192
2022,"Michael King","NYY",51,0.29189189,0.59850374,0.45136187,0.46296296,0.775,0.67816092,0.52010376,26.02304965,"Michael King",19853,650633
2022,"Taylor Clarke","KCR",49,0.31786543,0.7546729,0.5355064,0.58394161,0.85139319,0.77173913,0.49825378,26.02163833,"Taylor Clarke",17611,664199
2021,"Yimi García","- - -",57.2,0.25783133,0.69565217,0.50317797,0.63551402,0.7798913,0.74736842,0.56038136,26.01997147,"Yimi Garcia",12095,554340
2021,"Dillon Maples","CHC",31.1,0.1774744,0.52941176,0.34690265,0.36538462,0.82638889,0.70408163,0.48141593,25.99038462,"Dillon Maples",14672,596027
2022,"Luis García","SDP",61,0.29361702,0.64516129,0.47412008,0.45652174,0.81875,0.70960699,0.51345756,25.98408104,"Luis Garcia",6984,472610
2022,"Steven Wilson","SDP",53,0.26948775,0.67523364,0.46750285,0.54545455,0.80276817,0.72682927,0.48802737,25.9679878,"Steven Wilson",20353,621051
2022,"José Suarez","LAA",109,0.32052821,0.67578947,0.50981492,0.5917603,0.84267913,0.7689769,0.53280987,25.96491228,"Jose Suarez",19911,660761
2021,"Codi Heuer","- - -",67.1,0.31898239,0.70260223,0.51572927,0.48466258,0.83597884,0.73012939,0.5128694,25.94495413,"Codi Heuer",23293,676051
2021,"Josh Hader","MIL",58.2,0.3253012,0.70600858,0.5093361,0.37037037,0.6899696,0.58452138,0.48340249,25.89722222,"Josh Hader",14212,623352
2021,"Aaron Nola","PHI",180.2,0.3042191,0.64197531,0.48838775,0.54014599,0.81730769,0.73880083,0.54527095,25.8656921,"Aaron Nola",16149,605400
2022,"Alek Manoah","TOR",196.2,0.30146546,0.67546174,0.49372669,0.57175926,0.85839844,0.77335165,0.51407257,25.83725306,"Alek Manoah",26410,666201
2021,"Adam Ottavino","BOS",62,0.21568627,0.57993197,0.40208877,0.47933884,0.82404692,0.73376623,0.51174935,25.83353011,"Adam Ottavino",1247,493603
2022,"Zach Pop","- - -",39,0.37545126,0.65503876,0.51028037,0.72115385,0.9112426,0.83882784,0.48224299,25.83064516,"Zach Pop",20185,647315
2021,"Kenta Maeda","MIN",106.1,0.32502709,0.67685076,0.49379932,0.51,0.83680556,0.72488584,0.47970688,25.82726569,"Kenta Maeda",18498,628317
2021,"Kyle Keller","PIT",33.1,0.29041916,0.653125,0.46788991,0.58762887,0.88995215,0.79411765,0.48929664,25.7926078,"Kyle Keller",18890,664918
2022,"Trevor Stephan","CLE",63.2,0.33773585,0.67131474,0.5,0.48044693,0.77744807,0.6744186,0.48643411,25.78410596,"Trevor Stephan",19932,663986
2022,"Brett Martin","TEX",50,0.37793427,0.66975309,0.504,0.59006211,0.90322581,0.76984127,0.432,25.75283019,"Brett Martin",17369,656685
2022,"Robert Stephenson","- - -",58,0.35650224,0.68432203,0.52505447,0.52830189,0.83591331,0.73443983,0.51416122,25.72919818,"Robert Stephenson",13594,596112
2022,"Liam Hendriks","CHW",57.2,0.31878558,0.66745843,0.47362869,0.36309524,0.76512456,0.61469933,0.44409283,25.7232525,"Liam Hendriks",3548,521230
2021,"Kendall Graveman","- - -",56,0.2893617,0.63092269,0.44661309,0.55147059,0.86561265,0.75578406,0.46039036,25.7217806,"Kendall Graveman",15514,608665
2022,"Ian Kennedy","ARI",50.1,0.27249357,0.69067797,0.50174216,0.78301887,0.83742331,0.82407407,0.54819977,25.71980676,"Ian Kennedy",6986,453178
2022,"Luis Garcia","HOU",157.1,0.29236948,0.68683565,0.48784441,0.51373626,0.82380952,0.73006645,0.49554295,25.69158361,"Luis Garcia",23735,677651
2022,"Vince Velasquez","CHW",75.1,0.27813505,0.676783,0.48321624,0.57803468,0.82286996,0.75444265,0.51444184,25.68631579,"Vince Velasquez",11189,592826
2021,"Ross Detwiler","- - -",52.1,0.24485126,0.64745011,0.44932432,0.54205607,0.87671233,0.78696742,0.50788288,25.67438272,"Ross Detwiler",2859,446321
2021,"Brandon Woodruff","MIL",179.1,0.30155039,0.68092105,0.50676157,0.58354756,0.8057971,0.74508427,0.54092527,25.67357763,"Brandon Woodruff",16162,605540
2021,"Liam Hendriks","CHW",71,0.3700361,0.77818182,0.57336957,0.3804878,0.79205607,0.65876777,0.49818841,25.67028986,"Liam Hendriks",3548,521230
