Season,Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
2021,"Logan Allen","CLE",50.1,0.2537961,0.65859564,0.44508009,0.70940171,0.86397059,0.81748072,0.47254005,24.13003096,"Logan Allen",18555,663531
2021,"Hyun Jin Ryu","TOR",169,0.30816641,0.62544932,0.47229453,0.6475,0.86321839,0.79527559,0.51729267,24.12525355,"Hyun Jin Ryu",14444,547943
2021,"Kohei Arihara","TEX",40.2,0.24576271,0.62573099,0.43247126,0.63218391,0.91121495,0.83056478,0.49137931,24.12277228,"Kohei Arihara",27505,685503
2022,"Héctor Neris","HOU",65.1,0.32581967,0.64818356,0.4925816,0.44654088,0.83480826,0.71084337,0.51730959,24.12005457,"Hector Neris",11804,593576
2021,"Martín Pérez","BOS",114,0.2483731,0.6684435,0.46021505,0.65502183,0.87878788,0.81892523,0.50430108,24.11312217,"Martin Perez",6902,527048
2021,"Dan Winkler","CHC",39.2,0.3008658,0.7347561,0.48101266,0.71942446,0.78008299,0.75789474,0.41518987,24.11016949,"Dan Winkler",12237,595465
2022,"James Kaprielian","OAK",134,0.25998143,0.6782307,0.47623318,0.63928571,0.85677749,0.79943503,0.51704036,24.10477941,"James Kaprielian",18331,621076
2021,"José Ruiz","CHW",65,0.23678647,0.69626998,0.48648649,0.51785714,0.84693878,0.77380952,0.54343629,24.0839895,"Jose Ruiz",14552,614179
2021,"Kyle Freeland","COL",120.2,0.25668449,0.6466877,0.4533404,0.60833333,0.88943089,0.81052632,0.50424178,24.082397,"Kyle Freeland",16256,607536
2021,"Héctor Neris","PHI",74.1,0.31918239,0.67710049,0.49396621,0.52216749,0.74209246,0.66938111,0.48833467,24.07894737,"Hector Neris",11804,593576
2021,"Robbie Ray","TOR",193.1,0.31009296,0.71009174,0.51830627,0.44325482,0.80103359,0.69840295,0.52053486,24.07698888,"Robbie Ray",11486,592662
2022,"Joey Krehbiel","BAL",57.2,0.26705653,0.67025862,0.45854657,0.68613139,0.8392283,0.79241071,0.47492323,24.07575758,"Joey Krehbiel",13707,607216
2022,"Oliver Ortega","LAA",34,0.33110368,0.69776119,0.50440917,0.54545455,0.90374332,0.77972028,0.47266314,24.05121951,"Oliver Ortega",21025,661383
2021,"Jeff Hoffman","CIN",73,0.24444444,0.6671875,0.44338235,0.49431818,0.83372365,0.73466003,0.47058824,24.043222,"Jeff Hoffman",17432,656546
2022,"Jonathan Hernández","TEX",30.1,0.22743682,0.68803419,0.43835616,0.42857143,0.81987578,0.70982143,0.45792564,24.03693931,"Jonathan Hernandez",17464,642546
2022,"Kyle Bradish","BAL",117.2,0.26361868,0.65699482,0.45408931,0.56826568,0.87539432,0.78342541,0.48419468,24.03670972,"Kyle Bradish",24586,680694
2022,"Wily Peralta","DET",38.1,0.21408451,0.62973761,0.41833811,0.57894737,0.87037037,0.79452055,0.49140401,24.0247619,"Wily Peralta",7738,503449
2022,"Will Vest","DET",63,0.28947368,0.65641953,0.4764977,0.61688312,0.84573003,0.77756286,0.50967742,24.02111801,"Will Vest",19769,676684
2022,"Lou Trivino","- - -",53.2,0.30260521,0.6622807,0.47434555,0.52317881,0.85099338,0.74172185,0.47748691,24.01571429,"Lou Trivino",15043,642152
2022,"Zach Thompson","PIT",121.2,0.28296703,0.67408907,0.46875,0.58576052,0.86336336,0.77538462,0.475,24.01507208,"Zach Thompson",16094,605507
2021,"Lucas Gilbreath","COL",42.2,0.22580645,0.68802228,0.45280438,0.44047619,0.80566802,0.71299094,0.49110807,24.00925926,"Lucas Gilbreath",21290,656458
2021,"Ralph Garza Jr.","- - -",30.1,0.30290456,0.60655738,0.4556701,0.57534247,0.89189189,0.78733032,0.50309278,24,"Ralph Garza Jr.",17682,621248
2021,"Caleb Thielbar","MIN",64,0.27744511,0.66942149,0.49186257,0.56834532,0.82716049,0.76102941,0.54701627,23.9940048,"Caleb Thielbar",10078,573204
2022,"Duane Underwood Jr.","PIT",57.1,0.30888031,0.6873706,0.49150849,0.51875,0.84638554,0.7398374,0.48251748,23.99321574,"Duane Underwood Jr.",14677,621249
2022,"Bryan Baker","BAL",69.2,0.23143351,0.65780731,0.44877223,0.67910448,0.79292929,0.76415094,0.50973751,23.98759865,"Bryan Baker",19804,641329
2022,"Jon Gray","TEX",127.1,0.30153846,0.64944649,0.48470131,0.57142857,0.83806818,0.75951904,0.52646916,23.98360656,"Jon Gray",14916,592351
2022,"Adrián Martínez","OAK",57.2,0.28629032,0.65510597,0.47487685,0.57042254,0.85882353,0.77385892,0.51133005,23.98262032,"Adrian Martinez",21023,661309
2021,"Phillips Valdez","BOS",40,0.23463687,0.6196319,0.41812865,0.6547619,0.85148515,0.79370629,0.47660819,23.96981891,"Phillips Valdez",15605,570488
2022,"Clarke Schmidt","NYY",57.2,0.27293065,0.64596273,0.46666667,0.50819672,0.83653846,0.74423963,0.51935484,23.96486091,"Clarke Schmidt",19899,657376
2022,"Lucas Gilbreath","COL",43,0.24384236,0.61892583,0.42785445,0.54545455,0.79338843,0.72140762,0.49058971,23.94850498,"Lucas Gilbreath",21290,656458
2022,"Garrett Richards","TEX",42.2,0.31880109,0.70087977,0.50282486,0.54700855,0.86192469,0.75842697,0.48163842,23.94767442,"Garrett Richards",9784,572070
2022,"Adrian Morejon","SDP",34,0.28070175,0.72435897,0.53703704,0.625,0.82743363,0.78275862,0.57777778,23.92911392,"Adrian Morejon",20039,670970
2021,"Sean Doolittle","- - -",49.2,0.30143541,0.75055188,0.53501722,0.64285714,0.82058824,0.77253219,0.52009185,23.92175274,"Sean Doolittle",1581,448281
2021,"Tylor Megill","NYM",89.2,0.25793103,0.70566948,0.4967825,0.56149733,0.81709402,0.75518135,0.53346203,23.90721649,"Tylor Megill",21318,656731
2021,"Will Vest","SEA",35,0.26517572,0.68474576,0.46875,0.68674699,0.82178218,0.78245614,0.48519737,23.90227273,"Will Vest",19769,676684
2021,"Shawn Armstrong","- - -",36,0.26625387,0.70441989,0.49781022,0.52325581,0.79607843,0.72727273,0.52846715,23.88223938,"Shawn Armstrong",12857,542888
2021,"Corey Kluber","NYY",80,0.28129602,0.6616085,0.46860987,0.42408377,0.86926606,0.73365231,0.49252616,23.87931034,"Corey Kluber",2429,446372
2021,"Tony Watson","- - -",57.1,0.31701632,0.63386728,0.47690531,0.63970588,0.80866426,0.75302663,0.50461894,23.87835703,"Tony Watson",3132,453265
2021,"Luis Cessa","- - -",64.2,0.30346232,0.63617021,0.46618106,0.51677852,0.87625418,0.75669643,0.48907388,23.87482014,"Luis Cessa",13345,570666
2021,"Griffin Canning","LAA",62.2,0.27022059,0.71828358,0.49259259,0.5170068,0.79220779,0.71616541,0.4962963,23.87340153,"Griffin Canning",19867,656288
2021,"Jon Gray","COL",149,0.22605042,0.64784547,0.44992114,0.46468401,0.84174312,0.75284838,0.5307571,23.86919381,"Jon Gray",14916,592351
2022,"Jimmy Herget","LAA",69,0.29501085,0.61682243,0.46787149,0.53676471,0.85454545,0.76180258,0.53714859,23.86527778,"Jimmy Herget",17556,623474
2022,"Ian Gibaut","- - -",36,0.27826087,0.61173184,0.44807966,0.63541667,0.82648402,0.76825397,0.50924609,23.8566108,"Ian Gibaut",17871,664139
2021,"Brandon Bielak","HOU",50,0.25247525,0.66821346,0.46706587,0.47058824,0.86805556,0.76410256,0.51616766,23.85294118,"Brandon Bielak",19866,656232
2021,"Chi Chi González","COL",101.2,0.20632737,0.70154185,0.48134557,0.75333333,0.88069074,0.85641677,0.55535168,23.85216653,"Chi Chi Gonzalez",14663,592346
2021,"Carlos Carrasco","NYM",53.2,0.3173516,0.70066519,0.51181102,0.56834532,0.83860759,0.75604396,0.50731159,23.84735202,"Carlos Carrasco",6632,471911
2021,"Casey Sadler","SEA",40.1,0.29513889,0.58703072,0.44234079,0.55294118,0.88372093,0.77431907,0.50430293,23.83018868,"Casey Sadler",11209,594987
2021,"Aaron Civale","CLE",124.1,0.29466119,0.65840517,0.4721346,0.64111498,0.87234043,0.79844098,0.48790747,23.82984859,"Aaron Civale",19479,650644
2021,"Merrill Kelly","ARI",158,0.26027397,0.67142857,0.4857732,0.58947368,0.88913774,0.81663837,0.54845361,23.81860196,"Merrill Kelly",11156,518876
2022,"Wil Crowe","PIT",76,0.29681529,0.65714286,0.45217391,0.53648069,0.84910486,0.73237179,0.43115942,23.80251694,"Wil Crowe",19800,640444
2022,"Kyle Freeland","COL",174.2,0.26931254,0.67837079,0.47477954,0.58947368,0.88923395,0.80460624,0.50229277,23.79470848,"Kyle Freeland",16256,607536
2021,"Aaron Loup","NYM",56.2,0.2688172,0.62255965,0.46458583,0.53,0.83275261,0.75452196,0.55342137,23.7893864,"Aaron Loup",10343,571901
2022,"Jhoan Duran","MIN",67.2,0.37396694,0.70315399,0.54740958,0.41436464,0.79155673,0.66964286,0.52688172,23.78196501,"Jhoan Duran",21029,661395
2021,"Lucas Sims","CIN",47,0.28708134,0.58690176,0.43312883,0.425,0.77253219,0.65439093,0.48711656,23.77073171,"Lucas Sims",13470,608371
2022,"Jackson Stephens","ATL",53.2,0.27880184,0.66470588,0.48728814,0.60330579,0.8820059,0.80869565,0.54025424,23.74964639,"Jackson Stephens",14420,623451
2022,"Richard Bleier","MIA",50.2,0.31661442,0.71492205,0.54947917,0.61386139,0.894081,0.82701422,0.58463542,23.74953959,"Richard Bleier",7803,542947
2021,"Max Scherzer","- - -",179.1,0.30280091,0.68255034,0.50409107,0.445,0.77679449,0.68313338,0.53006048,23.73854962,"Max Scherzer",3137,453286
2021,"Wandy Peralta","- - -",51,0.35214447,0.68343195,0.49551857,0.55769231,0.80952381,0.70801034,0.43277849,23.7287234,"Wandy Peralta",14295,593974
2022,"Lance McCullers Jr.","HOU",47.2,0.29,0.59052925,0.43214756,0.47413793,0.88679245,0.74085366,0.47299078,23.72351885,"Lance McCullers Jr.",14120,621121
2022,"Aaron Loup","LAA",58.2,0.31469979,0.66115702,0.48810755,0.61184211,0.840625,0.76694915,0.50051706,23.71285714,"Aaron Loup",10343,571901
2022,"José Ruiz","CHW",60.2,0.26415094,0.69102296,0.44753363,0.47619048,0.86102719,0.73146293,0.42959641,23.71105826,"Jose Ruiz",14552,614179
2021,"Caleb Smith","ARI",113.2,0.24321608,0.65764925,0.45815191,0.62809917,0.80141844,0.75712777,0.51862603,23.69935484,"Caleb Smith",14875,592761
2022,"Zac Gallen","ARI",184,0.33621262,0.61188811,0.47052811,0.6284585,0.87428571,0.78421434,0.48722317,23.68406593,"Zac Gallen",19291,668678
2021,"Jose Alvarez","SFG",64.2,0.26008969,0.65076336,0.47113402,0.61206897,0.87096774,0.80525164,0.54020619,23.67913669,"Jose Alvarez",5358,501625
2022,"Corey Knebel","PHI",44.2,0.28639618,0.62903226,0.44753477,0.55,0.85042735,0.74858757,0.47029077,23.6722973,"Corey Knebel",15010,608349
2022,"Luke Weaver","- - -",35.2,0.31780822,0.74157303,0.52704577,0.61206897,0.87878788,0.79736842,0.49375867,23.67155963,"Luke Weaver",16918,596133
2022,"Chris Bassitt","NYM",181.2,0.24711316,0.63957152,0.46292446,0.64797508,0.82561576,0.78293413,0.54989605,23.66841353,"Chris Bassitt",12304,605135
2021,"Lance McCullers Jr.","HOU",162.1,0.25891583,0.57287157,0.41499283,0.41873278,0.85642317,0.71910112,0.49713056,23.65156627,"Lance McCullers Jr.",14120,621121
2022,"Albert Abreu","- - -",38.2,0.24164524,0.63207547,0.41725601,0.60638298,0.82587065,0.7559322,0.44978784,23.64828897,"Albert Abreu",17485,656061
2022,"Cory Abbott","WSN",48,0.27944573,0.69417476,0.4816568,0.50413223,0.85664336,0.75184275,0.48757396,23.64573269,"Cory Abbott",20277,676265
2021,"T.J. McFarland","STL",38.2,0.28518519,0.7107438,0.48632813,0.63636364,0.9244186,0.83534137,0.47265625,23.64383562,"T.J. McFarland",3237,519008
2022,"Bryan Shaw","CLE",58.1,0.24318658,0.69512195,0.47265222,0.54310345,0.88304094,0.79694323,0.50773994,23.63105413,"Bryan Shaw",8110,543766
2021,"Zack Wheeler","PHI",213.1,0.27955494,0.70538244,0.51420543,0.52736318,0.83373494,0.75895568,0.55104589,23.61060802,"Zack Wheeler",10310,554430
2022,"Drew Hutchison","DET",105.1,0.28293737,0.68787515,0.47470153,0.67557252,0.87958115,0.81556886,0.47356453,23.60356866,"Drew Hutchison",10732,571800
2021,"Dylan Cease","CHW",165.2,0.2820013,0.66713681,0.46668921,0.47926267,0.77484144,0.68188406,0.47954007,23.59946237,"Dylan Cease",18525,656302
2021,"Marcus Stroman","NYM",179,0.3042522,0.66253644,0.48391813,0.53253012,0.86138614,0.75830816,0.50146199,23.59828196,"Marcus Stroman",13431,573186
2021,"Carlos Estévez","COL",61.2,0.21826281,0.72222222,0.49751738,0.46938776,0.85111663,0.77644711,0.55412115,23.59448276,"Carlos Estevez",14542,608032
2021,"Max Fried","ATL",165.2,0.27128548,0.66985294,0.48318999,0.52307692,0.86169045,0.77265372,0.53166536,23.59312936,"Max Fried",13743,608331
2021,"Trevor Bauer","LAD",107.2,0.28952991,0.63102233,0.45215445,0.51660517,0.82122905,0.71905941,0.47621712,23.58071749,"Trevor Bauer",12703,545333
2022,"Reyes Moronta","- - -",37.2,0.26162791,0.66329966,0.44773791,0.53333333,0.83756345,0.74216028,0.46333853,23.57861635,"Reyes Moronta",14966,606625
2021,"Braxton Garrett","MIA",34,0.26751592,0.63103448,0.44205298,0.61904762,0.86338798,0.78651685,0.48013245,23.5785877,"Braxton Garrett",21844,666129
2021,"Jake Brentz","KCR",64,0.22644928,0.64195298,0.43438914,0.44,0.81126761,0.71458333,0.50045249,23.57715674,"Jake Brentz",17783,641394
2022,"Jhoulys Chacín","COL",47.1,0.24303797,0.67007673,0.45547074,0.625,0.88167939,0.81284916,0.49745547,23.57651246,"Jhoulys Chacin",2608,468504
2021,"James Kaprielian","OAK",119.1,0.26453488,0.65524194,0.45602767,0.61172161,0.82307692,0.76056338,0.49011858,23.5732273,"James Kaprielian",18331,621076
2022,"Carlos Rodón","SFG",178,0.31781377,0.67398536,0.49715243,0.55838641,0.7857848,0.71361186,0.50351759,23.56856634,"Carlos Rodon",16137,607074
2021,"Zack Greinke","HOU",171,0.29796512,0.64446295,0.45944897,0.62195122,0.89276486,0.79898649,0.46604579,23.56697149,"Zack Greinke",1943,425844
2022,"Art Warren","CIN",36,0.24444444,0.62352941,0.44122137,0.41558442,0.83962264,0.7266436,0.51908397,23.56468172,"Art Warren",18251,605521
2022,"Robert Suarez","SDP",47.2,0.26984127,0.67375887,0.48314607,0.69607843,0.77192982,0.75193798,0.52808989,23.55518946,"Robert Suarez",30115,663158
2021,"Cody Ponce","PIT",38.1,0.32653061,0.64498645,0.49157303,0.58035714,0.88235294,0.78571429,0.51825843,23.53119093,"Cody Ponce",17920,664074
2022,"Dylan Coleman","KCR",68,0.28363047,0.61054422,0.44315353,0.56,0.77715877,0.70599251,0.4879668,23.52637363,"Dylan Coleman",22276,669395
2022,"Trevor Rogers","MIA",107,0.29656608,0.6741573,0.4871134,0.65964912,0.82575758,0.77566138,0.50463918,23.51041667,"Trevor Rogers",22286,669432
2022,"Joe Mantiply","ARI",60,0.41439206,0.61790393,0.52264808,0.52095808,0.84452297,0.72444444,0.53193961,23.50409165,"Joe Mantiply",14857,573009
2022,"Bailey Falter","PHI",84,0.28476821,0.66136035,0.48571429,0.54651163,0.85776805,0.77265501,0.53359073,23.50319149,"Bailey Falter",20070,663559
2022,"Tony Gonsolin","LAD",130.1,0.30474268,0.67871094,0.49478908,0.52317881,0.84748201,0.74924774,0.50818859,23.49371277,"Tony Gonsolin",19388,664062
2021,"Louis Head","TBR",35,0.26394052,0.74729242,0.50915751,0.43661972,0.85990338,0.75179856,0.50732601,23.49268293,"Louis Head",13259,545343
2021,"Adam Cimber","- - -",71.2,0.26450116,0.68243243,0.50635386,0.71052632,0.83663366,0.80888031,0.57869013,23.49180328,"Adam Cimber",15288,643256
2022,"David Phelps","TOR",63.2,0.25,0.55985267,0.39617724,0.65789474,0.90789474,0.8245614,0.47176368,23.48450057,"David Phelps",6316,475479
2021,"Chris Paddack","SDP",108.1,0.28361582,0.67886179,0.4917068,0.64143426,0.82035928,0.77149075,0.52648475,23.4612069,"Chris Paddack",20099,663978
2022,"Lance Lynn","CHW",121.2,0.31504065,0.71965318,0.52274975,0.57741935,0.81258367,0.743614,0.51335312,23.46092184,"Lance Lynn",2520,458681
2021,"Drew Steckenrider","SEA",67.2,0.30991736,0.66984733,0.49702381,0.72,0.87179487,0.82634731,0.51984127,23.46008119,"Drew Steckenrider",18806,608716
2021,"Carlos Rodón","CHW",132.2,0.30654206,0.68929504,0.50473186,0.49390244,0.78914141,0.70267857,0.51780081,23.45394341,"Carlos Rodon",16137,607074
2022,"Justin Lawrence","COL",42.2,0.232493,0.60344828,0.42988204,0.53012048,0.84897959,0.76829268,0.53211009,23.43161634,"Justin Lawrence",17639,664875
2021,"Keegan Thompson","CHC",53.1,0.22100656,0.68565815,0.46583851,0.52475248,0.85100287,0.77777778,0.52691511,23.42997199,"Keegan Thompson",19795,624522
2021,"Nathan Eovaldi","BOS",182.1,0.31792829,0.66267943,0.51486163,0.52130326,0.84025271,0.75580624,0.57123334,23.42610723,"Nathan Eovaldi",9132,543135
2021,"Jack Flaherty","STL",78.1,0.24742268,0.64688427,0.44641537,0.5,0.83027523,0.7384106,0.49815225,23.41913215,"Jack Flaherty",17479,656427
2022,"Matt Festa","SEA",54,0.30352941,0.66384778,0.49331849,0.49612403,0.80254777,0.71331828,0.52672606,23.41343284,"Matt Festa",19330,670036
2021,"Sonny Gray","CIN",135.1,0.26136364,0.60516605,0.42863555,0.5083612,0.86432927,0.75287958,0.48653501,23.40895156,"Sonny Gray",12768,543243
2022,"Jack Flaherty","STL",36,0.22096317,0.67313916,0.43202417,0.53846154,0.84134615,0.75874126,0.46676737,23.40853659,"Jack Flaherty",17479,656427
2021,"Elieser Hernández","MIA",51.2,0.26453488,0.69198312,0.51222494,0.52747253,0.85365854,0.78281623,0.5794621,23.40273038,"Elieser Hernandez",16933,622694
2022,"Sonny Gray","MIN",119.2,0.27263046,0.59311087,0.43201285,0.60546875,0.86751361,0.78438662,0.49732334,23.40029433,"Sonny Gray",12768,543243
2021,"Jaime Barria","LAA",56.2,0.25751073,0.67405765,0.46237732,0.65,0.90460526,0.83254717,0.49182116,23.39728097,"Jaime Barria",18356,642545
2022,"Michael Pineda","DET",46.2,0.29446064,0.67783505,0.49794802,0.67326733,0.91254753,0.84615385,0.53077975,23.39694656,"Michael Pineda",5372,501381
2022,"Adrian Sampson","CHC",104.1,0.29842342,0.68164794,0.48016578,0.62641509,0.8974359,0.80887793,0.47424512,23.38983051,"Adrian Sampson",13339,592716
2021,"Hyeon-Jong Yang","TEX",35.1,0.2585034,0.73154362,0.49662162,0.65789474,0.86697248,0.81292517,0.50337838,23.38875878,"Hyeon-Jong Yang",27513,660365
2021,"Mitch White","LAD",46.2,0.28212291,0.66584158,0.4855643,0.57425743,0.87360595,0.79189189,0.53018373,23.3772242,"Mitch White",19225,669952
2021,"Tyler Rogers","SFG",81,0.248394,0.6918429,0.50841453,0.76724138,0.87336245,0.85191638,0.58635961,23.36981132,"Tyler Rogers",15541,643511
2022,"Dylan Cease","CHW",184,0.31974374,0.6593015,0.4724359,0.49362477,0.79459459,0.68249661,0.44967949,23.36541738,"Dylan Cease",18525,656302
2022,"Rowan Wick","CHC",64,0.29067642,0.64054514,0.47178131,0.62264151,0.85638298,0.78691589,0.51763668,23.34892086,"Rowan Wick",14646,592858
2021,"Tyler Anderson","- - -",167,0.30948276,0.71914008,0.53651038,0.66852368,0.82256509,0.78295129,0.55418909,23.3344,"Tyler Anderson",12880,542881
2022,"Noah Syndergaard","- - -",134.2,0.27861771,0.68,0.49654492,0.65503876,0.87165775,0.81610338,0.54294176,23.32757429,"Noah Syndergaard",11762,592789
2021,"Tony Gonsolin","LAD",55.2,0.24157303,0.67982456,0.44343434,0.4496124,0.82580645,0.71526196,0.46060606,23.32573727,"Tony Gonsolin",19388,664062
2021,"Eduardo Rodriguez","BOS",157.2,0.29051531,0.67366136,0.48511577,0.60411311,0.82491944,0.75984848,0.50790151,23.32479054,"Eduardo Rodriguez",13164,593958
2021,"Johan Oviedo","STL",62.1,0.2366548,0.66793893,0.44475138,0.48120301,0.86285714,0.75776398,0.4825046,23.31766201,"Johan Oviedo",22487,670912
2021,"Spencer Patton","TEX",42.1,0.27197802,0.65395894,0.45673759,0.61616162,0.8161435,0.75465839,0.48368794,23.31638418,"Spencer Patton",12361,607359
2021,"Jackson Kowar","KCR",30.1,0.21597633,0.66552901,0.42472266,0.54794521,0.84615385,0.76492537,0.46434231,23.31355932,"Jackson Kowar",21549,663804
2021,"J.C. Mejía","CLE",52.1,0.23541667,0.66733068,0.45621181,0.59292035,0.87761194,0.80580357,0.51120163,23.30894309,"J.C. Mejia",20617,650496
2022,"Jordan Hicks","STL",61.1,0.21782178,0.60622711,0.41960038,0.55454545,0.84592145,0.77324263,0.51950523,23.3,"Jordan Hicks",19618,663855
2022,"Steven Okert","MIA",51.1,0.24675325,0.64031621,0.45247934,0.53508772,0.77160494,0.71004566,0.52272727,23.29850746,"Steven Okert",13580,595345
2021,"Chris Flexen","SEA",179.2,0.26099925,0.70952381,0.49555318,0.65714286,0.88398849,0.8269921,0.52294557,23.29211295,"Chris Flexen",13896,623167
2022,"Jimmy Lambert","CHW",47,0.2939759,0.67741935,0.48288509,0.62295082,0.82417582,0.76202532,0.49266504,23.29042904,"Jimmy Lambert",19541,669424
2022,"Trevor Megill","MIN",45,0.31496063,0.67175573,0.49612403,0.60833333,0.83712121,0.765625,0.50775194,23.28998243,"Trevor Megill",17722,656730
2021,"Seth Lugo","NYM",46.1,0.28045326,0.64721485,0.46986301,0.45454545,0.81557377,0.71137026,0.51643836,23.2778828,"Seth Lugo",12447,607625
2021,"Richard Bleier","MIA",58,0.34317343,0.71014493,0.5649635,0.62365591,0.86734694,0.80878553,0.60437956,23.27692308,"Richard Bleier",7803,542947
2021,"Zach Plesac","CLE",142.2,0.27352085,0.71550256,0.50884354,0.59219858,0.84047619,0.77807487,0.5324263,23.27169811,"Zach Plesac",19979,668676
2021,"Aaron Sanchez","SFG",35.1,0.2173913,0.63513514,0.42521008,0.66153846,0.87234043,0.81818182,0.49747899,23.27083333,"Aaron Sanchez",11490,592717
2022,"Matt Bush","- - -",59.2,0.27380952,0.61270492,0.45594714,0.49565217,0.81605351,0.72705314,0.53744493,23.27010622,"Matt Bush",1246,456713
2022,"Hayden Wesneski","CHC",33,0.28571429,0.69741697,0.51111111,0.59375,0.83068783,0.77075099,0.54747475,23.26610644,"Hayden Wesneski",27581,669713
2021,"Jordan Lyles","TEX",180,0.27986577,0.6797829,0.47874494,0.58273381,0.86227545,0.78012685,0.49730094,23.25542725,"Jordan Lyles",7593,543475
2022,"Taylor Hearn","TEX",100,0.26760563,0.67272727,0.47957471,0.61403509,0.85850556,0.79346558,0.52322328,23.2532124,"Taylor Hearn",18325,621368
2022,"Aaron Sanchez","- - -",60,0.28210526,0.63841808,0.47017893,0.67910448,0.89380531,0.83298097,0.527833,23.23255814,"Aaron Sanchez",11490,592717
2021,"Edgar Santana","ATL",42.2,0.29166667,0.68012422,0.49672131,0.51190476,0.84018265,0.74917492,0.52786885,23.23201856,"Edgar Santana",17355,650828
2021,"Tyler Chatwood","- - -",32,0.25892857,0.60784314,0.40947547,0.45977011,0.86451613,0.71900826,0.43147208,23.22883295,"Tyler Chatwood",4338,543022
2022,"MacKenzie Gore","SDP",70,0.27099842,0.65384615,0.46135458,0.57894737,0.85539216,0.77374784,0.49721116,23.22257721,"MacKenzie Gore",22201,669022
2022,"Bruce Zimmermann","BAL",73.2,0.31406551,0.66448445,0.50353982,0.67484663,0.87931034,0.82073814,0.54070796,23.21517413,"Bruce Zimmermann",20370,669145
2022,"Brock Burke","TEX",82.1,0.26687117,0.65339233,0.46390977,0.63218391,0.81038375,0.76012966,0.50977444,23.19536757,"Brock Burke",17968,656271
2021,"Zack Littell","SFG",61.2,0.28361345,0.73500967,0.51863041,0.54814815,0.80526316,0.73786408,0.52064451,23.1888587,"Zack Littell",15823,641793
2021,"Vladimir Gutierrez","CIN",114,0.25110132,0.66088841,0.4576734,0.60526316,0.85737705,0.78878282,0.50409612,23.17642586,"Vladimir Gutierrez",19278,661269
2021,"Edwin Díaz","NYM",62.2,0.29327902,0.69685039,0.4984985,0.40277778,0.77683616,0.6686747,0.50850851,23.1627907,"Edwin Diaz",14710,621242
2022,"Jake Woodford","STL",48.1,0.25925926,0.70509383,0.49784792,0.70238095,0.87452471,0.83285303,0.53515065,23.16039604,"Jake Woodford",18674,663765
2021,"Michael Fulmer","DET",69.2,0.29411765,0.69808028,0.48945148,0.49444444,0.83,0.72586207,0.4835443,23.15711009,"Michael Fulmer",13218,605242
2022,"Kris Bubic","KCR",129,0.24722222,0.67005076,0.46816976,0.60299625,0.87626263,0.80736544,0.52254642,23.14234017,"Kris Bubic",21455,663460
2021,"Madison Bumgarner","ARI",146.1,0.25981873,0.6594927,0.48648649,0.60852713,0.86013986,0.80197133,0.56713165,23.1398685,"Madison Bumgarner",5524,518516
2022,"Erick Fedde","WSN",127,0.22035324,0.62632006,0.4268595,0.63740458,0.89364462,0.8286544,0.50867769,23.13253012,"Erick Fedde",17425,607200
2021,"Tanner Scott","BAL",54,0.27031802,0.63519313,0.43507752,0.28104575,0.83108108,0.64365256,0.45155039,23.12564103,"Tanner Scott",17586,656945
2022,"Patrick Corbin","WSN",152.2,0.29711246,0.64827586,0.47195727,0.63682864,0.88297872,0.80517381,0.49790156,23.12341772,"Patrick Corbin",9323,571578
2021,"Bruce Zimmermann","BAL",64.1,0.27224199,0.65930018,0.46244344,0.58169935,0.84636872,0.76712329,0.49140271,23.11916462,"Bruce Zimmermann",20370,669145
2022,"Cristian Javier","HOU",148.2,0.29669485,0.69353551,0.49138606,0.5492228,0.79401611,0.7187251,0.49060298,23.11770727,"Cristian Javier",17606,664299
2022,"Jose Quintana","- - -",165.2,0.32767624,0.66862416,0.47687225,0.60956175,0.88331242,0.77752117,0.43759178,23.11286348,"Jose Quintana",11423,500779
2021,"Duane Underwood Jr.","PIT",72.2,0.23809524,0.64262295,0.44774851,0.54814815,0.85459184,0.77609108,0.51826678,23.11230585,"Duane Underwood Jr.",14677,621249
2021,"Josh Tomlin","ATL",49.1,0.36341463,0.72110553,0.53960396,0.62416107,0.85714286,0.77752294,0.49257426,23.10273973,"Josh Tomlin",9388,458708
2021,"Spencer Howard","- - -",49.2,0.22425629,0.64128257,0.4465812,0.64285714,0.8,0.76315789,0.53311966,23.10071942,"Spencer Howard",23252,675921
2021,"Trevor Rogers","MIA",133,0.3011583,0.66284201,0.4900876,0.50961538,0.79627164,0.71213547,0.52236053,23.100625,"Trevor Rogers",22286,669432
2021,"Tyler Mahle","CIN",180,0.256875,0.64473684,0.4505632,0.57177616,0.81632653,0.74652778,0.49937422,23.0919967,"Tyler Mahle",16358,641816
2021,"Chad Kuhl","PIT",80.1,0.21428571,0.62680115,0.41364903,0.49685535,0.82528736,0.73737374,0.48328691,23.09125118,"Chad Kuhl",14975,641771
2022,"Daniel Norris","- - -",58.2,0.27458256,0.60638298,0.42913776,0.44594595,0.82105263,0.69284065,0.46580773,23.08753316,"Daniel Norris",13475,596057
2022,"Joe Musgrove","SDP",181,0.30809595,0.60333333,0.46436133,0.52068127,0.8718232,0.76215805,0.52928723,23.07480695,"Joe Musgrove",12970,605397
2021,"Drew Rasmussen","- - -",76,0.26619965,0.65451664,0.47004992,0.59210526,0.82808717,0.76460177,0.5249584,23.0741573,"Drew Rasmussen",25385,656876
