Season,Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
2021,"Bryse Wilson","- - -",74,0.44454225,,,,,0.19190141,0.05017606,0.1153169,,,0.19806338,,,,"Bryse Wilson",19990,669060
2021,"Tyler Wells","BAL",57,0.58612975,,0.26957494,,,,,0.04026846,,,0.10402685,,,,"Tyler Wells",20000,669330
2021,"Bailey Falter","PHI",33.2,0.13224638,,,,,0.54891304,0.23369565,0.02717391,,,0.05797101,,,,"Bailey Falter",20070,663559
2021,"Chris Paddack","SDP",108.1,0.61476726,,,,,,,0.12306046,,,0.26217228,,,,"Chris Paddack",20099,663978
2021,"James Karinchak","CLE",55.1,0.6770428,,,,,,,0.3229572,,,,,,,"James Karinchak",20151,675916
2021,"Kyle Muller","ATL",36.2,0.41358936,,,,,0.01033973,0.35007386,0.20679468,,,0.01920236,,,,"Kyle Muller",20167,666205
2021,"Zach Pop","MIA",54.2,0.01388889,,0.00320513,,,0.66346154,0.31944444,,,,,,,,"Zach Pop",20185,647315
2021,"Garrett Whitlock","BOS",73.1,0.08695652,,0.00695652,,,0.54173913,0.15826087,,,,0.20608696,,,,"Garrett Whitlock",20191,676477
2021,"Ben Bowden","COL",35.2,0.70919881,,,,,,0.10534125,,,,0.18545994,,,,"Ben Bowden",20198,641386
2021,"Eli Morgan","CLE",89.1,0.48727016,,0.00919378,,,,0.23479491,0.03748232,,,0.23125884,,,,"Eli Morgan",20203,669212
2021,"Griffin Jax","MIN",82,0.44117647,,0.00143472,,,0.00143472,0.31133429,0.11621234,,,0.12840746,,,,"Griffin Jax",20253,643377
2021,"David Peterson","NYM",66.2,0.29500891,,,,,0.29144385,0.23351159,0.01693405,,,0.1631016,,,,"David Peterson",20302,656849
2021,"Matt Peacock","ARI",86.1,0.00300978,,0.00075245,,,0.67870579,0.24379233,,0.00150489,,0.07223476,,,,"Matt Peacock",20339,676840
2021,"Brusdar Graterol","LAD",33.1,0.02294455,,0.07456979,,,0.58891013,0.31357553,,,,,,,,"Brusdar Graterol",20367,660813
2021,"Matt Manning","DET",85.1,0.41238564,,,0.00281492,,0.19563688,0.1513019,0.11330049,,,0.12456017,,,,"Matt Manning",20369,666159
2021,"Bruce Zimmermann","BAL",64.1,0.41176471,,,,,0.01085973,0.19547511,0.1239819,,,0.25791855,,,,"Bruce Zimmermann",20370,669145
2021,"Anthony Kay","TOR",33.2,0.58397535,,0.10785824,,,,0.08936826,0.10477658,,,0.11402157,,,,"Anthony Kay",20387,641743
2021,"Josh Fleming","TBR",104.1,0.00491099,,0.27010436,,,0.45733579,,0.04726826,,,0.2203806,,,,"Josh Fleming",20418,676596
2021,"Huascar Ynoa","ATL",91,0.44062078,,,,,0.01012146,0.48245614,,,,0.06680162,,,,"Huascar Ynoa",20468,660623
2021,"Casey Mize","DET",150.1,0.2969877,,,0.13237166,,0.22274077,0.28128978,,0.0666101,,,,,,"Casey Mize",20492,663554
2021,"Nick Sandlin","CLE",33.2,0.1530782,,,0.02163062,,0.36106489,0.46422629,,,,,,,,"Nick Sandlin",20517,680704
2021,"J.C. Mejía","CLE",52.1,0.16293279,,,,,0.41955193,0.23727088,0.06517312,,,0.11507128,,,,"J.C. Mejia",20617,650496
2021,"Jordan Holloway","MIA",36,0.33433735,,,,,0.12198795,0.4126506,,0.10391566,,0.02710843,,,,"Jordan Holloway",20631,656548
2021,"Yusei Kikuchi","SEA",157,0.35650137,,0.33736822,,,,0.19133151,0.00585709,,,0.10894182,,,,"Yusei Kikuchi",20633,579328
2021,"Emmanuel Clase","CLE",69.2,0.0094697,,0.69223485,,,,0.29829545,,,,,,,,"Emmanuel Clase",21032,661403
2021,"Humberto Castellanos","ARI",45.2,0.22176309,,,,,0.34022039,0.0661157,0.26170799,,,0.11019284,,,,"Humberto Castellanos",21183,528748
2021,"Connor Brogdon","PHI",57.2,0.44853738,,0.19176598,,,0.00325027,,,,,0.35644637,,,,"Connor Brogdon",21205,641401
2021,"Bailey Ober","MIN",92.1,0.5799458,,0.00067751,,,,0.18360434,0.10569106,,,0.1300813,,,,"Bailey Ober",21224,641927
2021,"Lucas Gilbreath","COL",42.2,0.63064295,,,0.01641587,,,0.35294118,,,,,,,,"Lucas Gilbreath",21290,656458
2021,"Tylor Megill","NYM",89.2,0.57593308,,,,,,0.18661519,0.02831403,,,0.20913771,,,,"Tylor Megill",21318,656731
2021,"Kris Bubic","KCR",130,0.5195277,,,,,,,0.17347866,,,0.30699364,,,,"Kris Bubic",21455,663460
2021,"Shane McClanahan","TBR",123.1,0.40890481,,,,,,0.34135107,0.16939611,,,0.080348,,,,"Shane McClanahan",21483,663556
2021,"Daniel Lynch IV","KCR",68,0.4057508,,,,,0.11900958,0.28674121,,0.02715655,,0.16134185,,,,"Daniel Lynch IV",21537,663738
2021,"Jackson Kowar","KCR",30.1,0.55309033,,,,,,0.12995246,0.01267829,,,0.30427892,,,,"Jackson Kowar",21549,663804
2021,"Jake Cousins","MIL",30,0.00562852,,,,,0.37148218,0.6097561,,,,0.01313321,,,,"Jake Cousins",21620,664776
2021,"Braxton Garrett","MIA",34,0.34768212,,,,,0.14238411,0.21688742,0.17384106,,,0.1192053,,,,"Braxton Garrett",21844,666129
2021,"John King","TEX",46,0.00143678,,0.08045977,,,0.56896552,0.15086207,,,,0.19827586,,,,"John King",22051,667463
2021,"Max Kranick","PIT",38.2,0.4851632,,,,,,0.3189911,0.12166172,,,0.07418398,,,,"Max Kranick",22175,668820
2021,"Logan Gilbert","SEA",119.1,0.60894118,,0.00564706,0.01364706,,0.00611765,0.22541176,0.00894118,0.06305882,,0.06823529,,,,"Logan Gilbert",22250,669302
2021,"Tarik Skubal","DET",149.1,0.42834707,,0.00274833,0.02316451,,0.12917157,0.2281115,,0.06870828,,0.11974872,,,,"Tarik Skubal",22267,669373
2021,"Trevor Rogers","MIA",133,0.57676349,,,,,0.00046104,0.14891655,,,,0.27385892,,,,"Trevor Rogers",22286,669432
2021,"Johan Oviedo","STL",62.1,0.51289134,,,,,,0.25598527,0.12338858,,,0.10773481,,,,"Johan Oviedo",22487,670912
2021,"Carlos Hernández","KCR",85.2,0.55788006,,,0.09414226,,,0.16248257,,0.18549512,,,,,,"Carlos Hernandez",22713,672578
2021,"Luis Patiño","TBR",77.1,0.60586081,,,,,0.03150183,0.26446886,0.04835165,,,0.04981685,,,,"Luis Patino",22815,672715
2021,"Spencer Howard","- - -",49.2,0.59401709,,0.12179487,,,0.04273504,0.06837607,0.08333333,,,0.08974359,,,,"Spencer Howard",23252,675921
2021,"Codi Heuer","- - -",67.1,0.56148713,,,,,,0.23164919,,,,0.20686368,,,,"Codi Heuer",23293,676051
2021,"Aaron Ashby","MIL",31.2,0.02985075,,,,,0.33022388,0.38619403,0.0391791,,,0.21455224,,,,"Aaron Ashby",23550,676879
2021,"Brett de Geus","- - -",50,0.00548847,,0.24807903,,,0.55104281,,,0.1909989,,0.00439078,,,,"Brett de Geus",23592,676969
2021,"Luis Garcia","HOU",155.1,0.44684253,,0.22422062,,,,0.12509992,0.09352518,,,0.11031175,,,,"Luis Garcia",23735,677651
2021,"Ryan Weathers","SDP",94.2,0.55844156,,,,,0.06060606,0.30117502,,,,0.07977737,,,,"Ryan Weathers",23796,677960
2021,"Randy Dobnak","MIN",50.2,0.00784314,,,,,0.5869281,0.33202614,,,,0.07320261,,,,"Randy Dobnak",23798,677976
2021,"Josiah Gray","- - -",70.2,0.51607585,,,,,,0.19950536,0.2514427,,,0.03297609,,,,"Josiah Gray",24580,680686
2021,"Alex Vesia","LAD",40,0.72061069,,,,,,0.17557252,,,,0.10381679,,,,"Alex Vesia",25007,681911
2021,"Brady Singer","KCR",128.1,0.00306614,,,,,0.57731056,0.38107753,,,,0.03854577,,,,"Brady Singer",25377,663903
2021,"Sam Long","SFG",40.2,0.42213115,,,,,0.00956284,0.02185792,0.34153005,,,0.20491803,,,,"Sam Long",25379,669674
2021,"Drew Rasmussen","- - -",76,0.64309484,,0.03244592,,,0.00748752,0.26705491,0.0266223,,,0.02329451,,,,"Drew Rasmussen",25385,656876
2021,"Alek Manoah","TOR",111.2,0.36151762,,,,,0.26937669,0.27750678,,,,0.09159892,,,,"Alek Manoah",26410,666201
2021,"Kwang Hyun Kim","STL",106.2,0.40975336,,,,,0.00784753,0.37612108,0.08856502,,,0.117713,,,,"Kwang Hyun Kim",27458,547942
2021,"Garrett Crochet","CHW",54.1,0.64043716,,0.00546448,,,,0.27540984,,,,0.07868852,,,,"Garrett Crochet",27463,676979
2021,"Kohei Arihara","TEX",40.2,0.30316092,,0.12787356,0.07471264,,0.15948276,0.17528736,0.02442529,,,0.13505747,,,,"Kohei Arihara",27505,685503
2021,"Hyeon-Jong Yang","TEX",35.1,0.45777027,,,,,,0.22972973,0.03885135,,,0.27364865,,,,"Hyeon-Jong Yang",27513,660365
2021,"Hirokazu Sawamura","BOS",53,0.45483528,,,0.39319872,,,0.15196599,,,,,,,,"Hirokazu Sawamura",27515,617228
2022,"Matt Bush","- - -",59.2,0.48237885,,0.16189427,,,0.00330396,,0.35242291,,,,,,,"Matt Bush",1246,456713
2022,"Adam Ottavino","NYM",65.2,0.12181303,,0.05193579,,,0.32577904,0.42965061,,,,0.07082153,,,,"Adam Ottavino",1247,493603
2022,"Matt Moore","TEX",74,0.44951923,,,,,,,,0.38221154,,0.16826923,,,,"Matt Moore",1890,519043
2022,"Zack Greinke","KCR",137,0.38292254,,0.15272887,,,0.02244718,0.07394366,0.20334507,,,0.16461268,,,,"Zack Greinke",1943,425844
2022,"Clayton Kershaw","LAD",126.1,0.39956569,,,,,0.00434311,0.4267101,0.16340934,,,0.00597177,,,,"Clayton Kershaw",2036,477132
2022,"Adam Wainwright","STL",191.2,0.09352059,,0.25023939,,,0.2780083,0.00095755,0.30641558,0.01053304,,0.06032557,,,,"Adam Wainwright",2233,425794
2022,"Corey Kluber","TBR",164,0.01466993,,0.34189079,,,0.26813366,,0.27261614,,,0.10268949,,,,"Corey Kluber",2429,446372
2022,"Lance Lynn","CHW",121.2,0.45944609,,0.2586548,,,0.13155292,0.02670623,0.08605341,,,0.03758655,,,,"Lance Lynn",2520,458681
2022,"Jhoulys Chacín","COL",47.1,0.08778626,,,,,0.35750636,0.28117048,0.24681934,,,0.02671756,,,,"Jhoulys Chacin",2608,468504
2022,"Kenley Jansen","ATL",64,,,0.65234765,,,0.21678322,0.13086913,,,,,,,,"Kenley Jansen",3096,445276
2022,"Max Scherzer","NYM",145.1,0.45404157,,0.09515012,,,,0.23279446,0.09237875,,,0.1256351,,,,"Max Scherzer",3137,453286
2022,"David Price","LAD",40.1,0.42114094,,0.17785235,,,0.25167785,,,0.04194631,,0.10738255,,,,"David Price",3184,456034
2022,"T.J. McFarland","STL",32.2,,,,,,0.62833676,0.15195072,,,,0.21971253,,,,"T.J. McFarland",3237,519008
2022,"Aníbal Sánchez","WSN",69.1,0.16801948,,0.27272727,,,0.19074675,0.05681818,0.05600649,,,0.25568182,,,,"Anibal Sanchez",3284,434671
2022,"Liam Hendriks","CHW",57.2,0.60548523,,,,,,0.28902954,0.10548523,,,,,,,"Liam Hendriks",3548,521230
2022,"Mark Melancon","ARI",56,0.03047404,,0.6275395,0.02370203,,,0.01805869,,0.30022573,,,,,,"Mark Melancon",4264,453343
2022,"Charlie Morton","ATL",172,0.33586469,,0.09354505,,,0.10459096,,0.38039351,,,0.0856058,,,,"Charlie Morton",4676,450203
2022,"Rich Hill","BOS",124.1,0.35577889,,0.12914573,,,0.00150754,0.10603015,0.35577889,0.00954774,,0.04221106,,,,"Rich Hill",4806,448179
2022,"Jake Diekman","- - -",57.2,0.44197952,,,,,0.19539249,0.35068259,,,,0.01194539,,,,"Jake Diekman",5003,518617
2022,"Jeurys Familia","- - -",44.1,0.24357405,,,0.14443084,,0.46389229,0.14810282,,,,,,,,"Jeurys Familia",5114,544727
2022,"Manny Bañuelos","- - -",41,0.2005571,,,,,0.21309192,0.15877437,0.32729805,,,0.10027855,,,,"Manny Banuelos",5365,544365
2022,"Michael Pineda","DET",46.2,0.59233926,,,,,,0.21477428,,,,0.19288646,,,,"Michael Pineda",5372,501381
2022,"Jesse Chavez","- - -",69.1,0.00910596,,0.58278146,,,0.26241722,,0.01738411,,,0.12831126,,,,"Jesse Chavez",5448,445926
2022,"Madison Bumgarner","ARI",158.2,0.31970534,,0.36316759,,,0.01473297,0.00184162,0.18747698,,,0.11307551,,,,"Madison Bumgarner",5524,518516
2022,"Ryan Brasier","BOS",62.1,0.44162437,,,,,0.11573604,0.42944162,,,,0.01319797,,,,"Ryan Brasier",5615,518489
2022,"Huascar Brazobán","MIA",32,0.24088748,,0.41838352,,,0.08874802,,,,,0.25198098,,,,"Huascar Brazoban",6107,623211
2022,"David Phelps","TOR",63.2,0.29192007,,0.24674196,,,0.12250217,,,0.26411816,,0.07471764,,,,"David Phelps",6316,475479
2022,"Chris Archer","MIN",102.2,0.35702294,,,,,,0.4432009,0.05260213,,,0.14717403,,,,"Chris Archer",6345,502042
2022,"Jake Odorizzi","- - -",106.1,0.51167964,,0.21190211,0.16629588,,,0.07174638,0.03837597,,,,,,,"Jake Odorizzi",6397,543606
2022,"Steve Cishek","WSN",66.1,0.2893617,,,,,0.33531915,0.37106383,,,,0.00425532,,,,"Steve Cishek",6483,518553
2022,"Alex Cobb","SFG",149.2,0.00206782,,,0.42514475,,0.41935484,0.00041356,,0.15301902,,,,,,"Alex Cobb",6562,502171
2022,"Carlos Carrasco","NYM",152,0.35477178,,,,,0.11327801,0.24481328,0.04107884,,,0.24605809,,,,"Carlos Carrasco",6632,471911
2022,"Craig Kimbrel","LAD",60,0.68523677,,,,,,,,0.31476323,,,,,,"Craig Kimbrel",6655,518886
2022,"Alex Colomé","COL",47,0.15586035,,0.84413965,,,,,,,,,,,,"Alex Colome",6661,517008
2022,"Johnny Cueto","CHW",158.1,0.19814503,,0.19772344,,,0.23229342,0.16441821,0.00632378,,,0.20109612,,,,"Johnny Cueto",6893,456501
2022,"Martín Pérez","TEX",196.1,0.0795569,,0.24303458,,,0.35213159,0.01409869,0.03491104,,,0.2762672,,,,"Martin Perez",6902,527048
2022,"Luis García","SDP",61,0.02070393,,,0.12939959,,0.52898551,0.32091097,,,,,,,,"Luis Garcia",6984,472610
2022,"Ian Kennedy","ARI",50.1,0.81300813,,0.02090592,0.09756098,,,0.0174216,,0.04065041,,0.01045296,,,,"Ian Kennedy",6986,453178
2022,"Ryan Pressly","HOU",48.1,0.32485876,,,,,,0.36864407,0.27118644,,,0.03531073,,,,"Ryan Pressly",7005,519151
2022,"Daniel Bard","COL",60.1,0.02518363,,,,,0.52360965,0.42497377,0.00209864,,,0.02413431,,,,"Daniel Bard",7115,453268
2022,"Craig Stammen","SDP",40.2,0.00570613,,0.2211127,,,0.53922967,0.12553495,,0.08131241,,0.02710414,,,,"Craig Stammen",7274,489334
2022,"Collin McHugh","ATL",69.1,0.00828729,,0.47513812,,,,0.4825046,0.02394107,0.01012891,,,,,,"Collin McHugh",7531,543521
2022,"Jake McGee","- - -",37,0.82829889,,,,,,0.17170111,,,,,,,,"Jake McGee",7550,459429
2022,"Jordan Lyles","BAL",179,0.31760375,,0.02643909,,,0.17570281,0.23962517,0.13386881,,,0.10676037,,,,"Jordan Lyles",7593,543475
2022,"Wily Peralta","DET",38.1,0.27363897,,0.00573066,0.20630372,,0.21776504,0.2965616,,,,,,,,"Wily Peralta",7738,503449
2022,"Richard Bleier","MIA",50.2,0.05729167,,0.22916667,0.00130208,,0.48567708,0.15755208,,,,0.06901042,,,,"Richard Bleier",7803,542947
2022,"Hunter Strickland","CIN",62.1,0.50924214,,0.00184843,,,0.0702403,0.38817006,,,,0.03049908,,,,"Hunter Strickland",7836,519326
2022,"Anthony Bass","- - -",70.1,0.10040568,,,0.03955375,,0.30223124,0.55780933,,,,,,,,"Anthony Bass",7982,542914
2022,"Will Smith","- - -",59,0.40304569,,,,,0.0142132,0.4822335,0.09137056,,,0.00913706,,,,"Will Smith",8048,519293
2022,"Bryan Shaw","CLE",58.1,,,0.76160991,0.00412797,,0.06088751,0.06088751,0.08359133,,,0.02889577,,,,"Bryan Shaw",8110,543766
2022,"David Robertson","- - -",63.2,,,0.50897073,,,,0.22285175,,0.26817753,,,,,,"David Robertson",8241,502085
2022,"Paolo Espino","WSN",113.1,0.47997864,,,,,,0.21409503,0.25894287,,,0.04698345,,,,"Paolo Espino",8246,502179
2022,"Lucas Luetge","NYY",57.1,0.00411946,,0.54170958,,,,0.31204943,0.14212152,,,,,,,"Lucas Luetge",8337,476595
2022,"Justin Verlander","HOU",175,0.5044112,,,,,,0.283084,0.18833909,,,0.02416571,,,,"Justin Verlander",8700,434378
2022,"Wade Miley","CHC",37,0.14134276,,0.42579505,,,0.02650177,0.06537102,0.02826855,,,0.31272085,,,,"Wade Miley",8779,489119
2022,"Brad Hand","PHI",45,0.28186275,,,,,0.19730392,0.52083333,,,,,,,,"Brad Hand",9111,543272
2022,"Nathan Eovaldi","BOS",109.1,0.38355377,,0.10063255,0.20874066,,,0.12190914,0.18516389,,,,,,,"Nathan Eovaldi",9132,543135
2022,"Patrick Corbin","WSN",152.2,0.16940099,,,,,0.45402518,0.29339947,0.00038153,,,0.08279283,,,,"Patrick Corbin",9323,571578
2022,"Dallas Keuchel","- - -",60.2,0.06437768,,0.1527897,,,0.44034335,0.07982833,,,,0.26266094,,,,"Dallas Keuchel",9434,572971
2022,"Joe Kelly","CHW",37,0.06827881,,,,,0.32716927,0.16073969,,0.35846373,,0.08534851,,,,"Joe Kelly",9761,523260
2022,"Garrett Richards","TEX",42.2,0.24858757,,,,,0.00423729,0.37711864,0.02259887,,,0.34745763,,,,"Garrett Richards",9784,572070
2022,"Miles Mikolas","STL",202.1,0.2731599,,,,,0.22239848,0.25380711,0.20843909,0.00285533,,0.0393401,,,,"Miles Mikolas",9803,571945
2022,"Mike Minor","CIN",98,0.41371429,,,,,0.00228571,0.24857143,,0.104,,0.23142857,,,,"Mike Minor",10021,501985
2022,"Tyler Matzek","ATL",43.2,0.76183844,,0.00139276,,,0.00417827,0.23119777,0.00139276,,,,,,,"Tyler Matzek",10058,554431
2022,"Brooks Raley","TBR",53.2,0.00472255,,0.19126328,,,0.22550177,0.38252656,,,,0.19598583,,,,"Brooks Raley",10061,548384
2022,"Caleb Thielbar","MIN",59.1,0.4939759,,,,,,0.24899598,0.24698795,,,0.01004016,,,,"Caleb Thielbar",10078,573204
2022,"Kyle Gibson","PHI",167.2,0.11938664,,0.21540708,,,0.2807594,0.20700986,0.06973348,,,0.10770354,,,,"Kyle Gibson",10123,502043
2022,"Brad Boxberger","MIL",64,0.54954128,,,,,,0.22477064,,,,0.22568807,,,,"Brad Boxberger",10133,502202
2022,"Aroldis Chapman","NYY",36.1,0.55522828,,,0.14874816,,0.05007364,0.24594993,,,,,,,,"Aroldis Chapman",10233,547973
2022,"Ryan Tepera","LAA",57.1,0.3161435,,,,,0.16704036,0.42040359,0.00784753,,,0.08856502,,,,"Ryan Tepera",10291,572193
2022,"Zack Wheeler","PHI",153,0.42324003,,0.2519084,,,0.17090755,0.01696353,0.11916879,,,0.0178117,,,,"Zack Wheeler",10310,554430
2022,"Erasmo Ramírez","WSN",86.1,0.04582651,,0.45826514,,,0.39361702,0.00163666,0.06628478,,,0.03436989,,,,"Erasmo Ramirez",10314,541640
2022,"Aaron Loup","LAA",58.2,0.0041365,,0.3598759,,,0.48293692,,0.02792141,,,0.12512927,,,,"Aaron Loup",10343,571901
2022,"Mychal Givens","- - -",61.1,0.51518119,,,,,,0.29774731,,,,0.1870715,,,,"Mychal Givens",10430,571710
2022,"Andrew Bellatti","PHI",54.1,0.40434333,,,,,,0.52223371,,0.00206825,,0.07135471,,,,"Andrew Bellatti",10657,571479
2022,"Drew Hutchison","DET",105.1,0.4115975,,,,,0.11483798,0.37123366,,,,0.10233087,,,,"Drew Hutchison",10732,571800
2022,"Jacob deGrom","NYM",64.1,0.47446809,,,,,,0.39255319,0.05106383,,,0.08191489,,,,"Jacob deGrom",10954,594798
2022,"Merrill Kelly","ARI",200.1,0.30804298,,0.16704656,,,0.17518724,0.00195376,0.13480951,,,0.21295995,,,,"Merrill Kelly",11156,518876
2022,"Vince Velasquez","CHW",75.1,0.44418423,,,,,0.07650273,0.22638564,0.00078064,0.16627635,,0.08587041,,,,"Vince Velasquez",11189,592826
2022,"Jose Quintana","- - -",165.2,0.36013216,,,,,0.16372981,,0.28120411,,,0.19493392,,,,"Jose Quintana",11423,500779
2022,"Robbie Ray","SEA",189,0.39284542,,,,,0.20905809,0.37216935,,0.01903512,,0.00689202,,,,"Robbie Ray",11486,592662
2022,"Joely Rodríguez","NYM",50.1,0.05938242,,,,,0.49406176,0.05819477,,,,0.38836105,,,,"Joely Rodriguez",11487,570257
2022,"Aaron Sanchez","- - -",60,0.19582505,,,,,0.41252485,,0.28429423,,,0.10735586,,,,"Aaron Sanchez",11490,592717
2022,"José Ureña","- - -",97,0.07953144,,,,,0.51479655,0.24537608,,,,0.16029593,,,,"Jose Urena",11589,570632
2022,"Jameson Taillon","NYY",177.1,0.35558729,,0.11317387,,,0.11031774,0.18814709,0.14780436,,,0.08496965,,,,"Jameson Taillon",11674,592791
2022,"Drew Smyly","CHC",106.1,,,0.19733024,,,0.369704,,,0.42948346,,0.0034823,,,,"Drew Smyly",11760,592767
2022,"Noah Syndergaard","- - -",134.2,0.14856861,,0.01628825,0.00098717,,0.32033564,0.17374136,0.14264561,,,0.19743337,,,,"Noah Syndergaard",11762,592789
2022,"Héctor Neris","HOU",65.1,0.40850643,,,0.30860534,,0.21661721,0.06627102,,,,,,,,"Hector Neris",11804,593576
2022,"Taijuan Walker","NYM",157.1,0.29771909,,0.06802721,0.27571028,,0.11044418,0.16126451,0.08683473,,,,,,,"Taijuan Walker",11836,592836
2022,"Chris Martin","- - -",56,0.43057176,,0.31738623,0.09218203,,0.08284714,0.03967328,0.03733956,,,,,,,"Chris Martin",11847,455119
2022,"Jason Adam","TBR",63.1,0.32059448,,,,,,0.35774947,,,,0.32165605,,,,"Jason Adam",11861,592094
2022,"Kyle Hendricks","CHC",84.1,0.2657758,,,,,0.30883445,,0.11878248,,,0.30660728,,,,"Kyle Hendricks",12049,543294
2022,"Yimi García","TOR",61,0.4427334,,,,,0.14051973,0.17516843,0.16843118,,,0.07314726,,,,"Yimi Garcia",12095,554340
2022,"Chris Bassitt","NYM",181.2,0.13097713,,0.17255717,,,0.33471933,0.16216216,0.13894664,,,0.06063756,,,,"Chris Bassitt",12304,605135
2022,"Seth Lugo","NYM",65,0.28822984,,,,,0.21964782,0.13531047,0.34012975,,,0.01668211,,,,"Seth Lugo",12447,607625
2022,"Adrian Houser","MIL",102.2,0.17634292,,,,,0.47856755,0.13293543,0.11774281,,,0.09441129,,,,"Adrian Houser",12718,605288
2022,"Nick Martinez","SDP",106.1,0.2622093,,0.17732558,,,0.14651163,,0.15872093,,,0.25523256,,,,"Nick Martinez",12730,607259
2022,"Rafael Montero","HOU",68.1,0.45654163,,,,,0.22781336,0.12168344,,,,0.19396157,,,,"Rafael Montero",12760,606160
2022,"Sonny Gray","MIN",119.2,0.28265525,,0.00053533,,,0.25856531,0.2012848,0.24357602,0.00321199,,0.01017131,,,,"Sonny Gray",12768,543243
2022,"John Brebbia","SFG",68,0.46027397,,,,,0.00091324,0.53881279,,,,,,,,"John Brebbia",12777,605154
2022,"Noé Ramirez","ARI",50,0.38151659,,,,,,,0.31161137,,,0.30687204,,,,"Noe Ramirez",12800,598287
2022,"Matt Wisler","TBR",44,0.08544726,,,,,,0.91321762,,,,0.00133511,,,,"Matt Wisler",12804,605538
2022,"Mike Clevinger","SDP",114.1,0.36812046,,0.14641745,,,0.14849429,0.20612669,0.0337487,,,0.09709242,,,,"Mike Clevinger",12808,605182
2022,"Shawn Armstrong","- - -",61.2,0.28857143,,0.28761905,,,0.3552381,0.06761905,,,,0.00095238,,,,"Shawn Armstrong",12857,542888
2022,"Matt Barnes","BOS",39.2,0.45887446,,,0.00865801,,,,,0.46753247,,0.06493506,,,,"Matt Barnes",12863,598264
2022,"Tyler Anderson","LAD",178.2,0.38004658,,0.2201087,,,0.07104037,,0.01242236,,,0.31638199,,,,"Tyler Anderson",12880,542881
2022,"Dylan Bundy","MIN",140,0.39678899,,,,,0.07018349,0.23990826,0.1059633,,,0.18715596,,,,"Dylan Bundy",12917,605164
2022,"Joe Musgrove","SDP",181,0.23959068,,0.1947777,,,0.06774876,0.24558927,0.18913197,,,0.06316161,,,,"Joe Musgrove",12970,605397
2022,"Andrew Chafin","DET",57.1,0.28476085,,,,,0.39265851,0.3192436,,,,0.00333704,,,,"Andrew Chafin",12988,605177
2022,"Yu Darvish","SDP",194.2,0.25546954,,0.04308314,0.07438573,,0.0854931,0.4688657,0.04005385,0.03264894,,,,,,"Yu Darvish",13074,506433
2022,"Gerrit Cole","NYY",200.2,0.51863164,,0.06353085,,,,0.22571778,,0.10781918,,0.08430055,,,,"Gerrit Cole",13125,543037
2022,"Eduardo Rodriguez","DET",91,0.35738598,,0.2437032,,,0.19605174,0.04084411,,,,0.16201498,,,,"Eduardo Rodriguez",13164,593958
2022,"Zach Davies","ARI",134.1,0.04668412,,0.05628272,,,0.4960733,0.008726,0.05977312,,,0.33246073,,,,"Zach Davies",13183,605200
2022,"Jordan Weems","WSN",39.2,0.63821138,,,,,,0.24119241,0.02845528,,,0.09214092,,,,"Jordan Weems",13190,607179
2022,"Michael Fulmer","- - -",63.2,0.15627996,,0.63279003,,,0.12943432,,0.021093,,,0.06040268,,,,"Michael Fulmer",13218,605242
2022,"Ross Stripling","TOR",134.1,0.33694048,,,,,0.07525824,0.21938023,,0.09640925,,0.27201181,,,,"Ross Stripling",13273,548389
2022,"Adrian Sampson","CHC",104.1,0.3321492,,0.05328597,,,0.32326821,0.15867377,,,,0.13262285,,,,"Adrian Sampson",13339,592716
2022,"Luis Cessa","CIN",80.2,0.20228385,,,,,0.21941272,0.38907015,,,,0.18923328,,,,"Luis Cessa",13345,570666
2022,"Hoby Milner","MIL",64.2,0.04044118,,,,,0.42922794,0.32720588,,,,0.203125,,,,"Hoby Milner",13346,571948
2022,"Steven Matz","STL",48,,,,,,0.48402367,0.0260355,0.20118343,,,0.2887574,,,,"Steven Matz",13361,571927
2022,"Dylan Floro","MIA",53.2,0.26767092,,,,,0.3626883,0.21900348,,,,0.15063731,,,,"Dylan Floro",13394,571670
2022,"Marcus Stroman","CHC",138.2,0.08482348,,0.10545621,0.11966988,,0.40210912,0.05960569,0.22833563,,,,,,,"Marcus Stroman",13431,573186
2022,"Taylor Rogers","- - -",64.1,0.00184332,,,,,0.42764977,0.57050691,,,,,,,,"Taylor Rogers",13449,573124
2022,"Daniel Norris","- - -",58.2,0.3419227,,,,,0.07829534,0.28444004,0.0148662,,,0.28047572,,,,"Daniel Norris",13475,596057
2022,"Blake Snell","SDP",128,0.55531824,,,,,,0.24305852,0.15121743,,,0.05040581,,,,"Blake Snell",13543,605483
2022,"Steven Okert","MIA",51.1,0.31921488,,,,,,0.68078512,,,,,,,,"Steven Okert",13580,595345
2022,"Robert Stephenson","- - -",58,0.47821351,,,0.00544662,,,0.5043573,0.01089325,,,0.00108932,,,,"Robert Stephenson",13594,596112
2022,"Carl Edwards Jr.","WSN",62,0.66370809,,,,,0.01380671,,0.22583826,,,0.09664694,,,,"Carl Edwards Jr.",13607,605218
2022,"Jakob Junis","SFG",112,0.0083426,,0.0105673,,,0.31590656,0.50444939,,,,0.16073415,,,,"Jakob Junis",13619,596001
