Season,Name,Team,IP,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,NameASCII,PlayerId,MLBAMID
2021,"Alex Lange","DET",35.2,96.36020626081314,,,,,97.0999984741211,85.296875,84.5274757179054,,,88.98040834407216,,,"Alex Lange",19883,656638
2021,"José Suarez","LAA",98.1,92.86334116180981,,,,,91.42362363319697,,78.33273682265026,,,82.29184549356223,,,"Jose Suarez",19911,660761
2021,"Tony Santillan","CIN",43.1,95.03240114350558,,,,,92.5999984741211,85.06478873239436,,,,88.81632403938137,,,"Tony Santillan",19926,663574
2021,"Trevor Stephan","CLE",63.1,96.16684651243094,,,86.91020607461735,,,83.7866686698718,,,,,,,"Trevor Stephan",19932,663986
2021,"Ian Anderson","ATL",128.1,94.58477896341464,,,,,94.13333129882812,,80.6627433959695,,,88.071197688231,,,"Ian Anderson",19951,666120
2021,"Jesús Luzardo","- - -",95.1,95.7082152466674,,,,,95.02168427007484,83.41142877072704,83.36250305175781,,,86.57528721601113,,,"Jesus Luzardo",19959,666200
2021,"Zach Plesac","CLE",142.2,92.76202052038627,,,,,,86.66460650386847,80.17682068133047,,,85.67323434512429,,,"Zach Plesac",19979,668676
2021,"Bryse Wilson","- - -",74,93.04534730816832,,,,,92.66697426892202,86.00702011376096,77.01297859017176,,,86.8395529513889,,,"Bryse Wilson",19990,669060
2021,"Tyler Wells","BAL",57,95.15381977576335,,88.5850622406639,,,,,78.83055284288194,,,88.43441280241936,,,"Tyler Wells",20000,669330
2021,"Bailey Falter","PHI",33.2,91.89041513939426,,,,,91.76270901015883,84.45968982785247,76.1066650390625,,,83.66249656677246,,,"Bailey Falter",20070,663559
2021,"Chris Paddack","SDP",108.1,94.81601528503046,,,,,,,78.70695654827615,,,85.24877705476722,,,"Chris Paddack",20099,663978
2021,"James Karinchak","CLE",55.1,95.88304822198276,,,,,,,83.21987951807229,,,,,,"James Karinchak",20151,675916
2021,"Kyle Muller","ATL",36.2,93.36642848423548,,,,,93.52856881277901,86.58481002356936,80.44571424211775,,,88,,,"Kyle Muller",20167,666205
2021,"Zach Pop","MIA",54.2,94.27692119891827,,90.26666259765625,,,95.42447916666667,85.8297645798495,,,,,,,"Zach Pop",20185,647315
2021,"Garrett Whitlock","BOS",73.1,96.28599609375,,86.1875,,,95.8495999699037,83.6368153331044,,,,83.11054522679325,,,"Garrett Whitlock",20191,676477
2021,"Ben Bowden","COL",35.2,92.43640494246861,,,,,,81.09718172315141,,,,82.3736015625,,,"Ben Bowden",20198,641386
2021,"Eli Morgan","CLE",89.1,90.44847605224963,,86.57692307692308,,,,85.21867352221386,76.26415094339623,,,74.83731125764525,,,"Eli Morgan",20203,669212
2021,"Griffin Jax","MIN",82,92.62878239329268,,92.4000015258789,,,92.94999694824219,83.30138203845046,80.83333333333333,,,86.68212208667947,,,"Griffin Jax",20253,643377
2021,"David Peterson","NYM",66.2,92.65800840256797,,,,,92.40733706039755,82.17022751669847,77.273681640625,,,83.86065573770492,,,"David Peterson",20302,656849
2021,"Matt Peacock","ARI",86.1,92.57499694824219,,90.30000305175781,,,93.36496587444567,87.28086419753086,,80.05000305175781,,86.53958638509114,,,"Matt Peacock",20339,676840
2021,"Brusdar Graterol","LAD",33.1,99.30000305175781,,95.34615384615384,,,99.96201671253552,88.14085611482946,,,,,,,"Brusdar Graterol",20367,660813
2021,"Matt Manning","DET",85.1,93.54692832764505,,,87.75,,93.64532514613309,85.38929869186046,78.63788941187889,,,87.51751191737289,,,"Matt Manning",20369,666159
2021,"Bruce Zimmermann","BAL",64.1,91.43362272493133,,,,,91.24166870117188,85.94444274902344,81.80583803497092,,,84.44350842927632,,,"Bruce Zimmermann",20370,669145
2021,"Anthony Kay","TOR",33.2,94.50659372938654,,88.03857073102678,,,,82.48448444234914,77.79852833467372,,,86.16891891891892,,,"Anthony Kay",20387,641743
2021,"Josh Fleming","TBR",104.1,90.98750305175781,,86.31136363636364,,,91.15436241610739,,78.60259930499188,,,81.79526462395543,,,"Josh Fleming",20418,676596
2021,"Huascar Ynoa","ATL",91,96.48621745788668,,,,,95.57999979654947,85.05398708957058,,,,88.53939788510101,,,"Huascar Ynoa",20468,660623
2021,"Casey Mize","DET",150.1,93.84699776785715,,,85.8474371494391,,93.23962053571428,85.93061840120663,,81.2745198049363,,,,,"Casey Mize",20492,663554
2021,"Nick Sandlin","CLE",33.2,94.39565641983695,,,87.3000018780048,,94.47373631912443,79.31971046146954,,,,,,,"Nick Sandlin",20517,680704
2021,"J.C. Mejía","CLE",52.1,92.96187744140624,,,,,92.58519204148969,82.74978729379023,80.31094074249268,,,87.58760759471792,,,"J.C. Mejia",20617,650496
2021,"Jordan Holloway","MIA",36,95.38153241131756,,,,,95.90123456790124,85.40730140853103,,79.22753552423008,,90.41666666666667,,,"Jordan Holloway",20631,656548
2021,"Yusei Kikuchi","SEA",157,95.12048192771084,,91.33414713541667,,,,82.84714604591836,81.44666341145833,,,86.4362049171147,,,"Yusei Kikuchi",20633,579328
2021,"Emmanuel Clase","CLE",69.2,100.7,,100.22065235978113,,,,91.87936507936507,,,,,,,"Emmanuel Clase",21032,661403
