Season,Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
2021,"Matt Peacock","ARI",86.1,4.947947025299072,,5.339656352996826,,,3.5977929362700944,1.0239142900631752,,-3.5518693923950195,,2.1831169923146567,,,"Matt Peacock",20339,676840
2021,"Brusdar Graterol","LAD",33.1,7.132552305857341,,3.9821390005258412,,,4.388426941710633,2.887698266564346,,,,,,,"Brusdar Graterol",20367,660813
2021,"Matt Manning","DET",85.1,9.796268398037542,,,5.396918296813965,,8.79154869463804,1.4757199309593023,-6.1176325638101705,,,5.972633491128178,,,"Matt Manning",20369,666159
2021,"Bruce Zimmermann","BAL",64.1,9.447652493990384,,,,,9.782519022623697,1.8709834769920066,-3.333267608698267,,,6.152733250668175,,,"Bruce Zimmermann",20370,669145
2021,"Anthony Kay","TOR",33.2,8.903877519995053,,2.5463172367640903,,,,-2.1978526608697297,-5.573864880730124,,,5.667587898872994,,,"Anthony Kay",20387,641743
2021,"Josh Fleming","TBR",104.1,9.00487995147705,,3.839543429287997,,,2.4073487147388843,,-1.1304362656234146,,,0.18707919320024155,,,"Josh Fleming",20418,676596
2021,"Huascar Ynoa","ATL",91,10.03149888416892,,,,,9.632741864522298,-1.9359705178054063,,,,5.883570199060922,,,"Huascar Ynoa",20468,660623
2021,"Casey Mize","DET",150.1,9.064017857142858,,,0.40280963213015825,,5.344906063988096,1.176597629736991,,-5.71023501256469,,,,,"Casey Mize",20492,663554
2021,"Nick Sandlin","CLE",33.2,6.428016994310462,,,-0.5529824036818284,,1.9022467125396025,3.400047384282594,,,,,,,"Nick Sandlin",20517,680704
2021,"J.C. Mejía","CLE",52.1,5.4151898384094235,,,,,1.493647380939965,2.037350044741651,-6.189465701580048,,,2.859499602191216,,,"J.C. Mejia",20617,650496
2021,"Jordan Holloway","MIA",36,10.426810324729026,,,,,8.998510290075231,-0.1197085920041495,,-7.252679354902627,,7.732951905992296,,,"Jordan Holloway",20631,656548
2021,"Yusei Kikuchi","SEA",157,9.519939844605695,,5.645956533926505,,,,-1.1875232930086097,-1.3395367940266927,,,3.531024454315076,,,"Yusei Kikuchi",20633,579328
2021,"Emmanuel Clase","CLE",69.2,8.241155242919922,,6.497992769964091,,,,0.923238021608383,,,,,,,"Emmanuel Clase",21032,661403
2021,"Humberto Castellanos","ARI",45.2,6.904018425793382,,,,,1.8953735104456604,5.194708347320557,-3.265655999434622,,,3.0384542465209963,,,"Humberto Castellanos",21183,528748
2021,"Connor Brogdon","PHI",57.2,9.770021484669856,,7.35802306697867,,,11.545150756835938,,,,,5.53296124536578,,,"Connor Brogdon",21205,641401
2021,"Bailey Ober","MIN",92.1,9.043827805563668,,1.9967979192733765,,,,0.9550908500418012,-6.91932873848157,,,5.084134737650554,,,"Bailey Ober",21224,641927
2021,"Lucas Gilbreath","COL",42.2,8.761261813811263,,,6.7157496611277265,,,-0.9526646063309308,,,,,,,"Lucas Gilbreath",21290,656458
2021,"Tylor Megill","NYM",89.2,9.496536749301676,,,,,,1.9838751431169181,-4.990718841552734,,,5.160948392427884,,,"Tylor Megill",21318,656731
2021,"Kris Bubic","KCR",130,8.904857715526662,,,,,,,-8.421896170571213,,,4.364593415570682,,,"Kris Bubic",21455,663460
2021,"Shane McClanahan","TBR",123.1,9.791364571925845,,,,,,1.59147824769256,-5.598054914676171,,,6.8762961223626595,,,"Shane McClanahan",21483,663556
2021,"Daniel Lynch IV","KCR",68,8.830197311761811,,,,,7.820879430578859,1.1621770407163998,,-2.0700347002814796,,7.1713075543394185,,,"Daniel Lynch IV",21537,663738
2021,"Jackson Kowar","KCR",30.1,8.763596236876568,,,,,,-1.4975240259635738,-6.284071087837219,,,1.9993232289950054,,,"Jackson Kowar",21549,663804
2021,"Jake Cousins","MIL",30,7.015234629313151,,,,,6.355767144097222,0.3206403996394231,,,,2.099802698407854,,,"Jake Cousins",21620,664776
2021,"Braxton Garrett","MIA",34,10.571568225678943,,,,,7.386729395666788,-1.8636285112104343,-6.194818369547526,,,5.829020023345947,,,"Braxton Garrett",21844,666129
2021,"John King","TEX",46,6.39285135269165,,4.648096902029855,,,1.2014191752732402,-1.8991739908854166,,,,3.7665697180706523,,,"John King",22051,667463
2021,"Max Kranick","PIT",38.2,10.084740688312309,,,,,,4.456894417696221,-2.4645140112900155,,,8.444867553710937,,,"Max Kranick",22175,668820
2021,"Logan Gilbert","SEA",119.1,10.601652307525116,,4.559949239095052,1.521448332687904,,10.830562884990986,2.7408697012819676,-1.9217567443847656,-4.647311993499301,,3.0084828343884698,,,"Logan Gilbert",22250,669302
2021,"Tarik Skubal","DET",149.1,9.569910932308375,,10.301368713378906,6.198245290982521,,7.076499869395897,2.629119557891163,,-7.181233760288784,,7.268328157018443,,,"Tarik Skubal",22267,669373
2021,"Trevor Rogers","MIA",133,8.773922268435252,,,,,8.971141815185547,2.2689411175140286,,,,1.1752213500565551,,,"Trevor Rogers",22286,669432
2021,"Johan Oviedo","STL",62.1,6.843331136652126,,,,,,1.597021041370982,-3.758751598756705,,,5.073429009853265,,,"Johan Oviedo",22487,670912
2021,"Carlos Hernández","KCR",85.2,10.072870483398438,,,6.011287434895833,,,0.80252857576624,,-5.300676618303571,,,,,"Carlos Hernandez",22713,672578
2021,"Luis Patiño","TBR",77.1,10.948043140563597,,,,,7.774183228958485,4.171782221490326,-3.0055669148763022,,,7.973356471342199,,,"Luis Patino",22815,672715
2021,"Spencer Howard","- - -",49.2,10.273703376166255,,4.521124482154846,,,7.90668134689331,-0.05479058623313904,-9.652200747758915,,,5.705090659005301,,,"Spencer Howard",23252,675921
2021,"Codi Heuer","- - -",67.1,7.884740754987266,,,,,,3.3661166218573175,,,,5.279545515913019,,,"Codi Heuer",23293,676051
2021,"Aaron Ashby","MIL",31.2,6.50185227394104,,,,,4.349692306949594,-1.7067192925347223,-8.62014407203311,,,1.7212432861328124,,,"Aaron Ashby",23550,676879
2021,"Brett de Geus","- - -",50,3.017558014392853,,3.2653940926610896,,,3.9639023252692356,,,-6.669071416745241,,3.26652193069458,,,"Brett de Geus",23592,676969
2021,"Luis Garcia","HOU",155.1,10.918689461641533,,3.3091866532324046,,,,-1.411468353515235,-6.512658274071848,,,5.909459404323412,,,"Luis Garcia",23735,677651
2021,"Ryan Weathers","SDP",94.2,8.245859072189923,,,,,8.172822271074567,3.304369039359279,,,,6.508127256881359,,,"Ryan Weathers",23796,677960
2021,"Randy Dobnak","MIN",50.2,4.852741082509358,,,,,0.035152845234010695,-0.33024089636765125,,,,2.933056558881487,,,"Randy Dobnak",23798,677976
2021,"Josiah Gray","- - -",70.2,10.246158782666484,,,,,,3.1133581587105743,-1.7409782284595927,,,7.056303715705871,,,"Josiah Gray",24580,680686
2021,"Alex Vesia","LAD",40,11.371147543697035,,,,,,3.110033118206522,,,,6.301161373362822,,,"Alex Vesia",25007,681911
2021,"Brady Singer","KCR",128.1,9.533919198172432,,,,,7.808759721168437,0.6002487708782328,,,,7.438765785910866,,,"Brady Singer",25377,663903
2021,"Sam Long","SFG",40.2,10.580253131952873,,,,,10.610798971993583,5.641515016555786,-7.892219482421875,,,8.282375895182291,,,"Sam Long",25379,669674
2021,"Drew Rasmussen","- - -",76,10.369421402510511,,-0.7613910283797827,,,9.080108642578125,-1.3397462553695727,-6.750602066516876,,,7.18859727042062,,,"Drew Rasmussen",25385,656876
2021,"Alek Manoah","TOR",111.2,9.136317583395803,,,,,5.677599778357646,0.15996123850345612,,,,4.385724129761464,,,"Alek Manoah",26410,666201
2021,"Kwang Hyun Kim","STL",106.2,9.123989788843408,,,,,9.664087568010602,2.5482673247063037,-5.634618010702012,,,7.486814371744791,,,"Kwang Hyun Kim",27458,547942
2021,"Garrett Crochet","CHW",54.1,10.566966190273037,,7.317283630371094,,,,0.8356147039504278,,,,8.224573771158854,,,"Garrett Crochet",27463,676979
2021,"Kohei Arihara","TEX",40.2,9.355417260626481,,5.285006748156601,2.6668099623460035,,6.907820967940597,0.3017629717217117,-6.541771383846507,,,2.34996146344124,,,"Kohei Arihara",27505,685503
2021,"Hyeon-Jong Yang","TEX",35.1,10.35154943712523,,,,,,-0.42136161467608285,-8.544089275857676,,,5.924309812946084,,,"Hyeon-Jong Yang",27513,660365
2021,"Hirokazu Sawamura","BOS",53,9.680926456629672,,,2.616579127956081,,,3.6599646081457604,,,,,,,"Hirokazu Sawamura",27515,617228
2022,"Matt Bush","- - -",59.2,11.159261346407677,,5.766526332517871,,,9.70920467376709,,-5.692536878585815,,,,,,"Matt Bush",1246,456713
2022,"Adam Ottavino","NYM",65.2,8.017219484314438,,3.4240653298117896,,,3.7902538354846014,1.0397652762276786,,,,0.9438858032226562,,,"Adam Ottavino",1247,493603
2022,"Matt Moore","TEX",74,10.693314115418895,,,,,,,,-5.912345838246855,,5.471748279389881,,,"Matt Moore",1890,519043
2022,"Zack Greinke","KCR",137,9.31512942259339,,3.870319465395353,,,6.009589101753983,3.6997535342261907,-6.488177146746483,,,2.6113225763494317,,,"Zack Greinke",1943,425844
2022,"Clayton Kershaw","LAD",126.1,10.876137774923574,,,,,11.467158317565918,4.205026874105439,-8.899344308035714,,,9.281749378551137,,,"Clayton Kershaw",2036,477132
2022,"Adam Wainwright","STL",191.2,8.781411649424061,,3.702734810965402,,,7.262143123026694,-2.4677515029907227,-8.649022420247396,-8.916037819602273,,4.831661163814484,,,"Adam Wainwright",2233,425794
2022,"Corey Kluber","TBR",164,7.990715874565972,,4.742889076933105,,,4.926489183605623,,0.674629382488439,,,3.635336497473338,,,"Corey Kluber",2429,446372
2022,"Lance Lynn","CHW",121.2,7.6005985518702905,,3.1158486944311665,,,3.9793476305509867,0.9988808808503328,-0.7021234008087509,,,3.4868501362047697,,,"Lance Lynn",2520,458681
2022,"Jhoulys Chacín","COL",47.1,7.765053569406703,,,,,5.73898500055605,2.8487120753499715,-0.43309072120902464,,,2.9427708217075894,,,"Jhoulys Chacin",2608,468504
2022,"Kenley Jansen","ATL",64,,,9.801377207360261,,,11.556358231926843,-3.021659093958731,,,,,,,"Kenley Jansen",3096,445276
2022,"Max Scherzer","NYM",145.1,9.469376867688199,,4.869356322057039,,,,2.05999755859375,-5.5358251953125,,,2.378595239975873,,,"Max Scherzer",3137,453286
2022,"David Price","LAD",40.1,7.135886142928287,,4.577079628998378,,,5.969227294921875,,,-1.7119009399414062,,3.7045087814331055,,,"David Price",3184,456034
2022,"T.J. McFarland","STL",32.2,,,,,,0.5182032865636489,-1.7351280418602195,,,,0.4164216228734667,,,"T.J. McFarland",3237,519008
2022,"Aníbal Sánchez","WSN",69.1,9.659104794119868,,7.040380568731399,,,7.831563746675532,2.661376517159598,-1.7163718403249546,,,4.911544363839286,,,"Anibal Sanchez",3284,434671
2022,"Liam Hendriks","CHW",57.2,11.002996039307492,,,,,,2.7384340606466697,-5.43922607421875,,,,,,"Liam Hendriks",3548,521230
2022,"Mark Melancon","ARI",56,7.6574656168619795,,5.895344466614208,6.798044840494792,,,2.1320877075195312,,-7.793155985667293,,,,,"Mark Melancon",4264,453343
2022,"Charlie Morton","ATL",172,7.251308774409044,,2.989504881010724,,,3.0967995420147485,,-5.3752649656873865,,,1.0747176139585433,,,"Charlie Morton",4676,450203
2022,"Rich Hill","BOS",124.1,10.71909414172846,,4.986445920476654,,,7.332682291666667,-0.16611699470411545,-8.286376953125,-6.896234612715872,,3.6464040847051713,,,"Rich Hill",4806,448179
2022,"Jake Diekman","- - -",57.2,7.343006737904199,,,,,4.599122426395333,0.8399707951974985,,,,2.4060931546347484,,,"Jake Diekman",5003,518617
2022,"Jeurys Familia","- - -",44.1,8.008805318094378,,,2.954544713941671,,2.433632118406271,4.174579305097091,,,,,,,"Jeurys Familia",5114,544727
2022,"Manny Bañuelos","- - -",41,7.795533498128255,,,,,4.655720230800654,2.06011972929302,1.1674537009381234,,,3.2567550341288247,,,"Manny Banuelos",5365,544365
2022,"Michael Pineda","DET",46.2,8.386970220482102,,,,,,1.2782752164609872,,,,5.38817753352172,,,"Michael Pineda",5372,501381
2022,"Jesse Chavez","- - -",69.1,6.722971309315074,,7.164962421764027,,,4.113821769738423,,-2.7280421938214983,,,1.0498445818501134,,,"Jesse Chavez",5448,445926
2022,"Madison Bumgarner","ARI",158.2,8.987043108258929,,4.73551795448783,,,7.221075439453125,0.3689897060394287,-1.3650300451252455,,,4.801436532980456,,,"Madison Bumgarner",5524,518516
2022,"Ryan Brasier","BOS",62.1,9.671597746048851,,,,,6.460239343475878,-0.1655334761238549,,,,5.792660639836238,,,"Ryan Brasier",5615,518489
2022,"Huascar Brazobán","MIA",32,8.872302406712583,,4.219172622218276,,,5.666435786655971,,,,,2.59359184601022,,,"Huascar Brazoban",6107,623211
2022,"David Phelps","TOR",63.2,10.600890386672248,,8.283702474244883,,,8.238705330706658,,,-3.9308467664216695,,5.19891787684241,,,"David Phelps",6316,475479
2022,"Chris Archer","MIN",102.2,10.86427924177116,,,,,,2.6910079801925506,-3.2382682637965425,,,5.695292541735979,,,"Chris Archer",6345,502042
2022,"Jake Odorizzi","- - -",106.1,10.067934251868207,,7.11355102218668,4.080700316158027,,,2.1849257003429323,-4.815183335456295,,,,,,"Jake Odorizzi",6397,543606
2022,"Steve Cishek","WSN",66.1,6.025081858915441,,,,,2.459078096496272,-3.472831516090883,,,,0.4997246742248535,,,"Steve Cishek",6483,518553
2022,"Alex Cobb","SFG",149.2,9.17938232421875,,,1.4511263954964129,,5.346355129746056,-3.8633410930633545,,-7.237428077491554,,,,,"Alex Cobb",6562,502171
2022,"Carlos Carrasco","NYM",152,8.188573647660819,,,,,4.58731917496566,1.4855451163599047,-2.698372580788352,,,0.9817385488577677,,,"Carlos Carrasco",6632,471911
2022,"Craig Kimbrel","LAD",60,8.16354709201389,,,,,,,,-3.784324083356379,,,,,"Craig Kimbrel",6655,518886
2022,"Alex Colomé","COL",47,9.615228515625,,4.27603685838257,,,,,,,,,,,"Alex Colome",6661,517008
2022,"Johnny Cueto","CHW",158.1,8.529451280959108,,5.663909391553672,,,5.3856538194493675,3.212083767621945,-0.75666929880778,,,2.4497020249596684,,,"Johnny Cueto",6893,456501
2022,"Martín Pérez","TEX",196.1,8.452318923885812,,7.1017547101605665,,,6.04527423811368,3.219471886044457,-2.789202470045823,,,5.380168780376671,,,"Martin Perez",6902,527048
2022,"Luis García","SDP",61,5.901068878173828,,,2.607240478515625,,6.119981022963552,1.416571537140877,,,,,,,"Luis Garcia",6984,472610
2022,"Ian Kennedy","ARI",50.1,10.138679547991071,,2.1961237589518228,4.883640834263393,,,0.377310053507487,,-6.152985055106027,,6.765753428141276,,,"Ian Kennedy",6986,453178
2022,"Ryan Pressly","HOU",48.1,10.731171450407608,,,,,,2.0770317457644873,-7.725250879923503,,,2.4898947143554686,,,"Ryan Pressly",7005,519151
2022,"Daniel Bard","COL",60.1,6.908334096272786,,,,,4.185764106337675,1.4125922309027779,2.146052122116089,,,4.035866447117018,,,"Daniel Bard",7115,453268
2022,"Craig Stammen","SDP",40.2,5.950671195983887,,4.7663929723924205,,,6.3275465384992975,-0.9218823259527033,,-5.72793900339227,,5.30768504895662,,,"Craig Stammen",7274,489334
2022,"Collin McHugh","ATL",69.1,8.649288601345486,,4.928530670875727,,,,0.06075555131635593,-6.901856642503005,-7.347415577281605,,,,,"Collin McHugh",7531,543521
2022,"Jake McGee","- - -",37,8.833012615650492,,,,,,3.8289958106146917,,,,,,,"Jake McGee",7550,459429
2022,"Jordan Lyles","BAL",179,9.940762068624869,,1.980960701085344,,,7.411615513392857,-0.5558863378769858,-8.160225219726563,,,4.632234675009796,,,"Jordan Lyles",7593,543475
2022,"Wily Peralta","DET",38.1,9.757813618445272,,9.347112655639648,5.08362873395284,,8.66125754306191,0.5709033104532583,,,,,,,"Wily Peralta",7738,503449
2022,"Richard Bleier","MIA",50.2,6.993666432120583,,3.752047397873618,-2.474719762802124,,2.3119095912248135,-1.2796562951950987,,,,3.059630038603297,,,"Richard Bleier",7803,542947
2022,"Hunter Strickland","CIN",62.1,7.861272296109346,,5.104824066162109,,,6.292303788034539,-0.4129949660528274,,,,5.22347421357126,,,"Hunter Strickland",7836,519326
2022,"Anthony Bass","- - -",70.1,9.838835436888415,,,5.901857033754006,,8.309790080025692,-0.5569325325705788,,,,,,,"Anthony Bass",7982,542914
2022,"Will Smith","- - -",59,10.18973447093435,,,,,9.133569989885602,1.9114889365748355,-4.34714601304796,,,7.652714199490017,,,"Will Smith",8048,519293
2022,"Bryan Shaw","CLE",58.1,,,5.14890638728775,3.3617024421691895,,5.254136554265426,0.06807948775210623,-6.982859458452389,,,3.9711472306932722,,,"Bryan Shaw",8110,543766
2022,"David Robertson","- - -",63.2,,,10.092254582052991,,,,0.5678303605419094,,-6.111386151380942,,,,,"David Robertson",8241,502085
2022,"Paolo Espino","WSN",113.1,11.028772746628198,,,,,,0.8091042535263404,-10.786119976240336,,,2.959497408433394,,,"Paolo Espino",8246,502179
2022,"Lucas Luetge","NYY",57.1,5.789247512817383,,3.819321548984078,,,,-0.7581717110309664,-8.372476328974185,,,,,,"Lucas Luetge",8337,476595
2022,"Justin Verlander","HOU",175,11.549241028992395,,,,,,3.365645907435637,-6.09832602071665,,,6.556360153924851,,,"Justin Verlander",8700,434378
2022,"Wade Miley","CHC",37,10.483638572692872,,4.8508183332894355,,,8.64241434733073,2.8557322734111064,-6.602902412414551,,,4.236248932315805,,,"Wade Miley",8779,489119
2022,"Brad Hand","PHI",45,9.100887398097827,,,,,6.715536745438665,-2.025183967141544,,,,,,,"Brad Hand",9111,543272
2022,"Nathan Eovaldi","BOS",109.1,8.453602300412294,,6.489988839285714,1.0127734980307335,,,2.074070912487102,-5.387774923573369,,,,,,"Nathan Eovaldi",9132,543135
2022,"Patrick Corbin","WSN",152.2,8.803650452210023,,,,,7.258422236081933,1.220585499380283,-0.9086576104164124,,,6.0817961099510365,,,"Patrick Corbin",9323,571578
2022,"Dallas Keuchel","- - -",60.2,7.811722399393718,,4.664182341500615,,,3.7384173595882064,0.6562089432952225,,,,3.049988690544577,,,"Dallas Keuchel",9434,572971
2022,"Joe Kelly","CHW",37,8.002305348714193,,,,,5.552887062404467,-1.9365510518571971,,-5.319290403335813,,3.594071706136068,,,"Joe Kelly",9761,523260
2022,"Garrett Richards","TEX",42.2,5.280293074521151,,,,,5.863112767537435,-0.28197409776266147,-11.710565567016602,,,2.4819055417688882,,,"Garrett Richards",9784,572070
2022,"Miles Mikolas","STL",202.1,8.943490944396052,,,,,7.512403398369586,2.9071907377243043,-8.643742391507919,-7.642804463704427,,5.43348152406754,,,"Miles Mikolas",9803,571945
2022,"Mike Minor","CIN",98,8.154526178349448,,,,,7.007297515869141,2.160651546785201,,-6.389576670887706,,5.787066575038581,,,"Mike Minor",10021,501985
2022,"Tyler Matzek","ATL",43.2,10.285665954924589,,10.911633491516113,,,11.59802500406901,-3.7759108945547815,-7.602177143096924,,,,,,"Tyler Matzek",10058,554431
2022,"Brooks Raley","TBR",53.2,7.621771812438965,,4.070731834129051,,,2.630293281914676,0.7956344227731964,,,,1.0205026649567017,,,"Brooks Raley",10061,548384
2022,"Caleb Thielbar","MIN",59.1,11.290208770007622,,,,,,1.0851328449864541,-9.479275835238822,,,6.592041778564453,,,"Caleb Thielbar",10078,573204
2022,"Kyle Gibson","PHI",167.2,9.48970428373471,,5.724987172272246,,,4.50598223900764,-0.026284444899786086,-4.524780912549084,,,2.4891256041445975,,,"Kyle Gibson",10123,502043
2022,"Brad Boxberger","MIL",64,10.180378756260435,,,,,,3.926639479033801,,,,3.3333189429306405,,,"Brad Boxberger",10133,502202
2022,"Aroldis Chapman","NYY",36.1,10.717651690981432,,,-0.09929243408807434,,9.519480985753676,2.8189066812663737,,,,,,,"Aroldis Chapman",10233,547973
2022,"Ryan Tepera","LAA",57.1,9.889371398492909,,,,,7.174882517565017,2.5109298502604167,-2.329483304704939,,,3.2405237125445017,,,"Ryan Tepera",10291,572193
2022,"Zack Wheeler","PHI",153,9.430311795465931,,3.84688272700968,,,6.755293550325683,3.7384998321533205,-5.6667337112155245,,,5.689308529808407,,,"Zack Wheeler",10310,554430
2022,"Erasmo Ramírez","WSN",86.1,8.39307291167123,,5.233868844168526,,,3.9001795080744057,2.109165668487549,-2.5202448338638117,,,3.7784627278645835,,,"Erasmo Ramirez",10314,541640
2022,"Aaron Loup","LAA",58.2,6.399186611175537,,1.3954316062488774,,,2.023303013542224,,0.22499211629231772,,,-1.5391478735553332,,,"Aaron Loup",10343,571901
2022,"Mychal Givens","- - -",61.1,6.747110983264763,,,,,,1.3136326058914787,,,,-2.0565436947408147,,,"Mychal Givens",10430,571710
2022,"Andrew Bellatti","PHI",54.1,9.708093257816246,,,,,,2.339033115500271,,-9.677726745605469,,4.434317146522411,,,"Andrew Bellatti",10657,571479
2022,"Drew Hutchison","DET",105.1,9.859467901577608,,,,,8.729409208392152,0.13172465115557402,,,,6.031193288167318,,,"Drew Hutchison",10732,571800
2022,"Jacob deGrom","NYM",64.1,9.788051998668722,,,,,,3.358108975376863,-1.3300004800160725,,,3.8702630377435066,,,"Jacob deGrom",10954,594798
2022,"Merrill Kelly","ARI",200.1,8.967660916028013,,7.4089688604105755,,,4.564688643558318,2.056802272796631,-5.695878623188406,,,1.883551827993597,,,"Merrill Kelly",11156,518876
2022,"Vince Velasquez","CHW",75.1,10.728068963505052,,,,,8.17885465038066,2.453986648033405,-6.525137901306152,-5.304459549451658,,3.990367403897372,,,"Vince Velasquez",11189,592826
2022,"Jose Quintana","- - -",165.2,8.686456989439984,,,,,7.709705575164658,,-3.7117574109109825,,,3.718620975587777,,,"Jose Quintana",11423,500779
2022,"Robbie Ray","SEA",189,10.570160753446116,,,,,7.58923972233124,4.764388795882937,,-0.3080708076213968,,8.259255545479911,,,"Robbie Ray",11486,592662
2022,"Joely Rodríguez","NYM",50.1,7.024951782226562,,,,,3.8286543626051683,-0.3208382275639748,,,,0.6278784982290472,,,"Joely Rodriguez",11487,570257
2022,"Aaron Sanchez","- - -",60,7.945670190801475,,,,,5.746516436841114,,-6.0067588966209575,,,3.8165776994493275,,,"Aaron Sanchez",11490,592717
2022,"José Ureña","- - -",97,7.2845542375431505,,,,,4.552794569552302,3.4855413197272984,,,,5.395642383282001,,,"Jose Urena",11589,570632
2022,"Jameson Taillon","NYY",177.1,10.384810727284137,,7.477941085863565,,,8.791114387388754,2.6998877045777987,-5.524378679800725,,,6.696364971769958,,,"Jameson Taillon",11674,592791
2022,"Drew Smyly","CHC",106.1,,,6.815038344439338,,,10.066013785321822,,,0.27327274631809545,,6.56545893351237,,,"Drew Smyly",11760,592767
2022,"Noah Syndergaard","- - -",134.2,8.458555977209858,,1.269563559329871,7.615785598754883,,6.47249644416139,0.948982531374151,-0.03045336680428792,,,5.134432910680771,,,"Noah Syndergaard",11762,592789
2022,"Héctor Neris","HOU",65.1,10.0614193969431,,,0.07097966854388897,,7.411622208547374,3.6042027259940532,,,,,,,"Hector Neris",11804,593576
2022,"Taijuan Walker","NYM",157.1,10.308872674101142,,6.9262178308823525,1.6959896447523586,,7.858049033344656,3.537762738930676,-6.595899450064804,,,,,,"Taijuan Walker",11836,592836
2022,"Chris Martin","- - -",56,8.387633781122968,,3.913124645457548,2.406601724745352,,6.605214830855249,-0.5669232677010929,-5.662557125091553,,,,,,"Chris Martin",11847,455119
2022,"Jason Adam","TBR",63.1,10.229066962437914,,,,,,-0.8933495767746198,,,,1.6360351763936158,,,"Jason Adam",11861,592094
2022,"Kyle Hendricks","CHC",84.1,9.23852743649616,,,,,5.193368178147536,,-8.495501708984374,,,6.445986990201271,,,"Kyle Hendricks",12049,543294
2022,"Yimi García","TOR",61,7.814514690896739,,,,,3.684982926878211,4.380822150261848,-1.4410771833147322,,,2.2426326149388363,,,"Yimi Garcia",12095,554340
2022,"Chris Bassitt","NYM",181.2,7.784115745907738,,4.941162599617219,,,5.568366451539855,0.35124513022920006,-8.15665852458697,,,3.987978515625,,,"Chris Bassitt",12304,605135
2022,"Seth Lugo","NYM",65,10.158638025020096,,,,,7.343219998516614,4.08670545604131,-9.898221299174047,,,5.807387034098308,,,"Seth Lugo",12447,607625
2022,"Adrian Houser","MIL",102.2,9.030692655123197,,,,,5.291852155239944,1.089243037360055,-7.611140106130855,,,4.2839109801698,,,"Adrian Houser",12718,605288
2022,"Nick Martinez","SDP",106.1,10.121694898922533,,4.673588186795595,,,8.393300374348959,,-9.57602029318338,,,3.007637319369305,,,"Nick Martinez",12730,607259
2022,"Rafael Montero","HOU",68.1,9.077939081287575,,,,,5.037048094722641,1.7555312536712875,,,,3.449317212374705,,,"Rafael Montero",12760,606160
2022,"Sonny Gray","MIN",119.2,8.800004438920455,,5.04598331451416,,,5.636992713185818,-3.3678312910364028,-8.226629571600276,-7.381292978922526,,4.682443719161184,,,"Sonny Gray",12768,543243
2022,"John Brebbia","SFG",68,10.081126863994296,,,,,4.879426956176758,1.9518269425731594,,,,,,,"John Brebbia",12777,605154
2022,"Noé Ramirez","ARI",50,6.40336883734472,,,,,,,-0.8551727991140388,,,-2.3951199211208976,,,"Noe Ramirez",12800,598287
2022,"Matt Wisler","TBR",44,10.071004629135132,,,,,,-0.053655754055893214,,,,-1.659378170967102,,,"Matt Wisler",12804,605538
2022,"Mike Clevinger","SDP",114.1,9.82046148302861,,3.003242573839553,,,8.711406147563373,-0.8367717091923096,-6.229136577019324,,,5.957037777824198,,,"Mike Clevinger",12808,605182
2022,"Shawn Armstrong","- - -",61.2,9.324749937151918,,5.075886934798285,,,6.832634565338053,-0.5538839689442809,,,,10.548766136169434,,,"Shawn Armstrong",12857,542888
2022,"Matt Barnes","BOS",39.2,9.855434969536164,,,5.049458821614583,,,,,-5.365071991343557,,5.095320638020834,,,"Matt Barnes",12863,598264
2022,"Tyler Anderson","LAD",178.2,10.555357764519758,,5.6971064707169035,,,3.7535135654803833,,-5.101729869842529,,,5.3657881099022235,,,"Tyler Anderson",12880,542881
2022,"Dylan Bundy","MIN",140,11.24882925397399,,,,,10.138552198223039,-0.19011606541008155,-6.235680253990801,,,3.741074206782322,,,"Dylan Bundy",12917,605164
2022,"Joe Musgrove","SDP",181,7.941134423324742,,5.558514581210371,,,5.7309830983479815,-0.633124033610026,-7.5592660476912314,,,2.7361254132659742,,,"Joe Musgrove",12970,605397
2022,"Andrew Chafin","DET",57.1,9.301443099975586,,,,,7.441379276956445,0.21779302935982414,,,,7.744890848795573,,,"Andrew Chafin",12988,605177
2022,"Yu Darvish","SDP",194.2,9.88079890275033,,6.003164291381836,3.111330886771776,,6.754767951064222,-0.03833607264927456,-8.71149450991334,-6.212623832152062,,,,,"Yu Darvish",13074,506433
2022,"Gerrit Cole","NYY",200.2,10.833417301604829,,4.6939412630521336,,,,0.6035462664654516,,-7.2060546875,,5.707152878028759,,,"Gerrit Cole",13125,543037
2022,"Eduardo Rodriguez","DET",91,8.397355840773809,,5.67930355817912,,,6.274392869737413,1.016571044921875,,,,4.241882580668986,,,"Eduardo Rodriguez",13164,593958
2022,"Zach Davies","ARI",134.1,8.192395361784463,,7.388407389322917,,,7.270854805683817,-2.7787322998046875,-7.262881536553376,,,5.108138917937992,,,"Zach Davies",13183,605200
2022,"Jordan Weems","WSN",39.2,10.679233429538217,,,,,,1.6414321727966994,-1.1010314396449499,,,4.204058030072381,,,"Jordan Weems",13190,607179
2022,"Michael Fulmer","- - -",63.2,9.019335787720475,,4.156223089044745,,,6.251656087239583,,-6.904340570623225,,,2.595763191344246,,,"Michael Fulmer",13218,605242
