"MLBAMID","PlayerId","Name","Team","Age","Season","TBF","K%","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","NameASCII","Balls","Strikes","Pitches","strike_pct","ball_pct","FA%","FT%","FC%","FS%","FO%","SI%","SL%","CU%","KC%","EP%","CH%","SC%","KN%","UN%","vFA","vFT","vFC","vFS","vFO","vSI","vSL","vCU","vKC","vEP","vCH","vSC","vKN","FA-X","FT-X","FC-X","FS-X","FO-X","SI-X","SL-X","CU-X","KC-X","EP-X","CH-X","SC-X","KN-X","FA-Z","FT-Z","FC-Z","FS-Z","FO-Z","SI-Z","SL-Z","CU-Z","KC-Z","EP-Z","CH-Z","SC-Z","KN-Z","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","Pace"
600986,14510,"Thyago Vieira","- - -",31,2024,177,0.22033898,0,1,5.2105271,28,0,0,0,0,1,1,0,38,37,23,22,8,26,1,2,3,1,39,"Thyago Vieira",286,454,740,0.613513513513513,0.386486486486486,0.22451791,NA,NA,NA,NA,0.40495868,0.36225895,NA,NA,NA,0.00826446,NA,NA,NA,97.73742301,NA,NA,NA,NA,97.04490111,88.31558901,NA,NA,NA,91.86666616,NA,NA,-6.199504314,NA,NA,NA,NA,-9.009982725,0.5919531724,NA,NA,NA,-8.732060591,NA,NA,9.698095497,NA,NA,NA,NA,7.833136552,2.685746095,NA,NA,NA,5.070030212,NA,NA,0.23563218,0.61375661,0.43250689,0.54878049,0.8362069,0.7611465,0.52066116,18.83423423
657024,16587,"Erik Swanson","TOR",30,2024,168,0.2202381,2,2,5.033898956,45,0,0,0,0,0,9,1,39.1,36,22,22,11,14,0,1,0,1,37,"Erik Swanson",241,426,667,0.638680659670165,0.361319340329835,0.49925037,NA,NA,0.30884558,NA,NA,0.19190405,NA,NA,NA,NA,NA,NA,NA,93.87778012,NA,NA,84.92718447,NA,NA,86.75234222,NA,NA,NA,NA,NA,NA,-5.858782244,NA,NA,-6.546419903,NA,NA,2.318695307,NA,NA,NA,NA,NA,NA,10.33555919,NA,NA,2.33523367,NA,NA,2.113969564,NA,NA,NA,NA,NA,NA,0.30617978,0.7266881,0.50224888,0.65137615,0.84513274,0.78208955,0.46626687,19.13682093
669387,27572,"Carmen Mlodzinski","PIT",25,2024,209,0.22009569,5,5,3.375000169,40,4,0,0,0,0,5,2,50.2,41,22,19,3,19,1,2,1,0,46,"Carmen Mlodzinski",318,549,867,0.633217993079585,0.366782006920415,0.39838337,NA,0.19976905,NA,NA,NA,0.39838337,NA,NA,NA,0.0034642,NA,NA,NA,96.18057773,NA,92.52717017,NA,NA,NA,86.7072485,NA,NA,NA,88.6333313,NA,NA,-6.298811053,NA,-0.6981839252,NA,NA,NA,2.26299883,NA,NA,NA,-10.06072744,NA,NA,7.650364088,NA,4.644364241,NA,NA,NA,1.209299182,NA,NA,NA,0.668845733,NA,NA,0.26139089,0.68374165,0.48036952,0.55963303,0.84364821,0.76923077,0.51847575,18.34398782
657508,20206,"Mike Baumann","- - -",28,2024,264,0.21969697,3,1,5.554286749,57,0,0,0,0,0,9,3,58.1,59,40,36,9,28,1,4,6,0,58,"Mike Baumann",390,677,1067,0.634489222118088,0.365510777881912,0.40543071,NA,NA,NA,NA,0.00374532,0.23782772,NA,0.33426966,NA,0.01872659,NA,NA,NA,96.53071464,NA,NA,NA,NA,95.65000153,92.09527492,NA,87.82016923,NA,89.07000122,NA,NA,-5.212591625,NA,NA,NA,NA,-4.117378235,0.7030860233,NA,0.1303872648,NA,-9.897343445,NA,NA,10.59361641,NA,NA,NA,NA,9.028738976,5.0187091,NA,-3.86576528,NA,7.095152283,NA,NA,0.27431907,0.68231047,0.48595506,0.54609929,0.86507937,0.77842004,0.51872659,18.07304786
643338,15552,"Chad Green","TOR",33,2024,210,0.21904762,4,6,3.206250306,53,0,0,0,0,17,7,3,53.1,41,20,19,8,14,3,2,1,0,46,"Chad Green",281,559,840,0.66547619047619,0.33452380952381,0.6,NA,0.00714286,NA,NA,NA,0.39285714,NA,NA,NA,NA,NA,NA,NA,95.46448723,NA,91.4833374,NA,NA,NA,87.69605824,NA,NA,NA,NA,NA,NA,-5.129628499,NA,-1.531627496,NA,NA,NA,0.5188391021,NA,NA,NA,NA,NA,NA,10.57511684,NA,7.096497218,NA,NA,NA,1.800541548,NA,NA,NA,NA,NA,NA,0.31658291,0.71040724,0.52380952,0.66666667,0.83757962,0.78863636,0.52619048,17.6816
573009,14857,"Joe Mantiply","ARI",33,2024,243,0.218107,6,2,3.921789256,75,2,0,0,0,1,16,0,59.2,52,27,26,1,18,7,0,3,1,53,"Joe Mantiply",281,588,869,0.676639815880322,0.323360184119678,0.0438293,NA,NA,NA,NA,0.42675894,NA,0.26528258,NA,NA,0.26412918,NA,NA,NA,89.38947376,NA,NA,NA,NA,88.93567686,NA,79.23956179,NA,NA,81.0074201,NA,NA,8.963438285,NA,NA,NA,NA,11.27510195,NA,-4.561279114,NA,NA,9.176308661,NA,NA,5.553916705,NA,NA,NA,NA,1.116155217,NA,-1.903588544,NA,NA,-2.313773805,NA,NA,0.38657407,0.66206897,0.52479815,0.61676647,0.81597222,0.74285714,0.5017301,18.47376789
676684,19769,"Will Vest","DET",29,2024,289,0.21799308,3,4,2.815166691,69,0,0,0,0,2,14,6,70.1,61,23,22,3,18,2,3,4,0,63,"Will Vest",387,775,1162,0.666953528399312,0.333046471600688,0.56024096,NA,NA,NA,NA,0.12564544,0.21600688,NA,NA,NA,0.09810671,NA,NA,NA,96.13809284,NA,NA,NA,NA,94.90685199,86.87529569,NA,NA,NA,89.02718956,NA,NA,-5.95101024,NA,NA,NA,NA,-9.337509364,2.923387991,NA,NA,NA,-9.327540347,NA,NA,8.97843837,NA,NA,NA,NA,5.266386267,-1.326043847,NA,NA,NA,2.639976635,NA,NA,0.28977273,0.67192429,0.49827883,0.65359477,0.83802817,0.78929188,0.54561102,17.45642202
677960,23796,"Ryan Weathers","MIA",24,2024,367,0.21798365,5,6,3.634615491,16,16,7,0,0,0,0,0,86.2,78,39,35,11,24,1,9,2,1,80,"Ryan Weathers",528,887,1415,0.626855123674912,0.373144876325088,0.3970276,NA,NA,NA,NA,0.12101911,0.22222222,NA,NA,NA,0.25973107,NA,NA,NA,95.89714934,NA,NA,NA,NA,94.52046784,82.88471586,NA,NA,NA,86.39237057,NA,NA,7.982499339,NA,NA,NA,NA,10.74699821,-5.605769261,NA,NA,NA,8.367830115,NA,NA,8.880414613,NA,NA,NA,NA,6.043675473,0.6122505528,NA,NA,NA,2.354297939,NA,NA,0.2651622,0.66051136,0.4621373,0.5212766,0.85806452,0.7611026,0.49823071,16.97013487
678394,23920,"Brayan Bello","BOS",25,2024,702,0.21794872,14,8,4.490759894,30,30,10,0,0,0,0,0,162.1,157,84,81,19,64,0,11,6,1,153,"Brayan Bello",1001,1712,2713,0.631035753778105,0.368964246221895,0.04760148,NA,NA,NA,NA,0.40258303,0.2804428,NA,NA,NA,0.26937269,NA,NA,NA,95.63487918,NA,NA,NA,NA,95.65599937,86.77736431,NA,NA,NA,87.60123074,NA,NA,-5.654309177,NA,NA,NA,NA,-10.39261482,3.794523219,NA,NA,NA,-9.735884659,NA,NA,7.026931171,NA,NA,NA,NA,2.381417475,-0.317511689,NA,NA,NA,2.011381468,NA,NA,0.29682997,0.63540091,0.46199262,0.55097087,0.85238095,0.75319489,0.48782288,18.33066533
592767,11760,"Drew Smyly","CHC",35,2024,257,0.21789883,4,8,3.835227938,50,0,0,0,0,0,10,3,58.2,57,29,25,10,25,3,3,5,0,56,"Drew Smyly",371,646,1017,0.635201573254671,0.364798426745329,NA,NA,0.03343166,NA,NA,0.47984267,0.00098328,NA,0.48574238,NA,NA,NA,NA,NA,NA,NA,88.63529699,NA,NA,92.60717373,82.09999847,NA,80.01356117,NA,NA,NA,NA,NA,NA,1.827547859,NA,NA,4.402357258,8.67329216,NA,2.270878224,NA,NA,NA,NA,NA,NA,7.122198217,NA,NA,10.5439263,0.7460207939,NA,-1.540256392,NA,NA,NA,NA,0.29019608,0.67061144,0.47984267,0.47972973,0.88823529,0.76434426,0.49852507,18.81407703
571946,10197,"Shelby Miller","DET",33,2024,225,0.21777778,6,8,4.526946935,51,0,0,0,0,2,5,7,55.2,41,31,28,9,13,0,5,1,0,49,"Shelby Miller",290,563,853,0.660023446658851,0.339976553341149,0.60588235,NA,0.00235294,0.18823529,NA,NA,0.20352941,NA,NA,NA,NA,NA,NA,NA,93.48388198,NA,88.3500061,86.75750122,NA,NA,88.27861385,NA,NA,NA,NA,NA,NA,-5.626440667,NA,2.628189087,-8.796997833,NA,NA,1.811100425,NA,NA,NA,NA,NA,NA,10.34164044,NA,2.595000029,4.123277664,NA,NA,3.795183303,NA,NA,NA,NA,NA,NA,0.27525253,0.6784141,0.49058824,0.59633028,0.83766234,0.77458034,0.53411765,19.76688103
663474,18000,"Triston McKenzie","CLE",26,2024,340,0.21764706,3,5,5.114537617,16,16,3,0,0,0,0,0,75.2,69,46,43,19,49,1,1,5,0,74,"Triston McKenzie",534,774,1308,0.591743119266055,0.408256880733945,0.52377301,NA,NA,NA,NA,NA,0.2101227,0.26610429,NA,NA,NA,NA,NA,NA,91.10161397,NA,NA,NA,NA,NA,85.35948905,77.70028818,NA,NA,NA,NA,NA,-1.410205757,NA,NA,NA,NA,NA,2.327322633,3.93753342,NA,NA,NA,NA,NA,11.65980809,NA,NA,NA,NA,NA,5.231753161,-4.154573732,NA,NA,NA,NA,NA,0.24786325,0.62790698,0.42331288,0.56896552,0.88359788,0.78442029,0.46165644,17.94294606
663947,26231,"Tyler Holton","DET",28,2024,354,0.21751412,7,2,2.19434663,66,9,0,0,0,8,14,0,94.1,57,25,23,7,17,1,4,0,0,77,"Tyler Holton",452,888,1340,0.662686567164179,0.337313432835821,0.1523525,NA,0.27333831,NA,NA,0.21583271,0.15459298,0.01493652,NA,NA,0.18894698,NA,NA,NA,92.05245074,NA,87.6499984,NA,NA,91.54809993,80.57053187,79.19000244,NA,NA,83.60988451,NA,NA,3.720224119,NA,-1.99216457,NA,NA,9.020651425,-7.01542494,-4.478189087,NA,NA,8.728450247,NA,NA,9.552110111,NA,4.295558992,NA,NA,6.177240392,-0.07472630745,-8.266472054,NA,NA,3.084154182,NA,NA,0.29890454,0.64142857,0.47796863,0.59162304,0.83964365,0.765625,0.52277819,17.45879959
681857,24968,"Reese Olson","DET",24,2024,465,0.2172043,4,8,3.525222712,22,22,9,0,0,0,0,0,112.1,100,51,44,7,33,0,4,4,0,101,"Reese Olson",690,1165,1855,0.628032345013477,0.371967654986523,0.23421479,NA,NA,NA,NA,0.20453319,0.27792768,0.06044253,NA,NA,0.22288181,NA,NA,NA,94.15207373,NA,NA,NA,NA,94.22295515,84.768348,79.0196446,NA,NA,86.5,NA,NA,-6.544973628,NA,NA,NA,NA,-9.783154812,2.306193113,4.761720385,NA,NA,-8.442830305,NA,NA,8.54694813,NA,NA,NA,NA,5.412833423,-0.897048091,-7.148561205,NA,NA,0.879174849,NA,NA,0.325,0.65559656,0.47004857,0.4852071,0.8836773,0.72904707,0.43874798,17.88872832
676428,30133,"Brant Hurter","DET",25,2024,175,0.21714286,6,1,2.580882425,10,1,0,0,0,0,0,0,45.1,34,13,13,4,6,0,0,0,1,38,"Brant Hurter",195,450,645,0.697674418604651,0.302325581395349,0.07131783,NA,NA,NA,NA,0.50387597,0.30697674,NA,NA,NA,0.11782946,NA,NA,NA,92.10869831,NA,NA,NA,NA,92.42707933,83.13737164,NA,NA,NA,85.62631868,NA,NA,4.340270001,NA,NA,NA,NA,9.781607666,-4.061018857,NA,NA,NA,9.465598859,NA,NA,6.044481692,NA,NA,NA,NA,2.576233051,1.841155389,NA,NA,NA,2.527446747,NA,NA,0.26666667,0.61538462,0.47751938,0.57352941,0.88333333,0.81493506,0.60465116,17.36460554
694738,30076,"Landen Roupp","SFG",25,2024,217,0.21658986,1,2,3.576159302,23,4,0,0,0,0,1,0,50.1,43,21,20,2,26,0,1,3,2,47,"Landen Roupp",343,564,907,0.621830209481808,0.378169790518192,0.01874311,NA,NA,NA,NA,0.40463065,0.04189636,0.44101433,NA,NA,0.09371555,NA,NA,NA,93.37647202,NA,NA,NA,NA,94.41880162,83.9263145,77.39274902,NA,NA,88.17647059,NA,NA,-6.89143394,NA,NA,NA,NA,-10.84523414,4.266138077,9.60034668,NA,NA,-9.694875201,NA,NA,6.531826019,NA,NA,NA,NA,2.54860469,0.315027124,-5.185986633,NA,NA,-0.06166505253,NA,NA,0.26898048,0.55381166,0.40904079,0.58870968,0.85020243,0.76280323,0.49173098,15.48617176
607625,12447,"Seth Lugo","KCR",34,2024,836,0.21650718,16,9,3.004838858,33,33,22,1,0,0,0,0,206.2,177,75,69,16,48,1,9,4,0,181,"Seth Lugo",1079,2033,3112,0.65327763496144,0.34672236503856,0.23971722,NA,0.08194087,0.02634961,NA,0.18541131,0.13528278,0.26188946,NA,NA,0.06940874,NA,NA,NA,92.23740156,NA,90.09136795,85.73414872,NA,92.14540457,85.18289786,79.388588,NA,NA,87.36944806,NA,NA,-4.17452062,NA,-0.2303762399,-6.404826839,NA,-9.077255064,3.569716066,8.606921611,NA,NA,-8.833216914,NA,NA,8.926434473,NA,6.745032456,2.783072123,NA,5.006338348,2.291173215,-6.837105181,NA,NA,2.809797499,NA,NA,0.28045515,0.63226205,0.46336761,0.57040573,0.88758553,0.79542302,0.51992288,16.36323464
670990,19444,"Yohan Ramírez","- - -",29,2024,208,0.21634615,0,5,6.200001051,38,0,0,0,0,1,1,2,45,49,35,31,4,17,2,12,8,1,45,"Yohan Ramirez",298,471,769,0.612483745123537,0.387516254876463,0.1695138,NA,NA,NA,NA,0.40473062,0.29040736,0.13534823,NA,NA,NA,NA,NA,NA,94.81473251,NA,NA,NA,NA,94.42013035,81.61629048,81.42912811,NA,NA,NA,NA,NA,-6.87689949,NA,NA,NA,NA,-10.54378757,9.321848943,6.672233989,NA,NA,NA,NA,NA,7.780694474,NA,NA,NA,NA,3.329928671,1.655206801,-6.12079513,NA,NA,NA,NA,NA,0.19887955,0.60891089,0.41655716,0.47887324,0.86585366,0.77917981,0.53088042,20.01277372
669358,22264,"Shane Baz","TBR",25,2024,319,0.21630094,4,3,3.063025406,14,14,8,0,0,0,0,0,79.1,57,28,27,9,27,0,4,2,0,69,"Shane Baz",419,788,1207,0.652858326429163,0.347141673570837,0.47927032,NA,NA,NA,NA,NA,0.21310116,0.20480929,NA,NA,0.10281924,NA,NA,NA,95.644119,NA,NA,NA,NA,NA,87.31128405,83.55263158,NA,NA,88.05000158,NA,NA,-6.382020944,NA,NA,NA,NA,NA,0.5272635375,3.785632917,NA,NA,-8.747291811,NA,NA,10.23657564,NA,NA,NA,NA,NA,2.263320388,-7.283779376,NA,NA,5.393141716,NA,NA,0.25830258,0.69728916,0.5,0.54285714,0.85097192,0.77943615,0.55058043,20.26613817
650644,19479,"Aaron Civale","- - -",29,2024,689,0.21625544,8,9,4.360248654,31,31,8,0,0,0,0,0,161,158,82,78,29,52,0,6,1,0,149,"Aaron Civale",970,1730,2700,0.640740740740741,0.359259259259259,0.09855502,NA,0.3219711,0.02000741,NA,0.24045943,0.16265283,0.15635421,NA,NA,NA,NA,NA,NA,92.03759398,NA,88.12520228,85.62037037,NA,92.62311308,80.51731118,77.08009664,NA,NA,NA,NA,NA,-3.124798423,NA,1.853102918,-9.437921877,NA,-8.285451551,8.940245887,7.208310674,NA,NA,NA,NA,NA,10.67728097,NA,4.56933678,5.233905086,NA,7.534177807,-1.047617536,-9.5988703,NA,NA,NA,NA,NA,0.26701183,0.63325909,0.44979622,0.61495845,0.88159437,0.80230643,0.49907373,18.13426854
641540,19409,"Dane Dunning","TEX",29,2024,421,0.21615202,5,7,5.305263371,26,15,2,0,0,0,0,0,95,97,60,56,18,40,1,6,2,0,91,"Dane Dunning",628,1061,1689,0.62818235642392,0.371817643576081,0.02841918,NA,0.18827709,NA,0.00059207,0.37655417,0.23445826,NA,0.04677324,NA,0.12492599,NA,NA,NA,89.19999822,NA,88.09874337,NA,NA,89.68066099,80.62096058,NA,75.63290985,NA,85.04881424,NA,NA,-5.023566802,NA,-0.8679826844,NA,NA,-9.192403925,0.6589066669,NA,5.503547475,NA,-10.71167629,NA,NA,8.392920256,NA,6.160969956,NA,NA,4.161585682,-0.4562045203,NA,-9.643608962,NA,3.259964351,NA,NA,0.24489796,0.65771028,0.45411486,0.56862745,0.86145648,0.78357236,0.50680876,17.45591739
621363,19403,"Colin Poche","TBR",30,2024,153,0.21568627,1,2,3.857143383,43,0,0,0,0,2,20,2,37.1,30,16,16,7,13,2,0,1,0,33,"Colin Poche",204,339,543,0.624309392265193,0.375690607734807,0.68139963,NA,NA,NA,NA,NA,0.31860037,NA,NA,NA,NA,NA,NA,NA,91.16594172,NA,NA,NA,NA,NA,83.14855604,NA,NA,NA,NA,NA,NA,-0.7890595307,NA,NA,NA,NA,NA,-2.960425228,NA,NA,NA,NA,NA,NA,11.12506994,NA,NA,NA,NA,NA,2.168951663,NA,NA,NA,NA,NA,NA,0.25704225,0.71814672,0.47697974,0.63013699,0.87634409,0.80694981,0.47697974,18.49489796
655889,20794,"Manuel Rodríguez","TBR",27,2024,158,0.21518987,3,4,2.150442841,40,0,0,0,0,2,10,1,37.2,29,13,9,3,11,1,5,2,0,34,"Manuel Rodriguez",216,389,605,0.64297520661157,0.35702479338843,0.22479339,NA,NA,NA,NA,0.30909091,0.4661157,NA,NA,NA,NA,NA,NA,NA,96.70220588,NA,NA,NA,NA,96.72620739,89.24148798,NA,NA,NA,NA,NA,NA,-2.468145707,NA,NA,NA,NA,-8.400747697,2.136684337,NA,NA,NA,NA,NA,NA,9.059127808,NA,NA,NA,NA,5.520761745,-0.5007609915,NA,NA,NA,NA,NA,NA,0.24915825,0.70779221,0.48264463,0.48648649,0.83486239,0.74657534,0.50909091,17.72134831
641793,15823,"Zack Littell","TBR",28,2024,656,0.21493902,8,10,3.62686579,29,29,10,0,0,0,0,0,156.1,164,68,63,22,31,0,5,0,0,141,"Zack Littell",808,1680,2488,0.67524115755627,0.32475884244373,0.22092555,NA,NA,0.23179074,NA,0.14808853,0.39919517,NA,NA,NA,NA,NA,NA,NA,92.41966929,NA,NA,83.03403049,NA,91.61820652,85.67510396,NA,NA,NA,NA,NA,NA,-4.1826203,NA,NA,-5.161616007,NA,-8.682438726,1.967014682,NA,NA,NA,NA,NA,NA,9.834432633,NA,NA,1.20675532,NA,7.949620786,3.485730817,NA,NA,NA,NA,NA,NA,0.3173913,0.68689139,0.51589537,0.56164384,0.87459106,0.78549142,0.53722334,18.02356164
656605,17594,"Mitch Keller","PIT",28,2024,773,0.21474774,11,12,4.247191011,31,31,15,1,0,0,0,0,178,182,90,84,23,50,0,15,1,2,166,"Mitch Keller",962,1890,2852,0.662692847124825,0.337307152875175,0.30375307,NA,0.12241319,NA,NA,0.21992283,0.25008769,0.09610663,NA,NA,0.00771659,NA,NA,NA,94.40461713,NA,90.36217877,NA,NA,93.36778559,84.68401012,78.35255332,NA,NA,89.80454324,NA,NA,-5.822112262,NA,1.068345472,NA,NA,-9.140609425,6.496446436,7.208259527,NA,NA,-9.566472834,NA,NA,8.33246202,NA,4.442602469,NA,NA,5.048626037,0.2943375682,-7.373363189,NA,NA,2.660395189,NA,NA,0.2801252,0.63254927,0.47457033,0.60335196,0.87738693,0.80487805,0.55173623,17.90847458
592332,14107,"Kevin Gausman","TOR",33,2024,756,0.21428571,14,11,3.828729282,31,31,16,2,1,0,0,0,181,165,86,77,20,56,0,2,3,2,162,"Kevin Gausman",1032,1927,2959,0.651233524839473,0.348766475160527,0.52754533,NA,NA,0.33437936,NA,0.05439331,0.08368201,NA,NA,NA,NA,NA,NA,NA,93.94652594,NA,NA,85.96954836,NA,93.31346404,82.74791667,NA,NA,NA,NA,NA,NA,-6.920243308,NA,NA,-9.776683883,NA,-9.48425293,-0.1749646187,NA,NA,NA,NA,NA,NA,9.98206817,NA,NA,3.954237762,NA,7.275775616,2.444957987,NA,NA,NA,NA,NA,NA,0.29828179,0.69709837,0.49476987,0.61751152,0.86598985,0.78999295,0.49267782,19.97302241
693433,30279,"Bryan Woo","SEA",24,2024,472,0.21398305,9,3,2.892857264,22,22,10,0,0,0,0,0,121.1,96,41,39,14,13,0,3,0,0,101,"Bryan Woo",498,1219,1717,0.709959231217239,0.290040768782761,0.48921283,NA,NA,NA,NA,0.22973761,0.18658892,NA,NA,NA,0.09446064,NA,NA,NA,94.83480147,NA,NA,NA,NA,94.71776848,84.20812378,NA,NA,NA,89.62530744,NA,NA,-5.900965621,NA,NA,NA,NA,-10.06965691,4.464673996,NA,NA,NA,-10.1590757,NA,NA,8.638334909,NA,NA,NA,NA,3.854099642,1.236918354,NA,NA,NA,2.616595421,NA,NA,0.31586402,0.68087215,0.53061224,0.5470852,0.86171761,0.78461538,0.58833819,20.52750809
608334,18311,"Carson Fulmer","LAA",30,2024,379,0.21372032,0,5,4.153846459,37,8,2,0,0,0,0,1,86.2,81,45,40,11,40,4,5,5,2,81,"Carson Fulmer",542,932,1474,0.632293080054274,0.367706919945726,0.23369565,NA,NA,NA,NA,0.23709239,0.20380435,0.05570652,NA,NA,0.26970109,NA,NA,NA,93.12441804,NA,NA,NA,NA,92.62578629,87.04433268,82.37804878,NA,NA,87.7717894,NA,NA,-5.264018037,NA,NA,NA,NA,-9.36907137,2.465739034,2.861495134,NA,NA,-9.028415632,NA,NA,9.534656613,NA,NA,NA,NA,5.920669687,2.620736237,-3.488624201,NA,NA,2.209996759,NA,NA,0.29389313,0.64868805,0.45923913,0.53679654,0.88988764,0.76923077,0.46603261,17.08592322
663436,21448,"Davis Martin","CHW",27,2024,220,0.21363636,0,5,4.320000165,11,10,2,0,0,0,0,0,50,50,25,24,5,23,0,5,2,0,47,"Davis Martin",327,565,892,0.633408071748879,0.366591928251121,0.28475336,NA,0.17488789,NA,NA,NA,0.26793722,0.07623318,NA,NA,0.19618834,NA,NA,NA,93.59370386,NA,89.02820763,NA,NA,NA,83.55063109,78.38529699,NA,NA,89.26628348,NA,NA,-4.033635177,NA,-0.6372365218,NA,NA,NA,3.731700498,6.135123926,NA,NA,-8.437222377,NA,NA,9.363200871,NA,4.53821774,NA,NA,NA,1.057677512,-6.477028735,NA,NA,0.7705095564,NA,NA,0.29359823,0.67425968,0.4809417,0.45112782,0.88175676,0.74825175,0.49215247,17.51946108
458681,2520,"Lance Lynn","STL",37,2024,511,0.21330724,7,4,3.835227439,23,23,7,0,0,0,0,0,117.1,113,64,50,16,44,0,4,3,0,109,"Lance Lynn",766,1274,2040,0.624509803921569,0.375490196078431,0.47229034,NA,0.22265817,NA,NA,0.16723884,0.01275135,0.06228543,NA,NA,0.06277587,NA,NA,NA,92.25981633,NA,88.13083356,NA,NA,91.16715543,81.95384803,80.37795276,NA,NA,84.77968597,NA,NA,-3.23771387,NA,-0.06811675521,NA,NA,-8.266424722,7.110293462,2.951415535,NA,NA,-8.601723671,NA,NA,7.490337304,NA,3.305280912,NA,NA,5.082813073,-0.04727707459,-4.677926612,NA,NA,4.249773026,NA,NA,0.25885827,0.70381232,0.48209907,0.6730038,0.8375,0.79348932,0.50171653,18.77009223
688297,31261,"Chris Roycroft","STL",27,2024,155,0.21290323,1,2,4.194175845,27,0,0,0,0,0,1,1,34.1,31,19,16,2,17,0,4,1,0,33,"Chris Roycroft",212,384,596,0.644295302013423,0.355704697986577,0.3238255,NA,NA,NA,NA,0.46644295,0.20973154,NA,NA,NA,NA,NA,NA,NA,95.02952963,NA,NA,NA,NA,96.01187331,83.772,NA,NA,NA,NA,NA,NA,-3.478824279,NA,NA,NA,NA,-10.94602911,6.065699707,NA,NA,NA,NA,NA,NA,5.281216794,NA,NA,NA,NA,1.119028325,1.209324341,NA,NA,NA,NA,NA,NA,0.27173913,0.609375,0.45302013,0.6,0.87179487,0.7962963,0.53691275,19.47045455
663362,25550,"Matt Waldron","SDP",27,2024,625,0.2128,7,11,4.90909125,27,26,10,0,0,0,0,0,146.2,145,84,80,21,40,0,11,5,1,133,"Matt Waldron",881,1570,2451,0.640554875560996,0.359445124439005,0.18979592,NA,0.08612245,NA,NA,0.14408163,0.19836735,NA,NA,NA,NA,NA,0.38163265,NA,90.62430276,NA,87.03507294,NA,NA,90.01586637,79.28600647,NA,NA,NA,NA,NA,77.58919958,-5.644157262,NA,-0.07018317092,NA,NA,-9.463336696,7.088115676,NA,NA,NA,NA,NA,-3.580514763,8.146801594,NA,5.339806182,NA,NA,4.701853139,2.517463158,NA,NA,NA,NA,NA,-2.152071138,0.22924188,0.63487332,0.45142857,0.6496063,0.85446009,0.8074141,0.5477551,20.49037933
669461,22294,"Matthew Liberatore","STL",24,2024,358,0.2122905,3,4,4.395349617,60,6,1,0,0,0,7,2,86,81,44,42,11,28,3,2,3,0,76,"Matthew Liberatore",453,905,1358,0.666421207658321,0.333578792341679,0.28297716,NA,0.12822402,NA,NA,0.20412675,0.27560796,0.06484893,NA,NA,0.04421518,NA,NA,NA,94.73854065,NA,91.43792935,NA,NA,95.41046649,87.44518847,78.18522644,NA,NA,87.83666585,NA,NA,4.175967534,NA,-0.4704436982,NA,NA,7.638356784,-1.675377912,-5.467396649,NA,NA,7.20236028,NA,NA,9.606120427,NA,5.821374477,NA,NA,8.208741116,0.7256161695,-9.860509699,NA,NA,6.353503164,NA,NA,0.2796748,0.72102426,0.52100221,0.54651163,0.85046729,0.77652051,0.5467944,17.4
607200,17425,"Erick Fedde","- - -",31,2024,726,0.21212121,9,9,3.298872275,31,31,13,0,0,0,0,0,177.1,154,66,65,20,52,0,5,3,1,154,"Erick Fedde",1114,1781,2895,0.615198618307427,0.384801381692573,0.00311311,NA,0.3230716,NA,NA,0.30819786,0.20166033,NA,NA,NA,0.16395711,NA,NA,NA,92.94444444,NA,89.93008482,NA,NA,93.0136938,83.45660411,NA,NA,NA,87.69535783,NA,NA,-1.885872947,NA,1.156823495,NA,NA,-5.53317956,6.000420022,NA,NA,NA,-6.539793377,NA,NA,6.062508901,NA,4.113977077,NA,NA,5.54531261,2.884382506,NA,NA,NA,2.383883384,NA,NA,0.24244505,0.66689895,0.4531304,0.62606232,0.87460815,0.80763359,0.49636804,16.89161649
608379,14078,"Michael Wacha","KCR",32,2024,685,0.21167883,13,8,3.348000204,29,29,14,0,0,0,0,0,166.2,154,65,62,17,45,1,5,3,0,145,"Michael Wacha",927,1676,2603,0.643872454859777,0.356127545140223,0.23750961,NA,0.11375865,NA,NA,0.15257494,0.09223674,0.08147579,NA,NA,0.32244427,NA,NA,NA,93.58414239,NA,88.79290277,NA,NA,93.63324543,84.10625,75.17122549,NA,NA,81.20155133,NA,NA,-4.276484912,NA,0.1189223367,NA,NA,-7.826523019,0.8231402079,6.483146236,NA,NA,-7.873340193,NA,NA,10.64246514,NA,6.025598887,NA,NA,8.677235024,1.179800415,-6.909938596,NA,NA,3.514064421,NA,NA,0.27339901,0.6632948,0.48078401,0.57957958,0.85620915,0.78257394,0.53189854,17.75550892
